dataset,ftrain,ftest,nin,nout
cancer,0.9591836734693877,0.9814016460612107,34,2
cancer,0.9625321153297174,0.9814016460612107,34,2
cancer,0.9655915131690663,0.975117975117975,34,2
cancer,0.9655915131690663,0.9876420454545455,34,2
cancer,0.9625321153297174,0.9876420454545455,34,2
cancer,0.9658382061952635,0.9876420454545455,34,2
cancer,0.962393897066724,0.975117975117975,34,2
cancer,0.9655915131690663,0.9687892376681615,34,2
cancer,0.9654631083202512,0.975117975117975,34,2
cancer,0.9625321153297174,0.9814016460612107,34,2
cancer,0.9654631083202512,0.9814016460612107,34,2
cancer,0.9655915131690663,0.9687892376681615,34,2
cancer,0.9655915131690663,0.975117975117975,34,2
cancer,0.959483165477876,0.9814016460612107,34,2
cancer,0.9655915131690663,0.975117975117975,34,2
cancer,0.9561262132445113,0.975117975117975,34,2
cancer,0.9622519413287316,0.9876420454545455,34,2
cancer,0.959483165477876,0.975117975117975,34,2
cancer,0.9657165246351258,0.9938409259849208,34,2
cancer,0.962393897066724,0.975117975117975,34,2
cancer,0.9657165246351258,0.9876420454545455,34,2
cancer,0.9626666666666667,0.9938409259849208,34,2
cancer,0.9625321153297174,0.9687892376681615,34,2
cancer,0.9654631083202512,0.962413594470046,34,2
cancer,0.9654631083202512,0.9876420454545455,34,2
cancer,0.9655915131690663,0.975117975117975,34,2
cancer,0.9591836734693877,0.975117975117975,34,2
cancer,0.9625321153297174,0.9695751005420528,34,2
cancer,0.9655915131690663,0.975117975117975,34,2
cancer,0.9625321153297174,0.9559891598915989,34,2
card,0.9034097175678083,0.8778037146046889,74,2
card,0.897878062600959,0.8662383770076078,74,2
card,0.9064913944978994,0.8428904902060286,74,2
card,0.9037136018809042,0.8602951130364154,74,2
card,0.906674781903023,0.8661659731384688,74,2
card,0.8920425233210139,0.8719371869500474,74,2
card,0.906674781903023,0.8602951130364154,74,2
card,0.897878062600959,0.8603896103896104,74,2
card,0.897878062600959,0.8488167680865449,74,2
card,0.9038826836866499,0.8487554112554112,74,2
card,0.8951013513513513,0.825487012987013,74,2
card,0.9124246936979625,0.8662745495723896,74,2
card,0.9038014685379683,0.8604462474645029,74,2
card,0.9095491411608494,0.8720757268424612,74,2
card,0.8951013513513513,0.8778037146046889,74,2
card,0.9008419557719618,0.8546462495352061,74,2
card,0.9124246936979625,0.8660572202471644,74,2
