dataset,ftrain,ftest,nin,nout
cancer,0.9494748998520337,0.9687892376681615,34,2
cancer,0.959483165477876,0.9814016460612107,34,2
cancer,0.9591836734693877,0.9814016460612107,34,2
cancer,0.943590845600086,0.9687892376681615,34,2
cancer,0.9403453689167975,0.9814016460612107,34,2
cancer,0.9529042386185244,0.9814016460612107,34,2
cancer,0.9494748998520337,0.9814016460612107,34,2
cancer,0.9498585294222985,0.9876420454545455,34,2
cancer,0.9530793361396359,0.9814016460612107,34,2
cancer,0.9429347826086957,0.962413594470046,34,2
cancer,0.9557905373705294,0.9814016460612107,34,2
cancer,0.9494748998520337,0.9687892376681615,34,2
cancer,0.9464210137684488,0.975117975117975,34,2
cancer,0.9529042386185244,0.962413594470046,34,2
cancer,0.9496692551049756,0.9814016460612107,34,2
cancer,0.9498585294222985,0.975117975117975,34,2
cancer,0.9532498063206263,0.9814016460612107,34,2
cancer,0.9562874678846702,0.975117975117975,34,2
cancer,0.9527244239133371,0.9687892376681615,34,2
cancer,0.9562874678846702,0.9814016460612107,34,2
cancer,0.9502222222222223,0.9876420454545455,34,2
cancer,0.9562874678846702,0.975117975117975,34,2
cancer,0.9593354246543511,0.9687892376681615,34,2
cancer,0.9557905373705294,0.9687892376681615,34,2
cancer,0.959483165477876,0.9876420454545455,34,2
cancer,0.9564444444444444,0.9814016460612107,34,2
cancer,0.9527244239133371,0.962413594470046,34,2
cancer,0.9500428204396232,0.9814016460612107,34,2
cancer,0.9591836734693877,0.9814016460612107,34,2
cancer,0.9593354246543511,0.975117975117975,34,2
card,0.8749420442571127,0.8661659731384688,74,2
card,0.8497296927977863,0.8370109652091512,74,2
card,0.8384074941451991,0.8542521099549198,74,2
card,0.8075520274619181,0.754985754985755,74,2
card,0.8805815160955348,0.8661659731384688,74,2
card,0.8501596763891845,0.8421213666496685,74,2
card,0.8613023804839661,0.8247282608695652,74,2
card,0.8047571683358485,0.7654118930714675,74,2
card,0.8435963013968129,0.802084743468255,74,2
card,0.8475215883592847,0.8079772658073683,74,2
card,0.8501596763891845,0.7996162280701754,74,2
card,0.8661708156243675,0.8660572202471644,74,2
card,0.880674197113235,0.8662745495723896,74,2
card,0.7991713463909054,0.7775962978086294,74,2
card,0.8459574898273814,0.8719371869500474,74,2
card,0.8140861695848909,0.8421213666496685,74,2
card,0.8081841432225064,0.8190272545226216,74,2
card,0.8633962645639043,0.8546069315300084,74,2
card,0.848737545241186,0.8057694281901242,74,2
card,0.8719894758146124,0.8661659731384688,74,2
card,0.874756224197756,0.8778037146046889,74,2
card,0.8047571683358485,0.78838004101162,74,2
card,0.8106736177802167,0.8016551349884683,74,2
card,0.7790142541143916,0.7775962978086294,74,2
card,0.8571597563139528,0.8719371869500474,74,2
card,0.8196982548127587,0.7832351238121189,74,2
card,0.8718944099378882,0.8603896103896104,74,2
card,0.866261039573923,0.8545282316722487,74,2
card,0.8075520274619181,0.7872164948453608,74,2
card,0.8663421371782778,0.8604462474645029,74,2
gene,0.8842750761507828,0.8562196597857783,145,3
gene,0.8902210578085005,0.8587735574947851,145,3
gene,0.8772735981774168,0.8554431948452562,145,3
gene,0.8823805178075826,0.8595511831140695,145,3
gene,0.8876343657075809,0.8577266922094507,145,3
gene,0.881905907077647,0.8627149394617942,145,3
gene,0.8850932419854103,0.857925166853907,145,3
gene,0.883949531360809,0.8552675542995573,145,3
gene,0.8874764818917168,0.8554431948452562,145,3
gene,0.8834468988650638,0.86321091199469,145,3
gene,0.8907819817438277,0.856401490980697,145,3
gene,0.8818201850789853,0.8484968944099379,145,3
gene,0.8810487211135986,0.8618648728575771,145,3
gene,0.8845054846135051,0.8663374365461651,145,3
gene,0.8874524804020267,0.8570092452750185,145,3
gene,0.8789042885691134,0.8482764630224868,145,3
gene,0.8813971914232984,0.8507239226379779,145,3
gene,0.8807801756051404,0.8605056133594281,145,3
gene,0.8849528346501209,0.8565592578120796,145,3
gene,0.878052862430331,0.8551327186806016,145,3
gene,0.8896994132712095,0.8625312118165369,145,3
gene,0.8849946187883524,0.858900044595272,145,3
gene,0.8849371246877559,0.8511882078397273,145,3
gene,0.8888901342730421,0.8534421180035925,145,3
gene,0.8849052071866276,0.8544266622337077,145,3
gene,0.8855237373650509,0.869039384184248,145,3
gene,0.8819609667272387,0.8581234387784865,145,3
gene,0.887534081001626,0.868963861521138,145,3
gene,0.8781288297589627,0.8584290699946769,145,3
gene,0.8872504947144216,0.8538595525807802,145,3
glass,0.6731933588912994,0.3662121212121212,34,6
glass,0.6999649772352029,0.4539304610733182,34,6
glass,0.6733907638255464,0.45474910394265233,34,6
glass,0.6799866419729433,0.5221808143547274,34,6
glass,0.6534888357256778,0.4568150448585231,34,6
glass,0.688029458464241,0.4823232323232323,34,6
glass,0.7522940340446062,0.627584670231729,34,6
glass,0.7141030558752078,0.46048722519310753,34,6
glass,0.6824618681598086,0.5539969834087481,34,6
glass,0.7113756613756613,0.4551767676767677,34,6
glass,0.7118406488026742,0.43679441473559116,34,6
glass,0.6943185684153228,0.4704046725073008,34,6
glass,0.6938930564888847,0.3504901960784314,34,6
glass,0.6625848625848626,0.5515206082432973,34,6
glass,0.5792880728146429,0.4933155080213904,34,6
glass,0.6853912805880901,0.5926767676767677,34,6
glass,0.6144138755980861,0.35349484823169036,34,6
glass,0.6377377139572262,0.5456909520739308,34,6
glass,0.6846176706588606,0.5521813883516011,34,6
glass,0.6423104673104673,0.5886764705882352,34,6
glass,0.6899159663865545,0.4736559139784946,34,6
glass,0.6391555304598783,0.627584670231729,34,6
glass,0.676100610754677,0.41624579124579125,34,6
glass,0.703801995106343,0.6258823529411763,34,6
glass,0.683015242192797,0.4981184392949099,34,6
glass,0.6950162825162826,0.337671568627451,34,6
glass,0.6398856990962255,0.5901790281329923,34,6
glass,0.6681934801351122,0.5356000556250868,34,6
glass,0.6459059499785972,0.4156719717064545,34,6
glass,0.6845756582598689,0.5212471395881006,34,6
heart,0.8355192585494229,0.7867590017218218,57,2
heart,0.8267469523387254,0.7994540905299872,57,2
heart,0.8397709650483121,0.786046511627907,57,2
heart,0.852388273440905,0.8427171187599727,57,2
heart,0.8329638406849629,0.7685809207403891,57,2
heart,0.8444161795740261,0.7945296610974891,57,2
heart,0.8088743069186355,0.8035121025154248,57,2
heart,0.8322971832066928,0.7721904761904762,57,2
heart,0.830525504906722,0.7854926816269818,57,2
heart,0.857073886586456,0.7990274295266317,57,2
heart,0.8400335367451255,0.790909090909091,57,2
heart,0.838463721684249,0.7848045674132631,57,2
heart,0.8564921694640295,0.7886029411764706,57,2
heart,0.833647385751537,0.7910515557574381,57,2
heart,0.8243302591128678,0.7815515538332953,57,2
heart,0.8474910988424891,0.8072380952380952,57,2
heart,0.8102310231023102,0.7500905469032959,57,2
heart,0.8479819532451112,0.786046511627907,57,2
heart,0.8437313097191852,0.780952380952381,57,2
heart,0.8414522058823529,0.7848045674132631,57,2
heart,0.819776775475881,0.7942480823769009,57,2
heart,0.8023715415019763,0.7902894916799635,57,2
heart,0.8282398897058824,0.7672375933245499,57,2
heart,0.8458563112745099,0.786046511627907,57,2
heart,0.8308427773877578,0.7812690200852099,57,2
heart,0.8567945936366989,0.7682994050673813,57,2
heart,0.8222116187522366,0.777752515204911,57,2
heart,0.8238357843137255,0.8032730797741916,57,2
heart,0.8432452927991707,0.7672375933245499,57,2
heart,0.8464209401709402,0.8081734778982486,57,2
horse,0.6423245784947912,0.43200343200343205,83,3
horse,0.6936157134231538,0.57099591230026,83,3
horse,0.6877398492645671,0.4264117151285293,83,3
horse,0.6654198514663631,0.4629364194581586,83,3
horse,0.7226421641541174,0.5557541012086467,83,3
horse,0.6772116772116772,0.42975206611570244,83,3
horse,0.6897945980915413,0.5167967900559075,83,3
horse,0.705489107442637,0.5818713450292398,83,3
horse,0.6898180186301278,0.4909693787836921,83,3
horse,0.7223354358725537,0.5132954337062167,83,3
horse,0.7271592327772103,0.5138052768487551,83,3
horse,0.6704279508903461,0.5355742296918767,83,3
horse,0.73474859271129,0.49318499080348216,83,3
horse,0.6684147103937209,0.6049624807174419,83,3
horse,0.6825528831892692,0.5010928961748634,83,3
horse,0.7472781329977279,0.5289617486338798,83,3
horse,0.6779956736614404,0.5447154471544715,83,3
horse,0.6969440373446236,0.5663981354815828,83,3
horse,0.7513061650992685,0.49393939393939396,83,3
horse,0.6962371291911124,0.3963414634146341,83,3
horse,0.7477673888938835,0.5048574613792005,83,3
horse,0.6610549299011722,0.5059866962305987,83,3
horse,0.688660925363053,0.508574113225276,83,3
horse,0.7371425929778334,0.5099328138377374,83,3
horse,0.7097701149425287,0.5113262696382901,83,3
horse,0.6721453425543241,0.5677595628415301,83,3
horse,0.7224068418385423,0.5007372712290745,83,3
horse,0.6625899679497843,0.4903753251579339,83,3
horse,0.628062678062678,0.4756284153005464,83,3
horse,0.6909664574707733,0.5417211328976035,83,3
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9953176312375843,0.9926061873094361,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.99901391874807,0.9995067880390636,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.99901391874807,0.9990135355933455,140,2
mushroom,0.9963031544413203,0.9940843511524495,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9995069772071024,1.0,140,2
mushroom,0.9982745725798794,0.9970415379147334,140,2
soybean,0.9505896580022114,0.9298495493941414,105,19
soybean,0.9496157959234063,0.8453174894351365,105,19
soybean,0.9546720142680696,0.9249400174092809,105,19
soybean,0.9364351546726087,0.9156161777891672,105,19
soybean,0.9508946145138024,0.9065567960304803,105,19
soybean,0.9469370775550807,0.9157944831719786,105,19
soybean,0.9267668906088385,0.9080258391043622,105,19
soybean,0.9462788872038685,0.8873301539670854,105,19
soybean,0.9455738508979079,0.9268955864607099,105,19
soybean,0.927080607560597,0.8874156489114938,105,19
soybean,0.9406699806522894,0.918587927851601,105,19
soybean,0.9572285473988259,0.9205057843408222,105,19
soybean,0.943829205646324,0.9359382131094695,105,19
soybean,0.9403679716934796,0.9159388015875165,105,19
soybean,0.9574477790045759,0.9169367383977185,105,19
soybean,0.9482856156500595,0.9197137052079286,105,19
soybean,0.9465742827625856,0.922118576298143,105,19
soybean,0.9598442897055888,0.9141334407004704,105,19
soybean,0.9438341212035412,0.9383458646616541,105,19
soybean,0.9413545205775685,0.9337727116364887,105,19
soybean,0.94144328881171,0.8936559409830352,105,19
soybean,0.9405236646259356,0.909873779052213,105,19
soybean,0.9351787527249167,0.882208334630097,105,19
soybean,0.9309030026964609,0.8939969078270039,105,19
soybean,0.9418105217408042,0.8969449634714878,105,19
soybean,0.9329308302400342,0.9078492267609927,105,19
soybean,0.9664072410740874,0.9369768176989721,105,19
soybean,0.9499306199579503,0.8940872511194816,105,19
soybean,0.9395138570220043,0.9272319557074957,105,19
soybean,0.9554723997783544,0.9260125839073209,105,19
thyroid,0.3202463433410316,0.3207456519650235,46,3
thyroid,0.3202463433410316,0.3207456519650235,46,3
thyroid,0.32753895175986425,0.3207456519650235,46,3
thyroid,0.4714958689665169,0.49737756906751235,46,3
