dataset,ftrain,ftest,nin,nout
cancer,0.9591836734693877,0.9876420454545455,34,2
cancer,0.959483165477876,0.9814016460612107,34,2
cancer,0.9655915131690663,0.9814016460612107,34,2
cancer,0.9530793361396359,0.9876420454545455,34,2
cancer,0.9433779119930975,0.9814016460612107,34,2
cancer,0.9562874678846702,0.975117975117975,34,2
cancer,0.9529042386185244,0.9814016460612107,34,2
cancer,0.9530793361396359,0.975117975117975,34,2
cancer,0.9530793361396359,0.975117975117975,34,2
cancer,0.9561262132445113,0.9814016460612107,34,2
cancer,0.9561262132445113,0.9814016460612107,34,2
cancer,0.9561262132445113,0.975117975117975,34,2
cancer,0.9593354246543511,0.975117975117975,34,2
cancer,0.959483165477876,0.9876420454545455,34,2
cancer,0.9529042386185244,0.9876420454545455,34,2
cancer,0.9498585294222985,0.9814016460612107,34,2
cancer,0.9529042386185244,0.9876420454545455,34,2
cancer,0.9498585294222985,0.975117975117975,34,2
cancer,0.9593354246543511,0.9814016460612107,34,2
cancer,0.9625321153297174,0.975117975117975,34,2
cancer,0.959483165477876,0.9814016460612107,34,2
cancer,0.959483165477876,0.9876420454545455,34,2
cancer,0.9530793361396359,0.9814016460612107,34,2
cancer,0.9500428204396232,0.9814016460612107,34,2
cancer,0.943590845600086,0.9687892376681615,34,2
cancer,0.9625321153297174,0.9814016460612107,34,2
cancer,0.9529042386185244,0.975117975117975,34,2
cancer,0.9496692551049756,0.9876420454545455,34,2
cancer,0.9625321153297174,0.9687892376681615,34,2
cancer,0.9593354246543511,0.9687892376681615,34,2
card,0.8833434773787787,0.8777044184865413,74,2
card,0.8863108264539625,0.8604462474645029,74,2
card,0.8920425233210139,0.8423785765197027,74,2
card,0.8921410404819643,0.8545282316722487,74,2
card,0.8655813795907304,0.8952213347773115,74,2
card,0.8714256674346117,0.8659119411585263,74,2
card,0.8862069840410687,0.8602951130364154,74,2
card,0.8749420442571127,0.8778037146046889,74,2
card,0.877269955278493,0.8487554112554112,74,2
card,0.8863108264539625,0.8660572202471644,74,2
card,0.8746503983979586,0.8602951130364154,74,2
card,0.8974339372626965,0.8719371869500474,74,2
card,0.8890712786840859,0.8719371869500474,74,2
card,0.8892736486486487,0.8662383770076078,74,2
card,0.8746503983979586,0.8949938949938949,74,2
card,0.8776182432432433,0.8546462495352061,74,2
card,0.8921410404819643,0.8544100220077874,74,2
card,0.8776182432432433,0.8604462474645029,74,2
card,0.8717905405405406,0.8595345038791343,74,2
card,0.8835403726708074,0.8544100220077874,74,2
card,0.8802539682539683,0.8716592049925382,74,2
card,0.8835403726708074,0.8720757268424612,74,2
card,0.886095238095238,0.8486530391227833,74,2
card,0.8862069840410687,0.8659119411585263,74,2
card,0.8716778251166566,0.8662383770076078,74,2
card,0.8804806124259605,0.8603896103896104,74,2
card,0.8775106512477175,0.8719371869500474,74,2
card,0.8890712786840859,0.8545282316722487,74,2
card,0.8862069840410687,0.8777044184865413,74,2
card,0.8717905405405406,0.8720757268424612,74,2
gene,0.7357219774354231,0.7060583932963026,145,3
gene,0.7192564747821514,0.6810328371962909,145,3
gene,0.7466485238347899,0.7151984280293853,145,3
gene,0.6684445441113804,0.632970472906431,145,3
gene,0.7033544835969674,0.6672743173867612,145,3
gene,0.6970500948131981,0.6685765321805723,145,3
gene,0.7112096831351318,0.6714198682256867,145,3
gene,0.7132789378714576,0.6850213339925761,145,3
gene,0.718995446131678,0.7007770898007357,145,3
gene,0.6883522038667387,0.6130864959494575,145,3
gene,0.7403917947267576,0.6882859797748795,145,3
gene,0.7108482924327625,0.7013643478227914,145,3
gene,0.6996705129015401,0.6688087668116869,145,3
gene,0.7611320280874713,0.7480456525232645,145,3
gene,0.7527926616060628,0.7198942695016927,145,3
gene,0.7691911812455355,0.7294704431012992,145,3
gene,0.7262730100268775,0.6843306724501509,145,3
gene,0.7207141674852074,0.6688203939941775,145,3
gene,0.7617278359567089,0.7305968985006711,145,3
gene,0.7132030942847153,0.6839469165306618,145,3
gene,0.7108214373212935,0.6912774764627182,145,3
gene,0.717250215402296,0.670054479785151,145,3
gene,0.7219410433723915,0.6864574729348273,145,3
gene,0.6739023213450666,0.6374614145870038,145,3
gene,0.7562061276061849,0.7251987421701607,145,3
gene,0.7458476195356339,0.7002350002712845,145,3
gene,0.7231754341469333,0.6959029083113476,145,3
gene,0.7464861995317517,0.7186126401453982,145,3
gene,0.7616529254163247,0.7286861815099842,145,3
gene,0.65099720164492,0.6092525518854452,145,3
glass,0.7110562755920443,0.435827664399093,34,6
glass,0.7338741451784929,0.46527777777777773,34,6
glass,0.7253990172977515,0.42906101834673266,34,6
glass,0.6608005521049,0.41775510204081634,34,6
glass,0.669812030075188,0.46967120181405897,34,6
glass,0.6741954663693793,0.648989898989899,34,6
glass,0.6964256821236227,0.6643026004728132,34,6
glass,0.6998099002446829,0.4792592592592592,34,6
glass,0.7417984547657742,0.42426081543728605,34,6
glass,0.678489040989041,0.5469735720375106,34,6
glass,0.6656501393343498,0.4524543150593571,34,6
glass,0.6518128654970761,0.47437611408199637,34,6
glass,0.7065142942227517,0.3948979591836735,34,6
glass,0.6892691000178922,0.5027777777777778,34,6
glass,0.6688319943468685,0.4214463419776513,34,6
glass,0.660891861761427,0.38046218487394956,34,6
glass,0.6401084010840108,0.47600216495565334,34,6
glass,0.6367915837023389,0.3468137254901961,34,6
glass,0.6880194348548779,0.46967120181405897,34,6
glass,0.7150265723436456,0.574314725890356,34,6
glass,0.6978820926189347,0.4316137566137566,34,6
glass,0.6793752194090326,0.47782364407751404,34,6
glass,0.7177105156110516,0.6001960784313726,34,6
glass,0.7023476275560849,0.560062893081761,34,6
glass,0.7115367965367966,0.466086972423378,34,6
glass,0.725614173880547,0.6037131519274376,34,6
glass,0.6728462157809983,0.5771475041629556,34,6
glass,0.7080662933189679,0.5154518329070759,34,6
glass,0.6140981753211228,0.6619120766586204,34,6
glass,0.6592428039796461,0.4775326797385621,34,6
heart,0.8609077950189823,0.7942480823769009,57,2
heart,0.8600750322290945,0.7939343106044721,57,2
heart,0.850546594297072,0.7730722525804493,57,2
heart,0.863733659506154,0.8209776934029426,57,2
heart,0.8589254566713308,0.8079842137219186,57,2
heart,0.8701429193441117,0.806929181929182,57,2
heart,0.8482784334533148,0.7732959284252028,57,2
heart,0.8673076923076923,0.786046511627907,57,2
heart,0.8617201479184062,0.790528233151184,57,2
heart,0.8633340361503516,0.8037207714627069,57,2
heart,0.8764295034154579,0.7947793070716659,57,2
heart,0.8745448542815994,0.7992562234365513,57,2
heart,0.8658693397195971,0.7815515538332953,57,2
heart,0.8654680570538176,0.8117588838767391,57,2
heart,0.8530638709708178,0.7857862424207865,57,2
heart,0.8674580764133003,0.7815515538332953,57,2
heart,0.8630400122937436,0.8114718160849426,57,2
heart,0.8440238596692312,0.7812690200852099,57,2
heart,0.8504065040650406,0.8117588838767391,57,2
heart,0.8674580764133003,0.7945296610974891,57,2
heart,0.870386024232178,0.7728136159866271,57,2
heart,0.870386024232178,0.7992562234365513,57,2
heart,0.857073886586456,0.8160000000000001,57,2
heart,0.8744198744198743,0.7945296610974891,57,2
heart,0.8564921694640295,0.8075167376749848,57,2
heart,0.8563321945617651,0.7550213024954351,57,2
heart,0.8614716131530264,0.7900182592818016,57,2
