run,dataset,nin,nout,time,ftrain,ftest,atrain,atest,bestepoch,totalepochs,loss,stopreason
8,segmentation,19,7,13.1205562,0.9348107640059371,0.8704688808567116,0.9809523809523809,0.9657142857142857,347,365,0.027923572101750265,consecincrease
9,segmentation,19,7,8.6505363,0.9160559753371631,0.8491921133062438,0.9809523809523809,0.96,221,240,0.03028576248756812,consecincrease
10,segmentation,19,7,11.8541505,0.948450328407225,0.8663171258102763,0.9857142857142858,0.9604761904761905,309,330,0.02711531521354614,consecincrease
11,segmentation,19,7,11.177299,0.9152790001893729,0.8518500919788278,0.9666666666666667,0.9533333333333334,291,310,0.030227137165241714,consecincrease
12,segmentation,19,7,10.9844942,0.9473958793994327,0.8693703304705209,0.9857142857142858,0.9709523809523809,282,305,0.028251026509217833,consecincrease
13,segmentation,19,7,11.1731371,0.9045516062667185,0.8262680397972803,0.9714285714285714,0.9480952380952381,291,310,0.03331070806619843,consecincrease
14,segmentation,19,7,10.7788251,0.9210441399043283,0.8394334190720614,0.9809523809523809,0.9666666666666667,279,300,0.031213512343557907,consecincrease
15,segmentation,19,7,7.196834,0.9145002014271963,0.8570725901314775,0.9904761904761905,0.9642857142857143,180,200,0.03104687579509338,consecincrease
16,segmentation,19,7,14.938574,0.9437483649078017,0.881506872938607,0.9904761904761905,0.9661904761904762,397,415,0.02420860667610219,consecincrease
17,segmentation,19,7,12.4381571,0.9423449413243884,0.8805873231737699,0.9904761904761905,0.9785714285714285,324,345,0.023337369700549542,consecincrease
18,segmentation,19,7,8.9956993,0.9233453496179128,0.8283766084537774,0.9714285714285714,0.9423809523809524,230,250,0.03372377082534902,consecincrease
19,segmentation,19,7,11.7192865,0.9429773467929934,0.8651251605405292,0.9857142857142858,0.9638095238095238,307,325,0.028183264329412632,consecincrease
20,segmentation,19,7,10.8281989,0.9339436602216811,0.8704668278116292,0.9857142857142858,0.9695238095238096,280,300,0.026980288841157267,consecincrease
21,segmentation,19,7,12.2449222,0.9444474400471227,0.8666742901950534,0.9904761904761905,0.9709523809523809,258,340,0.02655475884015261,consecincrease
