run,dataset,nin,nout,time,ftrain,ftest,atrain,atest,nsel,nenhanced,sel,coefs
13,cancer,34,2,0.0053005,0.9530793361396359,0.9559891598915989,0.9571428571428572,0.9597701149425287,"[6]","[2]","[11100010001000000000000000010000000]","[[0.8296556716726355,0.12650298185132616,4.010236426068014e-16,0.0,0.0,0.0,0.17047607589797648,0.0,0.0,0.0,-0.3390723450790838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6480376985676576,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
14,cancer,34,2,0.003317,0.9500428204396232,0.9876420454545455,0.9542857142857143,0.9885057471264368,"[3]","[2]","[10000000000000000000000001000000001]","[[1.0001578103617654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7419952860506916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36096559106143855]]"
15,cancer,34,2,0.0047179,0.9496692551049756,0.975117975117975,0.9542857142857143,0.9770114942528736,"[9]","[5]","[11100010001000000000100100101000000]","[[0.8290052067549443,0.2902236927347461,-3.3613465770864666e-16,0.0,0.0,0.0,0.13537290152965925,0.0,0.0,0.0,-0.14503575406181474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13977386275552223,0.0,0.0,-0.2566116073858551,0.0,0.0,-0.41617718777436924,0.0,-0.0832284715271844,0.0,0.0,0.0,0.0,0.0,0.0]]"
16,cancer,34,2,0.0040392,0.9498585294222985,0.975117975117975,0.9542857142857143,0.9770114942528736,"[12]","[4]","[11011111011000010100000100000000000]","[[0.8033509399421177,0.41022951077600706,0.0,-2.3307144271132568e-16,0.04937733638750376,3.0543401397612785e-16,-0.06818649579128361,0.11313781988447441,0.0,0.1728052882630935,-0.17017402207621554,0.0,0.0,0.0,0.0,-0.42526002037113975,0.0,-0.17975690719646534,0.0,0.0,0.0,0.0,0.0,-0.46446094856493353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
17,cancer,34,2,0.0052527,0.9593354246543511,0.9814016460612107,0.9628571428571429,0.9827586206896551,"[20]","[13]","[11101110101010101100010111101000110]","[[1.2131851998607819,0.4227368230624594,0.2314649097751294,0.0,-0.1302083410226415,0.20621802533787018,2.560990627654222e-16,0.0,0.09795183481227492,0.0,-0.6495427833105304,0.0,-0.2998130089650389,0.0,0.3219818374842236,0.0,-0.3297529718179264,-0.08647252375660011,0.0,0.0,0.0,0.1293380280128515,0.0,-0.15510692246718766,-0.15694446830031739,-0.32222852495598053,0.3201898926654508,0.0,-0.09611899710841695,0.0,0.0,0.0,-0.17314525653388996,0.037886495017455085,0.0]]"
18,cancer,34,2,0.0041231,0.9561262132445113,0.975117975117975,0.96,0.9770114942528736,"[10]","[4]","[11110010100011100000010000000000000]","[[0.2753788025402362,0.2292083814941047,0.1993155909469909,0.15103907926952215,0.0,0.0,0.23537220608497936,0.0,0.15883921974113357,0.0,0.0,0.0,-0.5762934468722902,-0.016096972200858095,-0.057184017385627534,0.0,0.0,0.0,0.0,0.0,0.0,-0.19707970597921587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
19,cancer,34,2,0.0045018,0.9593354246543511,0.9814016460612107,0.9628571428571429,0.9827586206896551,"[10]","[4]","[11100110010000000101001000010000000]","[[1.086164013040506,7.892951526522223e-16,0.1321823605624886,0.0,0.0,0.029369056684297297,0.09890621585803627,0.0,0.0,0.07971376545289205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1850245216362488,0.0,-0.8660507851747453,0.0,0.0,-0.24084144827642803,0.0,0.0,0.0,0.0,0.0008199848918135069,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
20,cancer,34,2,0.0049297,0.9562874678846702,0.9687892376681615,0.96,0.9712643678160919,"[7]","[4]","[11100000000001000100010000000000010]","[[1.0777284241689418,0.0974610084432145,7.297859276682803e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31392908866828084,0.0,0.0,0.0,-0.15953554666556408,0.0,0.0,0.0,-0.6130300801801329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0794467578977991,0.0]]"
21,cancer,34,2,0.003754,0.959483165477876,0.9814016460612107,0.9628571428571429,0.9827586206896551,"[7]","[4]","[11000010000010000010000100000000010]","[[0.8633733876696675,-3.7282542228356233e-16,0.0,0.0,0.0,0.0,0.13165345066605122,0.0,0.0,0.0,0.0,0.0,-0.11974777957254591,0.0,0.0,0.0,0.0,0.0,-0.7250772100632268,0.0,0.0,0.0,0.0,-0.16591951668895075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11177236612760777,0.0]]"
22,cancer,34,2,0.0052153,0.9532498063206263,0.9876420454545455,0.9571428571428572,0.9885057471264368,"[6]","[2]","[10110000100000001000000000100000000]","[[0.7594182995157356,0.0,0.023536690526918223,0.22731267091739,0.0,0.0,0.0,0.0,0.10789490923718299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12950906929952938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7360140151761899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
23,cancer,34,2,0.004704,0.9562874678846702,0.975117975117975,0.96,0.9770114942528736,"[12]","[5]","[11111011000100100000010100000001000]","[[1.1890510283826383,0.18638872002310827,-0.08679598494303083,-2.4526867398553186e-16,-5.7022635441043895e-16,0.0,0.026350532960819566,0.17585491505246767,0.0,0.0,0.0,-0.34044830794957365,0.0,0.0,-0.4201990209052417,0.0,0.0,0.0,0.0,0.0,0.0,-0.2564710276628691,0.0,-0.16728438203769885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34611224045931765,0.0,0.0,0.0]]"
24,cancer,34,2,0.0055606,0.9532498063206263,0.9814016460612107,0.9571428571428572,0.9827586206896551,"[22]","[14]","[11111111001001011001101101100011101]","[[-0.640395311782417,0.4563919045120053,0.6097098779932018,-1.0025867141193808e-15,5.923318453204698e-16,4.080147074895877e-16,0.44436539320019425,0.5266682143950616,0.0,0.0,0.24424402313189658,0.0,0.0,0.060909865643568234,0.0,0.1674148032253254,0.6437494076385755,0.0,0.0,0.10695314486431094,0.41601304849956444,0.0,-0.35290770152694256,-0.09276752295653537,0.0,-0.07409758621687643,0.012414646350886757,0.0,0.0,0.0,-0.2903291501176584,-0.09574942812419886,-0.24332934136954074,0.0,0.35866446489931897]]"
25,cancer,34,2,0.0049759,0.9468232476249208,0.975117975117975,0.9514285714285714,0.9770114942528736,"[16]","[9]","[11110011101001011000110000000100101]","[[0.4970327033522534,0.24259514906906432,0.2186767027061242,0.10451661644366482,0.0,0.0,0.1431399840931969,0.0720677426945108,0.3259499149046829,0.0,0.2450107236165548,0.0,0.0,-0.3564448662772469,0.0,-0.36993677409078773,-0.193548204182749,0.0,0.0,0.0,0.22015719297049083,-0.20327614728387794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07509457061514915,0.0,0.0,-0.06946944518087389,0.0,-0.056171230578471676]]"
26,cancer,34,2,0.0069511,0.9561262132445113,0.9687892376681615,0.96,0.9712643678160919,"[7]","[2]","[11100010100000000100000000000000001]","[[0.7798205257308497,0.12022116829240397,5.698187609037739e-16,0.0,0.0,0.0,0.1102529193617755,0.0,0.15980138981087005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3887958480790602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.567386518244966]]"
27,cancer,34,2,0.005279,0.9559605982168536,0.9814016460612107,0.96,0.9827586206896551,"[16]","[8]","[11111010111001100000011000110000010]","[[0.9282289120175813,0.1813914552497942,-8.170407663697323e-16,0.11300716464664973,-7.843538637018611e-16,0.0,0.25315975394417334,0.0,0.10958014459810904,0.21319816738322775,-0.44773336625308885,0.0,0.0,-0.27398805471600124,0.05006968285709326,0.0,0.0,0.0,0.0,0.0,0.0,-0.26011039203548664,-0.11737818368769964,0.0,0.0,0.0,0.49595534190709234,-0.4935927903157116,0.0,0.0,0.0,0.0,0.0,-0.1674943614499339,0.0]]"
28,cancer,34,2,0.0053644,0.943590845600086,0.9876420454545455,0.9485714285714286,0.9885057471264368,"[15]","[7]","[11111110101000010000010100100001010]","[[1.784697276749742,-8.049033630995209e-16,0.09261574158271346,-0.09832094878385728,-6.305250263076552e-16,0.02588151921467572,0.07286305947446753,0.0,-3.9271586474870043e-16,0.0,-0.198024845944445,0.0,0.0,0.0,0.0,-0.22104039427685826,0.0,0.0,0.0,0.0,0.0,-0.4245465208844635,0.0,-0.5642407290418058,0.0,0.0,-0.07184249215494687,0.0,0.0,0.0,0.0,-0.6265120632945311,0.0,-0.22268610293313312,0.0]]"
29,cancer,34,2,0.0050373,0.9527244239133371,0.9814016460612107,0.9571428571428572,0.9827586206896551,"[7]","[4]","[10001000100100010000000011000000000]","[[1.020894403784889,0.0,0.0,0.0,0.10265034167353285,0.0,0.0,0.0,0.17183018612689857,0.0,0.0,-0.3261922024186461,0.0,0.0,0.0,-0.6624775708713208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12102674186728805,-0.12209246416533903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
30,cancer,34,2,0.003611,0.9500428204396232,0.9687892376681615,0.9542857142857143,0.9712643678160919,"[5]","[3]","[11000000001100000100000000000000000]","[[0.8658306501090833,0.24130841331407182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33494992286621367,-0.5276482949157864,0.0,0.0,0.0,0.0,0.0,-0.124861939387718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
1,card,74,2,0.010255,0.8461234210504169,0.8604462474645029,0.8463768115942029,0.8604651162790697,"[7]","[1]","[100000001000000000000000000000010000000001100000010000000000000100000000000]","[[0.9435111720309232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08607528749763724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10271436008763887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5811995698038755,-0.08170131387153992,0.0,0.0,0.0,0.0,0.0,0.0,-0.2804859737683713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06890427523809703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
2,card,74,2,0.0080155,0.8346436829934833,0.8604651162790697,0.8347826086956521,0.8604651162790697,"[7]","[1]","[100000001000000000000000000000010000000001100000010000000100000000000000000]","[[1.0261059814240936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0675420985340518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11191844797445133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5939293707682148,-0.08602826561740223,0.0,0.0,0.0,0.0,0.0,0.0,-0.28044469646349995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07496055910740365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
3,card,74,2,0.0089088,0.8403866050924874,0.8604651162790697,0.8405797101449275,0.8604651162790697,"[8]","[1]","[110000001000000000000000000000010000000001100000010000000000000000000000010]","[[0.9329825453683712,3.168056670515564e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.05836454259750451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07124894375425025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6122364177607069,-0.0635015388138856,0.0,0.0,0.0,0.0,0.0,0.0,-0.30140459928101526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14481215427149022,0.0]]"
4,card,74,2,0.0107568,0.8317129785373074,0.8604651162790697,0.8318840579710145,0.8604651162790697,"[7]","[1]","[100000001000000000000000000000010000000001100000010000000000000000010000000]","[[0.9452351661165286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08162703850436757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09859961551401819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5648537397734001,-0.10387862204503515,0.0,0.0,0.0,0.0,0.0,0.0,-0.2840322986271509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11735724573739867,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
5,card,74,2,0.0089099,0.8431818181818181,0.8661659731384688,0.8434782608695652,0.8662790697674418,"[8]","[2]","[110000000000000000000000000000010000000001100000010010000000000001000000000]","[[1.0407180010771049,6.836995552225428e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09670217204531092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5670948091815099,-0.0682392025533611,0.0,0.0,0.0,0.0,0.0,0.0,-0.2888611336855783,0.0,0.0,0.06104379298524251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16463250218485848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
6,card,74,2,0.0097471,0.8346436829934833,0.8604651162790697,0.8347826086956521,0.8604651162790697,"[3]","[0]","[100000000000000000000000000000000000000001100000000000000000000000000000000]","[[0.9623219401249283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6219786194708202,-0.1603756814008937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
7,card,74,2,0.007795,0.8346436829934833,0.8604651162790697,0.8347826086956521,0.8604651162790697,"[3]","[0]","[100000000000000000000000000000000000000001100000000000000000000000000000000]","[[0.9623219401249283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6219786194708202,-0.1603756814008937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
8,card,74,2,0.010602,0.8346436829934833,0.8604651162790697,0.8347826086956521,0.8604651162790697,"[7]","[0]","[110000001000000000000000000000010000000001100000010000000000000000000000000]","[[0.9885440761077445,3.2550996183978633e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.09078286691342974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12113972038085753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5900555037439467,-0.09091231457312277,0.0,0.0,0.0,0.0,0.0,0.0,-0.2866358704350126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
9,card,74,2,0.0092948,0.8545334952438777,0.8602951130364154,0.855072463768116,0.8604651162790697,"[8]","[2]","[100000001000000000000000000000010000000001100000010000000000000100010000000]","[[1.0355171334818527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060347648321139494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14379328017187595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.599005164890427,-0.07434263069357676,0.0,0.0,0.0,0.0,0.0,0.0,-0.29322123155282226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11465472440268695,0.0,0.0,0.0,-0.17329165084986184,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
10,card,74,2,0.0079533,0.8346436829934833,0.8604651162790697,0.8347826086956521,0.8604651162790697,"[7]","[0]","[110000001000000000000000000000010000000001100000010000000000000000000000000]","[[0.9885440761077445,3.2550996183978633e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.09078286691342974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12113972038085753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5900555037439467,-0.09091231457312277,0.0,0.0,0.0,0.0,0.0,0.0,-0.2866358704350126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
11,card,74,2,0.008749,0.8346436829934833,0.8604651162790697,0.8347826086956521,0.8604651162790697,"[7]","[0]","[110000001000000000000000000000010000000001100000010000000000000000000000000]","[[0.9885440761077445,3.2550996183978633e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.09078286691342974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12113972038085753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5900555037439467,-0.09091231457312277,0.0,0.0,0.0,0.0,0.0,0.0,-0.2866358704350126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
12,card,74,2,0.0087707,0.8431818181818181,0.8662745495723896,0.8434782608695652,0.8662790697674418,"[7]","[1]","[100000001000000000000000000000010000000001100000010000000000000000100000000]","[[1.041641854756004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12659090240336676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14626613872693248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.549039913788811,-0.08970592481412895,0.0,0.0,0.0,0.0,0.0,0.0,-0.3196318385531283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20671044663914348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
