run,dataset,nin,nout,time,ftrain,ftest,atrain,atest,nsel,nenhanced,sel,coefs
11,cancer,34,2,0.0047363,0.9557905373705294,0.9814016460612107,0.96,0.9827586206896551,"[18]","[10]","[11100111110001010000110000111011010]","[[-0.46375128942393706,0.061639819419572944,-0.13902025805908658,0.0,0.0,0.4169017310693567,-0.0605899432808306,0.7857714331599231,-0.1245483470004912,0.40596855434622725,0.0,0.0,0.0,0.2653646955107795,0.0,0.4304719067241055,0.0,0.0,0.0,0.0,-0.1915694175549885,0.8047868443012959,0.0,0.0,0.0,0.0,-0.14748803363414223,-0.5364392993414636,-0.22954904233694576,0.0,-0.3971237305085116,0.6339124390281458,0.0,0.1792831937588262,0.0]]"
12,cancer,34,2,0.0037383,0.9494748998520337,0.9687892376681615,0.9542857142857143,0.9712643678160919,"[18]","[13]","[11000110010110011010111001011010100]","[[1.2739437066977302,0.46881099867074977,0.0,0.0,0.0,-0.16590175131463056,0.009111247211478737,0.0,0.0,-0.11810418585119396,0.0,-0.021163472733360215,-0.002349370786682347,0.0,0.0,-0.046202524997089066,-0.474080384143792,0.0,-0.21151431335516202,0.0,-0.32949193501439383,-0.6680041005866971,0.09776082758568432,0.0,0.0,-0.10683782634379207,0.0,-0.1893144881578565,0.0035577077901146298,0.0,0.25582314892742136,0.0,-0.15987368516179923,0.0,0.0]]"
13,cancer,34,2,0.003015,0.9464210137684488,0.975117975117975,0.9514285714285714,0.9770114942528736,"[18]","[11]","[11110011100111001110111000001100000]","[[0.934239537717052,0.4130357075864138,0.17389982821897254,-0.11455960602257853,0.0,0.0,0.4614581969001794,0.7039738534937168,-0.5138423454344433,0.0,0.0,-0.3859879888274988,-0.7372101156366465,-0.013000612774171277,0.0,0.0,-0.3441029551297924,-0.2787231570680629,0.042871494366987645,0.0,0.09742383325977857,-0.3160686122139546,-0.004304438300792929,0.0,0.0,0.0,0.0,0.0,0.5770068206808678,0.1874274910281138,0.0,0.0,0.0,0.0,0.0]]"
14,cancer,34,2,0.0027966,0.9529042386185244,0.962413594470046,0.9571428571428572,0.9655172413793104,"[18]","[10]","[11110110111000100100101110100011000]","[[1.0353185021848317,0.2577881793785509,0.005863183256809794,0.4577767074595444,0.0,-0.06418382377769118,0.5620196403328265,0.0,-0.40867569332823106,-0.21798024844276212,0.38083584765576217,0.0,0.0,0.0,-0.8305586906235262,0.0,0.0,-0.050826397686907644,0.0,0.0,-0.06510287553594951,0.0,0.12672033183787143,-0.3964002594599491,0.018061805158650864,0.0,-0.38201998771128914,0.0,0.0,0.0,0.22355088475441542,-0.04430325229956436,0.0,0.0,0.0]]"
15,cancer,34,2,0.0034609,0.9496692551049756,0.9814016460612107,0.9542857142857143,0.9827586206896551,"[18]","[10]","[11110111100000000010111010011100110]","[[0.6978758691731064,0.36288556555128654,-0.18189534670693588,-0.020326335076922324,0.0,0.06861898589944014,0.2514743375387448,0.15401170766608052,-0.04985296188348811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027034477390822594,0.0,0.04611838582385585,-0.021543631565535362,0.031838516931779776,0.0,-0.5026167076708046,0.0,0.0,0.29631041183254986,-0.7853465631194789,-0.1875409022035787,0.0,0.0,0.3633688668456448,-0.10715615022630887,0.0]]"
16,cancer,34,2,0.0028694,0.9498585294222985,0.975117975117975,0.9542857142857143,0.9770114942528736,"[18]","[12]","[11100101101100111011110010000001010]","[[-0.2812834611457097,0.5280340005199138,-0.13020126062679874,0.0,0.0,0.07949357346078223,0.0,0.5765409701477336,0.39600584617856044,0.0,-0.2434848205917388,0.6202727710620567,0.0,0.0,0.20193530790181033,-0.5459696394344915,-0.1305678094081056,0.0,0.7291625787974009,-0.37638267662568,-0.07085706305183356,0.07560360533451078,0.0,0.0,0.21809019103610022,0.0,0.0,0.0,0.0,0.0,0.0,0.17090181517530373,0.0,-0.3899556385934435,0.0]]"
17,cancer,34,2,0.0035499,0.9532498063206263,0.9814016460612107,0.9571428571428572,0.9827586206896551,"[18]","[11]","[11111011000101011110000011000100011]","[[0.4099990184339244,0.23074076350798947,0.381408843180321,0.05729517700489015,-0.3122583143547874,0.0,0.42970576424849627,0.13699420781447347,0.0,0.0,0.0,-0.16255157123193295,0.0,0.37142078667603085,0.0,-0.13429608487611186,-0.44935242194303404,-0.39579312119888377,0.4382372889430415,0.0,0.0,0.0,0.0,0.0,-0.10998798204993064,-0.12720337740291954,0.0,0.0,0.0,0.15711532384324212,0.0,0.0,0.0,-0.12305352127935654,-0.031128452487528366]]"
18,cancer,34,2,0.0035228,0.9562874678846702,0.975117975117975,0.96,0.9770114942528736,"[18]","[10]","[11111101011011110000011010010000001]","[[0.4772168176264311,0.3226076543680841,0.34380559712862496,0.15738000074423097,-0.27887506744785595,0.13018056728484992,0.0,0.20936130729356195,0.0,0.2602400879191637,0.21111090474207592,0.0,-0.7157602498001798,-0.1739308691992775,-0.028366701259545116,-0.28813004709067436,0.0,0.0,0.0,0.0,0.0,-0.10675688339357782,0.031615719559274405,0.0,0.4134619592950857,0.0,0.0,-0.049064033956149354,0.0,0.0,0.0,0.0,0.0,0.0,-0.31093046303933786]]"
19,cancer,34,2,0.0030687,0.9527244239133371,0.9687892376681615,0.9571428571428572,0.9712643678160919,"[18]","[11]","[11110011101010000010101110000111010]","[[0.2677799388091045,0.21766420655476357,0.5379583749623568,0.2863731185067956,0.0,0.0,-0.11870871224334012,0.21989477046599834,0.03670221815475439,0.0,-0.6325267907234104,0.0,-0.20201230789366642,0.0,0.0,0.0,0.0,0.0,-0.4206078453710518,0.0,-0.44544665025566454,0.0,-0.30889905585505706,0.42391145502940414,0.6211697045087733,0.0,0.0,0.0,0.0,0.15649454951389963,-0.005939630568036767,0.17328635561656802,0.0,-0.11294306416399832,0.0]]"
20,cancer,34,2,0.0049019,0.9562874678846702,0.9814016460612107,0.96,0.9827586206896551,"[18]","[15]","[11100000000110111111101011101000001]","[[0.5221802194755505,0.5639669108397688,0.32228178203852015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04298894415148727,-0.5375233654685867,0.0,-0.37234705282205777,0.19789210259643278,0.3073698817971005,-0.20667442966805297,-0.2962715462339598,-0.2760031228672709,0.3303172381690795,0.0,-0.37767282946488034,0.0,0.06116541240049369,0.2771281869124676,-0.21015166114900263,0.0,0.4313984034789275,0.0,0.0,0.0,0.0,0.0,0.17650155915241475]]"
21,cancer,34,2,0.0030553,0.9502222222222223,0.9876420454545455,0.9542857142857143,0.9885057471264368,"[18]","[12]","[11000111101001101001111110000000110]","[[0.6745220834639583,0.22830635187593937,0.0,0.0,0.0,0.008295830924065342,0.05951710914237545,0.3600181130574306,0.020105359507821746,0.0,-0.046951552061081245,0.0,0.0,-0.4774663681638656,-0.10284564085183015,0.0,0.09204354192796835,0.0,0.0,-0.05265273174240085,0.0067357860102430864,0.5887614784527273,-0.14746778888746892,-0.7743468480424115,-0.10794113413724843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14074714103040448,0.0064956845896931995,0.0]]"
22,cancer,34,2,0.0044047,0.9562874678846702,0.975117975117975,0.96,0.9770114942528736,"[18]","[11]","[11011001110100010100111000011110100]","[[0.6667436495610838,0.28154036602042,0.0,0.314789885914352,0.04180067106062863,0.0,0.0,0.08943786031112992,0.031119758639502944,-0.08500247622065253,0.0,-0.14503482174723895,0.0,0.0,0.0,0.015565231425675364,0.0,-0.161771606212274,0.0,0.0,-0.22137540619971668,-0.9430451786760213,-0.005959039032043333,0.0,0.0,0.0,0.0,0.7042671634305806,-0.001516571768940852,0.0728207891856149,-0.007417453723990389,0.0,0.06263548940102165,0.0,0.0]]"
23,cancer,34,2,0.0042761,0.9593354246543511,0.9687892376681615,0.9628571428571429,0.9712643678160919,"[18]","[11]","[11110100111010010001101111000100100]","[[0.6437137752305526,0.3545271532332888,-0.23915538662935637,0.19823780080618125,0.0,0.43745277631776236,0.0,0.0,0.27936799001582807,0.03278009310849956,0.07387561153816344,0.0,0.5267788335378948,0.0,0.0,-0.14388524236999206,0.0,0.0,0.0,-0.0983756301543528,-0.7093935739462579,0.0,-0.11352375601577737,-0.26432087634422313,-0.11721341955663107,0.5188620039735429,0.0,0.0,0.0,-0.1436848404866788,0.0,0.0,-0.20151622295758967,0.0,0.0]]"
24,cancer,34,2,0.0040471,0.9557905373705294,0.9687892376681615,0.96,0.9712643678160919,"[18]","[9]","[11111101110001001100010110010000110]","[[-0.7874681930838027,1.0437984572706125,0.49494385215320214,0.01726200908778391,-0.6344823630371542,0.16677018609974445,0.0,0.692419951717569,-0.05223429372584829,0.483343392051793,0.0,0.0,0.0,0.2825679180447074,0.0,0.0,0.9681303054823523,-0.28237859293974293,0.0,0.0,0.0,0.0014407997219877604,0.0,-0.30509693361211004,0.6671505627415233,0.0,0.0,-0.06521976403811473,0.0,0.0,0.0,0.0,0.10423831951493463,0.12678322553735338,0.0]]"
25,cancer,34,2,0.0033297,0.959483165477876,0.9876420454545455,0.9628571428571429,0.9885057471264368,"[18]","[10]","[11111001110101101100011000000011010]","[[0.7487351324206707,0.5106853661477277,0.29996890297950857,0.051507227140579356,-0.002366866363984386,0.0,0.0,-0.08900897382899367,-0.2950051016417534,0.31871176942933443,0.0,0.46398251479279184,0.0,-0.6033326402187692,-0.10047090784880555,0.0,-0.16848303940801393,-0.616675409609523,0.0,0.0,0.0,-0.23231764437873115,0.03875086770438617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09885609033492003,-0.4347735435016947,0.0,0.12602746394078274,0.0]]"
26,cancer,34,2,0.0051791,0.9564444444444444,0.9814016460612107,0.96,0.9827586206896551,"[18]","[12]","[11100001110100010011101011001010011]","[[1.7048708277333906,0.08036627961556411,-0.6923019128778976,0.0,0.0,0.0,0.0,0.22017347952593277,0.479927021053696,-0.5750451278554483,0.0,-0.2286504228379057,0.0,0.0,0.0,0.6225706583529029,0.0,0.0,0.211949737328924,-0.2299537144237715,-0.19235562051211547,0.0,0.3287223823975757,0.0,-0.31303637596572437,-0.1685409291352917,0.0,0.0,-0.6667906994500782,0.0,-0.3255834443034786,0.0,0.0,0.11594799506642292,-0.7871502765537147]]"
27,cancer,34,2,0.0029637,0.9527244239133371,0.962413594470046,0.9571428571428572,0.9655172413793104,"[18]","[10]","[11111011011101100001001100011000001]","[[1.6566036008820846,0.40738616832864477,-0.1183805451624618,0.4331588899421669,0.03901657400170298,0.0,-0.1852063772773349,-0.9933417205432405,0.0,0.4496922488283528,-0.35069110736534176,0.32129073200555675,0.0,-0.37274129937576345,0.12887384398455734,0.0,0.0,0.0,0.0,0.1427123312562386,0.0,0.0,-0.4521011261785629,0.35538395509233683,0.0,0.0,0.0,-1.526465732664368,0.26694940406326584,0.0,0.0,0.0,0.0,0.0,0.10252051345478927]]"
28,cancer,34,2,0.0026353,0.9500428204396232,0.9814016460612107,0.9542857142857143,0.9827586206896551,"[18]","[11]","[11011111000100011100001110010000111]","[[1.4498972377096138,0.6580514701370908,0.0,-0.19594458404396678,-0.025116837071495448,-0.27391831006477724,0.3969856067707746,0.4366627805710089,0.0,0.0,0.0,-0.16762395295243018,0.0,0.0,0.0,-0.29219408009769987,-0.8680119939116775,0.06019381935117979,0.0,0.0,0.0,0.0,-0.0992905984679648,-0.5459294757509119,0.9441847355007119,0.0,0.0,0.07235922233838563,0.0,0.0,0.0,0.0,0.06672954980539571,-0.4768537211149365,-0.14138342447943228]]"
29,cancer,34,2,0.0039149,0.9591836734693877,0.9814016460612107,0.9628571428571429,0.9827586206896551,"[18]","[10]","[11101101111011011011000001100000100]","[[2.343380178249666,-0.08380948115962096,-0.5275475569554706,0.0,0.3643053421577995,-0.21430317689676837,0.0,-0.6472389239565128,0.5587948302372602,-0.26221398841981547,0.004112470141251665,0.0,-0.2795591873349962,-0.023241686030318783,0.0,-1.2318914930795248,-0.21997876020362012,0.0,-0.6300290124722523,0.28252526628491936,0.0,0.0,0.0,0.0,0.0,-0.325624426700199,0.2610760467677762,0.0,0.0,0.0,0.0,0.0,-0.11720695813371128,0.0,0.0]]"
30,cancer,34,2,0.0026828,0.9593354246543511,0.975117975117975,0.9628571428571429,0.9770114942528736,"[18]","[14]","[11100000101111000010011010111110001]","[[0.867450664919753,0.3046424857620965,-0.07713643257396444,0.0,0.0,0.0,0.0,0.0,0.18958993609328592,0.0,-0.3244501587972974,-0.7129761488588736,0.12232437491857606,0.029684840229473822,0.0,0.0,0.0,0.0,0.03836572307054962,0.0,0.0,-0.012811855383244326,0.10005373928865553,0.0,-0.005076578855203912,0.0,-0.06750240736858619,0.09107281962303582,-0.12252593684075089,-0.21417956687219988,-0.10266539310584502,0.0,0.0,0.0,0.32616873447297035]]"
1,card,74,2,3.4054765,0.8749420442571127,0.8661659731384688,0.8753623188405797,0.8662790697674418,"[38]","[13]","[110111110110010000110000101111001000000001110111011010000110111111010001001]","[[0.9165889371479423,-0.024041586604776916,0.0,-0.31147391422609433,0.038032157869291476,0.20009016050359613,-0.1387755620966027,-0.07663684507474085,0.0,-0.589346761442799,-1.133108648309092,0.0,0.0,-0.5893467614427993,0.0,0.0,0.0,0.0,0.11956113350868466,0.1241064481406557,0.0,0.0,0.0,0.0,0.048906874070423746,0.0,-0.07152579554738486,0.19355888937233123,0.16738607442577944,0.3575066746718162,0.0,0.0,0.12545652039621782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5994635821093717,-0.07910107277945809,-0.13789944180525637,0.0,0.1444990703762449,0.5527884302581942,0.21930143651350348,0.0,-0.3021683814447773,-0.01575533025314467,0.0,-0.07552333625260498,0.0,0.0,0.0,0.0,0.07662071213651545,0.05567591412608638,0.0,-0.04427975112161284,-0.058708399503240756,-0.07249055390537512,0.10011995184675972,0.01638373343446113,0.018540719121660186,0.0,-0.05147621890651454,0.0,0.0,0.0,0.005980284764591387,0.0,0.0,-0.05018911909584594]]"
2,card,74,2,0.0059568,0.8497296927977863,0.8370109652091512,0.8521739130434782,0.8372093023255814,"[38]","[15]","[110110110110010000110100011011001000000000110101111101100010011100111011110]","[[1.118944312597307,-0.06985335441886117,0.0,-0.33775747909522813,-0.17027776397393377,0.0,-0.12199816827833879,-0.2922872337020472,0.0,-0.40656576820514323,-0.6393735540644065,0.0,0.0,-0.4065657682051434,0.0,0.0,0.0,0.0,-0.108831423919072,-0.2674299959516927,0.0,0.017126497377982497,0.0,0.0,0.0,-0.3742051527717478,-0.2947378919492921,0.0,0.1220269810291848,0.021627653218329993,0.0,0.0,0.1232351273189882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06198644315279052,-0.5886276037911103,0.0,-0.38779100411568274,0.0,-0.10679960571299456,0.7321011228495127,-0.09534069937639165,-0.14452603101048103,0.0032632135827967397,0.0,-0.25540721005449984,0.0961074454029694,0.0,0.0,0.0,-0.38603319096000327,0.0,0.0,-0.20929910539718727,0.018229697492640556,0.2724842249580165,0.0,0.0,0.13250079170578546,0.4951328755757654,0.19323776811504095,0.0,-0.22652854620604645,-0.05751044116046131,0.04638580906250202,0.23606263365532568,0.0]]"
3,card,74,2,0.0065506,0.8384074941451991,0.8542521099549198,0.8405797101449275,0.8546511627906976,"[38]","[12]","[111011110110010011110100101110001000100000110001111100111100001000001110101]","[[0.11840755826116205,0.14276891656536722,0.07859282434696684,0.0,-0.2015016542185776,0.12176292754123391,-0.23285284390881628,-0.21503786496501762,0.0,-0.4020589073365359,-0.14242223175929092,0.0,0.0,-0.40205890733653593,0.0,0.0,0.16671691099366365,-0.22564099515811262,0.5358851717808546,0.5024049413637224,0.0,0.03941032746798957,0.0,0.0,-0.007007171570189543,0.0,0.06157027031763976,-0.007035630223475333,0.5404969645033335,0.0,0.0,0.0,-0.09865745629526954,0.0,0.0,0.0,0.004490880341922052,0.0,0.0,0.0,0.0,0.0,-0.12834252011454408,-0.4261310832829853,0.0,0.0,0.0,-0.024732885520738487,0.31701743301667334,-0.15965416672938484,0.45178401955521813,-0.20674899026902477,0.0,0.0,0.048575990734916454,0.17006813799572254,0.18653315696789086,-0.1318722345273759,0.0,0.0,0.0,0.0,0.23910372181900758,0.0,0.0,0.0,0.0,0.0,0.2490235031017515,0.01823838256380607,-0.08415376125861927,0.0,0.15676020753161402,0.0,0.04297339719456173]]"
4,card,74,2,0.0074056,0.8075520274619181,0.754985754985755,0.8115942028985508,0.7558139534883721,"[38]","[16]","[110110100110000010010000111111000100100000110101011101011100111110001101101]","[[0.9779842730069865,-0.09694755551471432,0.0,-0.15231611337375736,-0.2051248191571718,0.0,-0.36162785886004667,0.0,0.0,-0.5340336490653179,-1.0705316345141622,0.0,0.0,0.0,0.0,0.0,-0.02344690961750801,0.0,0.0,0.0846405056200462,0.0,0.0,0.0,0.0,-0.07132471019617533,-0.22730271747655506,0.009375701510073196,0.24454769503477616,0.28909134520622365,0.344622602501936,0.0,0.0,0.0,-0.10492376805447727,0.0,0.0,-0.3837740327896705,0.0,0.0,0.0,0.0,0.0,-0.1942562715514602,-0.45374570148577964,0.0,-0.029301451328052817,0.0,-0.06868986146559183,0.0,-0.22806632647430086,-0.10700143951219146,0.21846881446725336,0.0,0.19398560119847297,0.0,-0.11148335694721592,-0.01866970084355209,-0.05408141716704687,0.0,0.0,-0.21958567618638916,0.2884743781677231,-0.009441297905968576,0.035014274700954265,-0.01862216062548571,0.0,0.0,0.0,0.1439190149977393,-0.13223309240327533,0.0,-0.07712823590861077,-0.27737621352620806,0.0,-0.022452531985496002]]"
5,card,74,2,0.0063806,0.8805815160955348,0.8661659731384688,0.881159420289855,0.8662790697674418,"[38]","[13]","[110010111010100010110000101111011000000001110111011011000011001101100110110]","[[0.12266730751416513,0.05106364151029122,0.0,0.0,-0.08134191612661497,0.0,-0.1326719316181527,0.889453299702254,0.4340470284897926,0.0,0.5760424507177901,0.0,0.4340470284897928,0.0,0.0,0.0,-0.01432985973598559,0.0,0.10349239926949484,-0.013964797129071607,0.0,0.0,0.0,0.0,0.048995877415603885,0.0,-0.028981393126460493,0.15733428858124057,0.13513766383050171,-0.12406388119457999,0.0,-0.0975674757811842,0.026317077282568022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6118781845222182,-0.06928520350181687,-0.10028756911918274,0.0,0.10363579208811693,-0.08673166249463325,0.10576317792068152,0.0,-0.2514374689395886,0.007691006920883337,0.0,0.057162592987887915,-0.0062272082606796685,0.0,0.0,0.0,0.0,0.24682530393905125,0.022630579280922027,0.0,0.0,0.011998407800698645,-0.021703599349366873,0.0,-0.0944025605102126,-0.05018439585160443,0.0,0.0,-0.12499969158448085,-0.06812511419040956,0.0,-0.07617047442547077,-0.05719117936349699,0.0]]"
6,card,74,2,0.006596,0.8501596763891845,0.8421213666496685,0.8521739130434782,0.8430232558139535,"[38]","[15]","[110100100010100000101110001111011001100000110110011110101011011010101111000]","[[0.43570726406150245,-0.3862721686491456,0.0,-0.21627414176569024,0.0,0.0,-0.2678520881298792,0.0,0.0,0.0,-0.6817701906794166,0.0,0.37377836728319774,0.0,0.0,0.0,0.0,0.0,0.05561472889324036,0.0,0.31375812508536743,0.21832391941622542,0.2589599248308939,0.0,0.0,0.0,-0.4216184866781559,-0.0023843518828030384,0.5022654274945426,0.6044285526222097,0.0,-0.10350803493606563,0.08770473570886128,0.0,0.0,0.4842881931837893,0.10680160301475974,0.0,0.0,0.0,0.0,0.0,-0.06485202320991255,-0.3563645647723148,0.0,0.1003045990315059,-0.3116463272432886,0.0,0.0,-0.06519600557391181,0.6409239531243239,0.27948001762393593,0.054557367797380955,0.0,0.4483142545645886,0.0,0.002652584865438301,0.0,-0.26730602398160663,0.11577384685315813,0.0,-0.4189503835728527,-0.10421696826940653,0.0,0.08041912644717354,0.0,0.0995722267459754,0.0,-0.07343873473627421,0.2268207147193934,-0.07680253616177359,0.059601694715682975,0.0,0.0,0.0]]"
7,card,74,2,0.0062709,0.8613023804839661,0.8247282608695652,0.863768115942029,0.8255813953488372,"[38]","[17]","[110100110110000001110000011111001010000000110100011111100101010111110110101]","[[0.9209677353870659,-0.17813828796100264,0.0,-0.41708811535614676,0.0,0.0,-0.6632513524118355,-0.18619104992909247,0.0,-1.3021290923725157,-1.2060201643036985,0.0,0.0,0.0,0.0,0.0,0.0,0.03959573960521787,0.1497599883824547,0.3712974608473796,0.0,0.0,0.0,0.0,0.0,-0.0979680745510684,0.0741915653633976,0.08930121158613455,0.6111626328961041,0.28371282745273824,0.0,0.0,-0.009237917806287374,0.0,-0.04351457429700045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20880068230690607,-0.23065084335067143,0.0,0.05170761510723986,0.0,0.0,0.0,-0.31772952124931364,-0.065421926512917,-0.02745378617041699,-0.17229804918164174,0.006831330188546245,-0.01856749549140088,0.0,0.0,0.20266221554408648,0.0,0.5872450683816742,0.0,0.3679377805558234,0.0,-0.034427794102623886,0.049951597545828445,-0.5740700712037702,0.07337513691562303,0.003829877136889977,0.0,0.06401012524740747,0.03453005071515957,0.0,0.25682594332020486,0.0,-0.10773629501705687]]"
