run,dataset,nin,nout,time,ftrain,ftest,atrain,atest,nsel,nenhanced,sel,coefs
1,cancer,34,2,3.3402501,0.9462117719379131,0.9687892376681615,0.9514285714285714,0.9712643678160919,"[8]","[3]","[11111000000000000000000100000010001]","[[0.7878651130761891,0.07773878402529819,0.10684520607613211,0.1941695413456193,0.12437779909783966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3218377099622796,0.0,0.0,0.0,0.0,0.0,0.0,-0.018132193549026322,0.0,0.0,0.0,-0.5346973485520473]]"
2,cancer,34,2,0.00345,0.9564444444444444,0.975117975117975,0.96,0.9770114942528736,"[8]","[4]","[10000011100000010000010000000110000]","[[0.877207993598005,0.0,0.0,0.0,0.0,0.0,0.12261377201399146,0.05102769139733827,0.00046637805087117293,0.0,0.0,0.0,0.0,0.0,0.0,-0.14127580617968793,0.0,0.0,0.0,0.0,0.0,-0.12477957258385311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0069142837027465565,-0.7725465078623074,0.0,0.0,0.0,0.0]]"
3,cancer,34,2,0.0030471,0.962393897066724,0.975117975117975,0.9657142857142857,0.9770114942528736,"[9]","[6]","[11000000100110000000001110000010000]","[[1.0237713177646905,0.13824356285377123,0.0,0.0,0.0,0.0,0.0,0.0,0.09606535260412623,0.0,0.0,-0.05010569426897607,-0.10602649002738398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16925859810969024,-0.11419551456856258,-0.04023294167360508,0.0,0.0,0.0,0.0,0.0,-0.6708106619894887,0.0,0.0,0.0,0.0]]"
4,cancer,34,2,0.0038149,0.9562874678846702,0.9814016460612107,0.96,0.9827586206896551,"[13]","[9]","[11100000101001011010011000000001010]","[[1.17213379056407,0.1853182766627158,0.02904690219582348,0.0,0.0,0.0,0.0,0.0,-0.004147526719180009,0.0,-0.5924604341174781,0.0,0.0,0.006459189522250443,0.0,0.1301403526111076,-0.12010866073494794,0.0,-0.2840330082703041,0.0,0.0,-0.25662680197076426,-0.09796363282122816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07484595291162986,0.0,-0.10880627079531524,0.0]]"
5,cancer,34,2,0.0026137,0.9494748998520337,0.9814016460612107,0.9542857142857143,0.9827586206896551,"[6]","[2]","[10010110000000100001000000000000000]","[[0.8728120578608829,0.0,0.0,0.016655849986710245,0.0,0.1791709096391787,0.08557205082659268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9279566762387601,0.0,0.0,0.0,0.0,-0.04163149866284459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
6,cancer,34,2,0.0023445,0.9530793361396359,0.975117975117975,0.9571428571428572,0.9770114942528736,"[12]","[6]","[11110011000000000000101000010111000]","[[0.26416228073599946,0.247780914022223,0.2599136038813519,0.06954414841209107,0.0,0.0,0.25589762282086403,0.25915124143748536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2046374043977352,0.0,-0.04200261440310613,0.0,0.0,0.0,0.0,-0.02406866584292416,0.0,0.1864302811260042,-0.06508916702895155,-0.3346003209988169,0.0,0.0,0.0]]"
7,cancer,34,2,0.0026163,0.9468232476249208,0.962413594470046,0.9514285714285714,0.9655172413793104,"[8]","[6]","[11000000000000100000000001101010001]","[[1.0129342372843166,0.06362587065740466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23394684551320685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2972367099764945,-0.06205218269032227,0.0,-0.10236135787880196,0.0,-0.26611324013353793,0.0,0.0,0.0,-0.13765368971808575]]"
8,cancer,34,2,0.0021398,0.9498585294222985,0.9687892376681615,0.9542857142857143,0.9712643678160919,"[7]","[3]","[11001010000100000000010100000000000]","[[0.8114990181165342,0.04329400465789835,0.0,0.0,0.08989352137520332,0.0,0.24884431067237084,0.0,0.0,0.0,0.0,-0.5744944230825164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29928026024803633,0.0,-0.042949878318983586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]"
9,cancer,34,2,0.0029245,0.9529042386185244,0.9814016460612107,0.9571428571428572,0.9827586206896551,"[9]","[4]","[10110010100000010000000000000001110]","[[0.797203242390544,0.0,0.048449690632260484,0.15624006749607292,0.0,0.0,0.04803311134915724,0.0,0.13583211328053332,0.0,0.0,0.0,0.0,0.0,0.0,-0.4031509258628243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2924465640004959,-0.09590926776560162,-0.23523600882351003,0.0]]"
10,cancer,34,2,0.0029485,0.9496692551049756,0.9687892376681615,0.9542857142857143,0.9712643678160919,"[15]","[8]","[11100011110001001110000000001011001]","[[0.08877813762856696,0.3067805628583239,0.205571966245419,0.0,0.0,0.0,0.35852259967142397,0.10960183938596728,0.10947005570442243,0.022646208998288883,0.0,0.0,0.0,-0.11409604335906666,0.0,0.0,0.08639479825513435,-0.11250144897298647,-0.0880892553345548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004034981978437842,0.0,0.23951368678557566,-0.05591845278512955,0.0,0.0,-0.16090021447168484]]"
