run,dataset,nin,nout,ftrain,ftest
35,glass,34,6,0.8113840668188494,0.5607602339181287
36,glass,34,6,0.8688725088725088,0.47835401891252954
37,glass,34,6,0.7958718766613503,0.4159722222222222
38,glass,34,6,0.7549632011874575,0.5901960784313725
39,glass,34,6,0.7557698862046688,0.4996003996003996
40,glass,34,6,0.8221908526256353,0.5553973717146433
41,glass,34,6,0.8171811065646682,0.5411887875717662
42,glass,34,6,0.7815589958978881,0.4559240362811791
43,glass,34,6,0.8084045584045585,0.5502364066193853
44,glass,34,6,0.8551010101010101,0.5240926157697121
45,glass,34,6,0.7380699442942006,0.35805914610262435
46,glass,34,6,0.7912638287638288,0.5436707500537288
47,glass,34,6,0.802878683313466,0.46887298980895037
48,glass,34,6,0.8170310895655541,0.4079380764163372
49,glass,34,6,0.7914274322169059,0.48
50,glass,34,6,0.7727287727287727,0.4620098039215686
1,heart,57,2,0.8735623869801086,0.8058177910814337
2,heart,57,2,0.883348724156575,0.7992562234365513
3,heart,57,2,0.8771367521367521,0.7812690200852099
4,heart,57,2,0.8853769335454563,0.80300348312682
5,heart,57,2,0.8765597745874145,0.7902894916799635
6,heart,57,2,0.863733659506154,0.7990274295266317
7,heart,57,2,0.8651732902810412,0.8032730797741916
8,heart,57,2,0.8658693397195971,0.7848045674132631
9,heart,57,2,0.8458563112745099,0.7987674984783932
10,heart,57,2,0.8725250363122086,0.7818002428658166
11,heart,57,2,0.8682476943346509,0.7984761904761905
12,heart,57,2,0.8702670662861677,0.8122448979591836
13,heart,57,2,0.8612009138324928,0.8160000000000001
14,heart,57,2,0.8482784334533148,0.7893772893772895
15,heart,57,2,0.8770311813790075,0.8032730797741916
16,heart,57,2,0.8663293937185295,0.7942480823769009
17,heart,57,2,0.8654680570538176,0.7760210803689065
18,heart,57,2,0.8832325148114621,0.7902894916799635
19,heart,57,2,0.8656072340282867,0.8114718160849426
20,heart,57,2,0.8686689887512133,0.7820153157934643
21,heart,57,2,0.8678768382352942,0.8244810744810744
22,heart,57,2,0.8701429193441117,0.7806013431013431
23,heart,57,2,0.8724055475848875,0.8284074605451937
24,heart,57,2,0.8546645220588236,0.8202405688251777
25,heart,57,2,0.8680057388809181,0.7692118366496905
26,heart,57,2,0.8721511951083936,0.7947793070716659
27,heart,57,2,0.8680057388809181,0.8202405688251777
28,heart,57,2,0.8925392489189563,0.7992562234365513
29,heart,57,2,0.8698789404291023,0.786046511627907
30,heart,57,2,0.8725250363122086,0.8072380952380952
31,heart,57,2,0.8765597745874145,0.7857862424207865
32,heart,57,2,0.8701429193441117,0.7987674984783932
33,heart,57,2,0.8745448542815994,0.7818002428658166
34,heart,57,2,0.8700135542240806,0.80300348312682
35,heart,57,2,0.8572049419507046,0.777752515204911
36,heart,57,2,0.8654680570538176,0.8075167376749848
37,heart,57,2,0.872280943627451,0.8120164984508943
38,heart,57,2,0.8701429193441117,0.7990274295266317
39,heart,57,2,0.8619467508896288,0.786046511627907
40,heart,57,2,0.8700135542240806,0.7945296610974891
41,heart,57,2,0.85480631276901,0.7981532356532357
42,heart,57,2,0.8619467508896288,0.7902894916799635
43,heart,57,2,0.8790625194193089,0.7981532356532357
44,heart,57,2,0.8574500240761664,0.8035121025154248
45,heart,57,2,0.8549422827000994,0.7718253968253967
46,heart,57,2,0.8790625194193089,0.8081734778982486
47,heart,57,2,0.8749946364975614,0.777042823744084
48,heart,57,2,0.8770311813790075,0.7987674984783932
49,heart,57,2,0.8747797183260025,0.7595559863906788
50,heart,57,2,0.8653234205739353,0.7942480823769009
1,horse,83,3,0.8283158207231646,0.47996632996632993
2,horse,83,3,0.8710881753312947,0.4963582311408399
3,horse,83,3,0.894311570782159,0.588955567678972
4,horse,83,3,0.8775334784514918,0.48780294726586293
5,horse,83,3,0.8283874068733477,0.5203216374269005
6,horse,83,3,0.8813120317121879,0.5166679817985744
7,horse,83,3,0.9039634570927221,0.5121102239577885
8,horse,83,3,0.8351214003387916,0.5166371212584306
9,horse,83,3,0.8309683494119202,0.488011988011988
10,horse,83,3,0.847623391101652,0.46410404516573817
11,horse,83,3,0.8506837666573478,0.4912963825492936
12,horse,83,3,0.8577892695539755,0.4753085269584552
13,horse,83,3,0.8657798917768075,0.5155367231638418
14,horse,83,3,0.8603314771924637,0.5126170126170125
15,horse,83,3,0.86278951640139,0.5775844525844526
16,horse,83,3,0.884007786214917,0.5524710475439684
17,horse,83,3,0.852258600069241,0.43857832988267775
18,horse,83,3,0.9010641532380662,0.46325317194882404
19,horse,83,3,0.8693116065141062,0.4871767654430193
20,horse,83,3,0.84949060269269,0.4737719635757342
21,horse,83,3,0.9001191724898678,0.5613530772673688
22,horse,83,3,0.8816999254243058,0.4160906726124118
23,horse,83,3,0.8464732430689876,0.5987593504834884
24,horse,83,3,0.828834808259587,0.49004772148455844
25,horse,83,3,0.8747531435228012,0.5278202155639832
26,horse,83,3,0.8362465666904292,0.5274739607594701
27,horse,83,3,0.8716303621517288,0.5894890938369199
28,horse,83,3,0.8571099994249899,0.4934623395820735
29,horse,83,3,0.8703125620556813,0.5745169082125604
30,horse,83,3,0.8796438837694444,0.517368088927722
31,horse,83,3,0.8493867091252657,0.5447957839262187
32,horse,83,3,0.8964846691364717,0.4273564506122645
33,horse,83,3,0.8660351775685404,0.5934123847167325
34,horse,83,3,0.8728420728420728,0.39031339031339035
35,horse,83,3,0.8613301153124162,0.5616204326563735
36,horse,83,3,0.8422338169081071,0.4869015356820235
37,horse,83,3,0.8589442707089766,0.3947144075021313
38,horse,83,3,0.8966805307981778,0.4708120162665617
39,horse,83,3,0.8273653566229985,0.5279929363049568
40,horse,83,3,0.8428306878306878,0.5023695262744816
41,horse,83,3,0.8603314771924637,0.5372319688109162
42,horse,83,3,0.8590855877234614,0.4605383022774327
43,horse,83,3,0.8620060052453549,0.4671183938034549
44,horse,83,3,0.8772779371061628,0.48201495474222744
45,horse,83,3,0.8599831330381615,0.47091797091797094
46,horse,83,3,0.8825830299017984,0.5004848093083387
47,horse,83,3,0.8467425431711146,0.5511175831541965
48,horse,83,3,0.9048585441279505,0.5416383027002495
49,horse,83,3,0.8401264871853108,0.5605771675565726
50,horse,83,3,0.8601650305875658,0.43134375794558855
1,mushroom,140,2,1.0,1.0
2,mushroom,140,2,1.0,1.0
3,mushroom,140,2,1.0,1.0
4,mushroom,140,2,1.0,1.0
5,mushroom,140,2,1.0,1.0
6,mushroom,140,2,1.0,1.0
7,mushroom,140,2,1.0,1.0
8,mushroom,140,2,1.0,1.0
9,mushroom,140,2,1.0,1.0
10,mushroom,140,2,1.0,1.0
11,mushroom,140,2,1.0,1.0
12,mushroom,140,2,1.0,1.0
13,mushroom,140,2,1.0,1.0
14,mushroom,140,2,1.0,1.0
15,mushroom,140,2,1.0,1.0
16,mushroom,140,2,1.0,1.0
17,mushroom,140,2,1.0,1.0
18,mushroom,140,2,1.0,1.0
19,mushroom,140,2,1.0,1.0
20,mushroom,140,2,1.0,1.0
21,mushroom,140,2,1.0,1.0
22,mushroom,140,2,1.0,1.0
23,mushroom,140,2,1.0,1.0
24,mushroom,140,2,1.0,1.0
25,mushroom,140,2,1.0,1.0
26,mushroom,140,2,1.0,1.0
27,mushroom,140,2,1.0,1.0
28,mushroom,140,2,1.0,1.0
29,mushroom,140,2,1.0,1.0
30,mushroom,140,2,1.0,1.0
31,mushroom,140,2,1.0,1.0
32,mushroom,140,2,1.0,1.0
33,mushroom,140,2,1.0,1.0
34,mushroom,140,2,1.0,1.0
35,mushroom,140,2,1.0,1.0
36,mushroom,140,2,1.0,1.0
37,mushroom,140,2,1.0,1.0
38,mushroom,140,2,1.0,1.0
39,mushroom,140,2,1.0,1.0
40,mushroom,140,2,1.0,1.0
41,mushroom,140,2,1.0,1.0
42,mushroom,140,2,1.0,1.0
43,mushroom,140,2,1.0,1.0
44,mushroom,140,2,1.0,1.0
45,mushroom,140,2,1.0,1.0
46,mushroom,140,2,1.0,1.0
47,mushroom,140,2,1.0,1.0
48,mushroom,140,2,1.0,1.0
49,mushroom,140,2,1.0,1.0
50,mushroom,140,2,1.0,1.0
1,soybean,105,19,0.9833060603985281,0.9542769734314169
2,soybean,105,19,0.9797252607199323,0.9342816612014196
3,soybean,105,19,0.97682256614741,0.9262458373761222
4,soybean,105,19,0.982019265140433,0.9402638297375139
5,soybean,105,19,0.981918717375781,0.9442610631475806
6,soybean,105,19,0.9793726741095161,0.9436908299387077
7,soybean,105,19,0.9844183765133036,0.9397653545058295
8,soybean,105,19,0.9861775651249335,0.9433688870352563
9,soybean,105,19,0.9773448109452425,0.9399187707166455
10,soybean,105,19,0.9843548502848132,0.9345565693549597
11,soybean,105,19,0.9797252607199323,0.9465357801520791
12,soybean,105,19,0.9809677092026687,0.9420182157024263
13,soybean,105,19,0.9783379176971854,0.936225239322283
14,soybean,105,19,0.9832859881145734,0.9342816612014196
15,soybean,105,19,0.9754038923013993,0.9465357801520791
16,soybean,105,19,0.9829246234999873,0.935736777842041
17,soybean,105,19,0.9783669305639368,0.9397746328736093
18,soybean,105,19,0.979845963095299,0.946495490237035
19,soybean,105,19,0.9743720692815568,0.939110135786036
20,soybean,105,19,0.9734583114740963,0.9437726016673385
21,soybean,105,19,0.9779280439593876,0.9379508648615411
22,soybean,105,19,0.9758803318990004,0.9442610631475806
23,soybean,105,19,0.9879293484656054,0.9460314019988729
24,soybean,105,19,0.9852029062555377,0.9214842353481634
25,soybean,105,19,0.9819589064550815,0.9317295306805319
26,soybean,105,19,0.9818985627650665,0.9295275758505138
27,soybean,105,19,0.9793326476088426,0.9519976176485871
28,soybean,105,19,0.981918717375781,0.9471785524417102
29,soybean,105,19,0.9767909354956906,0.9391427286164127
30,soybean,105,19,0.9797454153306472,0.9420182157024263
31,soybean,105,19,0.9829246234999873,0.9465357801520791
32,soybean,105,19,0.9784157363104732,0.9442610631475806
33,soybean,105,19,0.9818985627650665,0.932023233470825
34,soybean,105,19,0.9783379176971854,0.9339823918771287
35,soybean,105,19,0.9744616580529893,0.9442610631475806
36,soybean,105,19,0.980343323552756,0.9442610631475806
37,soybean,105,19,0.9808749690917798,0.9317216934000728
38,soybean,105,19,0.9793726741095161,0.944837987282809
39,soybean,105,19,0.9807513214548536,0.9420182157024263
40,soybean,105,19,0.981918717375781,0.9277771474447376
41,soybean,105,19,0.9885638095553302,0.9440475098208784
42,soybean,105,19,0.9861775651249335,0.9360072867406778
43,soybean,105,19,0.9852029062555377,0.9497494080901753
44,soybean,105,19,0.9808749690917798,0.9437726016673385
45,soybean,105,19,0.9781743234217705,0.9442610631475806
46,soybean,105,19,0.9793726741095161,0.9420182157024263
47,soybean,105,19,0.9808365330292562,0.9442610631475806
48,soybean,105,19,0.9871057923569065,0.9420235572284701
49,soybean,105,19,0.9744240285190022,0.9320991873623455
50,soybean,105,19,0.9871728980867771,0.9420182157024263
1,thyroid,46,3,0.4923957064113722,0.49737756906751235
2,thyroid,46,3,0.4923957064113722,0.49737756906751235
3,thyroid,46,3,0.4923957064113722,0.5006102354060652
4,thyroid,46,3,0.49885569341653363,0.49737756906751235
5,thyroid,46,3,0.4923957064113722,0.49737756906751235
6,thyroid,46,3,0.4923957064113722,0.49737756906751235
7,thyroid,46,3,0.4923957064113722,0.5059403071573457
8,thyroid,46,3,0.4883490452018371,0.49737756906751235
9,thyroid,46,3,0.4923957064113722,0.49737756906751235
10,thyroid,46,3,0.4923957064113722,0.49737756906751235
11,thyroid,46,3,0.4923957064113722,0.49737756906751235
12,thyroid,46,3,0.4923957064113722,0.49737756906751235
13,thyroid,46,3,0.4883490452018371,0.49737756906751235
14,thyroid,46,3,0.4883490452018371,0.49737756906751235
15,thyroid,46,3,0.4923957064113722,0.49737756906751235
16,thyroid,46,3,0.4963788890961385,0.5142159993449603
17,thyroid,46,3,0.4923957064113722,0.49737756906751235
18,thyroid,46,3,0.4923957064113722,0.49737756906751235
19,thyroid,46,3,0.4961053848226342,0.49727767695099817
20,thyroid,46,3,0.4923957064113722,0.49737756906751235
21,thyroid,46,3,0.4883490452018371,0.5059403071573457
22,thyroid,46,3,0.4923957064113722,0.49737756906751235
23,thyroid,46,3,0.4883490452018371,0.49737756906751235
24,thyroid,46,3,0.4883490452018371,0.49737756906751235
25,thyroid,46,3,0.4963788890961385,0.49737756906751235
26,thyroid,46,3,0.4923957064113722,0.49737756906751235
27,thyroid,46,3,0.4883490452018371,0.49737756906751235
28,thyroid,46,3,0.4883490452018371,0.49737756906751235
29,thyroid,46,3,0.4883490452018371,0.49737756906751235
30,thyroid,46,3,0.4923957064113722,0.49737756906751235
31,thyroid,46,3,0.4923957064113722,0.49737756906751235
32,thyroid,46,3,0.4883490452018371,0.49737756906751235
33,thyroid,46,3,0.4883490452018371,0.5059403071573457
34,thyroid,46,3,0.4923957064113722,0.5059403071573457
35,thyroid,46,3,0.4883490452018371,0.49737756906751235
36,thyroid,46,3,0.5175881980993803,0.5222190006765246
37,thyroid,46,3,0.4923957064113722,0.49737756906751235
38,thyroid,46,3,0.4923957064113722,0.5059403071573457
39,thyroid,46,3,0.4923957064113722,0.49737756906751235
40,thyroid,46,3,0.4923957064113722,0.49737756906751235
41,thyroid,46,3,0.4923957064113722,0.49737756906751235
42,thyroid,46,3,0.4923957064113722,0.4885124046722657
43,thyroid,46,3,0.4923957064113722,0.49737756906751235
44,thyroid,46,3,0.4883490452018371,0.49737756906751235
45,thyroid,46,3,0.4883490452018371,0.49737756906751235
46,thyroid,46,3,0.4883490452018371,0.49737756906751235
47,thyroid,46,3,0.4923957064113722,0.49737756906751235
48,thyroid,46,3,0.4923957064113722,0.49737756906751235
49,thyroid,46,3,0.4883490452018371,0.49737756906751235
50,thyroid,46,3,0.5003000930745526,0.5142159993449603
