run,dataset,nin,nout,ftrain,ftest
32,glass,34,6,0.8757193557193558,0.5377751100440176
33,glass,34,6,0.7452798022418277,0.5384353741496598
34,glass,34,6,0.8702702702702703,0.5411764705882353
35,glass,34,6,0.7832043938122117,0.5142087286527515
36,glass,34,6,0.8453863488110063,0.5670927165753702
37,glass,34,6,0.8702702702702703,0.5495450785773366
38,glass,34,6,0.7736632736632737,0.4897031539888682
39,glass,34,6,0.8378815178815179,0.47023060796645694
40,glass,34,6,0.7730880230880232,0.5686666666666667
41,glass,34,6,0.7510451727112452,0.46967120181405897
42,glass,34,6,0.8344369988205605,0.41736111111111107
43,glass,34,6,0.803064428064428,0.4427104175003334
44,glass,34,6,0.8279756468797564,0.6433725490196078
45,glass,34,6,0.8459969558599695,0.5271263264544339
46,glass,34,6,0.7625630325160841,0.41328761677598885
47,glass,34,6,0.8330805419846516,0.5583333333333333
48,glass,34,6,0.8458350748614066,0.5902380952380952
49,glass,34,6,0.8580088784436611,0.4627267573696145
50,glass,34,6,0.8550076103500762,0.5751570415400203
1,heart,57,2,0.8769207247152357,0.780952380952381
2,heart,57,2,0.871876140532857,0.8027030633447073
3,heart,57,2,0.8682476943346509,0.7949972501943828
4,heart,57,2,0.879173412419827,0.8209776934029426
5,heart,57,2,0.8661099844924252,0.7992562234365513
6,heart,57,2,0.8659923301383536,0.8114718160849426
7,heart,57,2,0.8634727328431373,0.7730722525804493
8,heart,57,2,0.8656072340282867,0.7939343106044721
9,heart,57,2,0.8639728327228327,0.7820153157934643
10,heart,57,2,0.8745448542815994,0.8032730797741916
11,heart,57,2,0.8768053562888569,0.7730722525804493
12,heart,57,2,0.8746647928527382,0.8035121025154248
13,heart,57,2,0.887638835007256,0.786046511627907
14,heart,57,2,0.8680057388809181,0.7949972501943828
15,heart,57,2,0.8749946364975614,0.7945296610974891
16,heart,57,2,0.8721511951083936,0.7728136159866271
17,heart,57,2,0.8761538461538462,0.7987674984783932
18,heart,57,2,0.8631898073528284,0.8023715415019763
19,heart,57,2,0.8589254566713308,0.7897142857142858
20,heart,57,2,0.8680057388809181,0.7947793070716659
21,heart,57,2,0.8704998210664441,0.7984761904761905
22,heart,57,2,0.8726394378568292,0.7725197808886184
23,heart,57,2,0.8677426156293726,0.8153810870728537
24,heart,57,2,0.8829859227937471,0.8157051282051282
25,heart,57,2,0.8788261946156684,0.8165033052199681
26,heart,57,2,0.8787007071796715,0.7945296610974891
27,heart,57,2,0.8747797183260025,0.7897142857142858
28,heart,57,2,0.8701429193441117,0.7820153157934643
29,heart,57,2,0.8702670662861677,0.8160000000000001
30,heart,57,2,0.8681293479091812,0.7763968051240016
31,heart,57,2,0.8792794942144817,0.8207599171275969
32,heart,57,2,0.8573303113443875,0.8072380952380952
33,heart,57,2,0.8633340361503516,0.7900182592818016
34,heart,57,2,0.887638835007256,0.806929181929182
35,heart,57,2,0.8681293479091812,0.8072380952380952
36,heart,57,2,0.8746647928527382,0.80300348312682
37,heart,57,2,0.8765597745874145,0.7854926816269818
38,heart,57,2,0.8614716131530264,0.78900695665469
39,heart,57,2,0.8765597745874145,0.7815515538332953
40,heart,57,2,0.8815247252747254,0.7598481252966303
41,heart,57,2,0.8766850490196079,0.8244810744810744
42,heart,57,2,0.8661099844924252,0.7992562234365513
43,heart,57,2,0.8721511951083936,0.7939343106044721
44,heart,57,2,0.879173412419827,0.8167122040072861
45,heart,57,2,0.8726394378568292,0.7893772893772895
46,heart,57,2,0.8529404747703686,0.7763968051240016
47,heart,57,2,0.870386024232178,0.7945296610974891
48,heart,57,2,0.8634727328431373,0.7848045674132631
49,heart,57,2,0.8790625194193089,0.8382467544810022
50,heart,57,2,0.8747797183260025,0.7851655578642368
1,horse,83,3,0.8907380070374806,0.5145352232308754
2,horse,83,3,0.8796160873012356,0.5095262552889671
3,horse,83,3,0.8740981240981242,0.6055131218174696
4,horse,83,3,0.8698390698390699,0.5147455342096393
5,horse,83,3,0.8664029508059633,0.45099715099715104
6,horse,83,3,0.8677692214104642,0.5357142857142857
7,horse,83,3,0.8714320774245868,0.5561107907830952
8,horse,83,3,0.900260312025018,0.4541310541310541
9,horse,83,3,0.8600937413840639,0.5767610380856084
10,horse,83,3,0.8737570605495133,0.4743991640543365
11,horse,83,3,0.9191645569137982,0.5333658589472543
12,horse,83,3,0.8635989722246645,0.4981261457414394
13,horse,83,3,0.8748505109806479,0.5087185840043545
14,horse,83,3,0.8531975271105706,0.5279211936839056
15,horse,83,3,0.86505291005291,0.5253844384279167
16,horse,83,3,0.8242889350547508,0.486922406277245
17,horse,83,3,0.8808906670206076,0.48221144732772636
18,horse,83,3,0.8334641548927264,0.5181072254570389
19,horse,83,3,0.8501953796071442,0.5286292654713708
20,horse,83,3,0.8471693680996006,0.44618599791013586
21,horse,83,3,0.9040944562683694,0.39698724746444797
22,horse,83,3,0.8915953478165459,0.500044698730556
23,horse,83,3,0.869506942561971,0.46760518317069266
24,horse,83,3,0.8835818842715394,0.5027574708221111
25,horse,83,3,0.8637522584447416,0.623761699801872
26,horse,83,3,0.8762059749675849,0.5775613275613276
27,horse,83,3,0.8758091553836235,0.4525425883549454
28,horse,83,3,0.8795680950901121,0.4896585117227319
29,horse,83,3,0.849266359715276,0.46250866250866257
30,horse,83,3,0.8307901454534558,0.5471710189452125
31,horse,83,3,0.9138908138908138,0.4940770730244415
32,horse,83,3,0.8613993203101148,0.5026742581090408
33,horse,83,3,0.893215199319528,0.5198830409356725
34,horse,83,3,0.8803806566614916,0.46164346164346165
35,horse,83,3,0.8839521017099492,0.5382638010956595
36,horse,83,3,0.8483239623069799,0.5571304701739485
37,horse,83,3,0.9015067241154197,0.5816389729433208
38,horse,83,3,0.8793750148273842,0.5245519713261648
39,horse,83,3,0.8525786656221439,0.515472739820566
40,horse,83,3,0.8455521289853921,0.5413059163059163
41,horse,83,3,0.8304795316974638,0.5558640847643405
42,horse,83,3,0.8797210146955479,0.4725446719707839
43,horse,83,3,0.8786292834890966,0.4705381339527681
44,horse,83,3,0.8603032244287849,0.5521942110177404
45,horse,83,3,0.860621693121693,0.5060209711372502
46,horse,83,3,0.9121212121212121,0.5459156020131629
47,horse,83,3,0.8847580293998409,0.5377341334788143
48,horse,83,3,0.8540155540155542,0.4209009009009009
49,horse,83,3,0.8602603898996128,0.48335641904206456
50,horse,83,3,0.8801165779660404,0.4966601013112641
1,mushroom,140,2,1.0,1.0
2,mushroom,140,2,1.0,1.0
3,mushroom,140,2,1.0,1.0
4,mushroom,140,2,1.0,1.0
5,mushroom,140,2,1.0,1.0
6,mushroom,140,2,1.0,1.0
7,mushroom,140,2,1.0,1.0
8,mushroom,140,2,1.0,1.0
9,mushroom,140,2,1.0,1.0
10,mushroom,140,2,1.0,1.0
11,mushroom,140,2,1.0,1.0
12,mushroom,140,2,1.0,1.0
13,mushroom,140,2,1.0,1.0
14,mushroom,140,2,1.0,1.0
15,mushroom,140,2,1.0,1.0
16,mushroom,140,2,1.0,1.0
17,mushroom,140,2,1.0,1.0
18,mushroom,140,2,1.0,1.0
19,mushroom,140,2,1.0,1.0
20,mushroom,140,2,1.0,1.0
21,mushroom,140,2,1.0,1.0
22,mushroom,140,2,1.0,1.0
23,mushroom,140,2,1.0,1.0
24,mushroom,140,2,1.0,1.0
25,mushroom,140,2,1.0,1.0
26,mushroom,140,2,1.0,1.0
27,mushroom,140,2,1.0,1.0
28,mushroom,140,2,1.0,1.0
29,mushroom,140,2,1.0,1.0
30,mushroom,140,2,1.0,1.0
31,mushroom,140,2,1.0,1.0
32,mushroom,140,2,1.0,1.0
33,mushroom,140,2,1.0,1.0
34,mushroom,140,2,1.0,1.0
35,mushroom,140,2,1.0,1.0
36,mushroom,140,2,1.0,1.0
37,mushroom,140,2,1.0,1.0
38,mushroom,140,2,1.0,1.0
39,mushroom,140,2,1.0,1.0
40,mushroom,140,2,1.0,1.0
41,mushroom,140,2,1.0,1.0
42,mushroom,140,2,1.0,1.0
43,mushroom,140,2,1.0,1.0
44,mushroom,140,2,1.0,1.0
45,mushroom,140,2,1.0,1.0
46,mushroom,140,2,1.0,1.0
47,mushroom,140,2,1.0,1.0
48,mushroom,140,2,1.0,1.0
49,mushroom,140,2,1.0,1.0
50,mushroom,140,2,1.0,1.0
1,soybean,105,19,0.9857156719328151,0.9420182157024263
2,soybean,105,19,0.9804679469078382,0.9313690525440831
3,soybean,105,19,0.9798073727444051,0.9384348448785611
4,soybean,105,19,0.980343323552756,0.9381428051788162
5,soybean,105,19,0.983679444737021,0.9302723344650197
6,soybean,105,19,0.9789650894914051,0.9373898972471675
7,soybean,105,19,0.9825793466756664,0.9425354376083227
8,soybean,105,19,0.9796201687831649,0.931973874079137
9,soybean,105,19,0.9808749690917798,0.9295315334096498
10,soybean,105,19,0.9829246234999873,0.9398006443947569
11,soybean,105,19,0.980802900894342,0.9437726016673385
12,soybean,105,19,0.9778489670349214,0.9394399075839517
13,soybean,105,19,0.9784157363104732,0.9499263624326064
14,soybean,105,19,0.9818985627650665,0.9417562898510788
15,soybean,105,19,0.9753746287292883,0.9519976176485871
16,soybean,105,19,0.982976202939476,0.9339823918771287
17,soybean,105,19,0.9793726741095161,0.9349035025901613
18,soybean,105,19,0.9797454153306472,0.9420182157024263
19,soybean,105,19,0.9797856044099478,0.9519727961154107
20,soybean,105,19,0.9754038923013993,0.9465357801520791
21,soybean,105,19,0.9846644728812837,0.9342816612014196
22,soybean,105,19,0.9808749690917798,0.946495490237035
23,soybean,105,19,0.9807513214548536,0.9421851691532686
24,soybean,105,19,0.9797454153306472,0.9442610631475806
25,soybean,105,19,0.9792008468584331,0.9275208487093918
26,soybean,105,19,0.9789043232288344,0.9368021634575115
27,soybean,105,19,0.9744058313418145,0.9459866886868386
28,soybean,105,19,0.9754671643216535,0.9284552856172907
29,soybean,105,19,0.979432795517952,0.9338535733272577
30,soybean,105,19,0.9829246234999873,0.9462411496061195
31,soybean,105,19,0.9823627323523961,0.9442610631475806
32,soybean,105,19,0.9890904662702591,0.9413738873572669
33,soybean,105,19,0.9791579630963543,0.9296496977937421
34,soybean,105,19,0.9797856044099478,0.9417562898510788
35,soybean,105,19,0.980802900894342,0.9476553252176518
36,soybean,105,19,0.9829246234999873,0.9341493453279711
37,soybean,105,19,0.9789246497067451,0.9364911094425883
38,soybean,105,19,0.9833060603985281,0.9339823918771287
39,soybean,105,19,0.9865902492782846,0.9281794603797957
40,soybean,105,19,0.9787707564612514,0.9221784530987269
41,soybean,105,19,0.9843120500911876,0.9415847657150067
42,soybean,105,19,0.9831721181736364,0.9364911094425883
43,soybean,105,19,0.981918717375781,0.9384596664117376
44,soybean,105,19,0.9789246497067451,0.9442610631475806
45,soybean,105,19,0.9833891332399073,0.9236858695747753
46,soybean,105,19,0.9828933762451767,0.9439617938232897
47,soybean,105,19,0.9877384238681203,0.9428370735994087
48,soybean,105,19,0.980802900894342,0.951533529410425
49,soybean,105,19,0.9758803318990004,0.9387301753103743
50,soybean,105,19,0.9803998274703339,0.9414909800450875
1,thyroid,46,3,0.4923957064113722,0.49737756906751235
2,thyroid,46,3,0.4923957064113722,0.49737756906751235
3,thyroid,46,3,0.4883490452018371,0.49737756906751235
4,thyroid,46,3,0.4883490452018371,0.49737756906751235
5,thyroid,46,3,0.4963788890961385,0.49737756906751235
6,thyroid,46,3,0.4883490452018371,0.49737756906751235
7,thyroid,46,3,0.4883490452018371,0.49737756906751235
8,thyroid,46,3,0.49205871007437585,0.49737756906751235
9,thyroid,46,3,0.4883490452018371,0.49737756906751235
10,thyroid,46,3,0.4923957064113722,0.49737756906751235
11,thyroid,46,3,0.4923957064113722,0.5059403071573457
12,thyroid,46,3,0.4883490452018371,0.49737756906751235
13,thyroid,46,3,0.4883490452018371,0.49737756906751235
14,thyroid,46,3,0.4923957064113722,0.5059403071573457
15,thyroid,46,3,0.4923957064113722,0.49737756906751235
16,thyroid,46,3,0.4883490452018371,0.49737756906751235
17,thyroid,46,3,0.4883490452018371,0.49737756906751235
18,thyroid,46,3,0.4883490452018371,0.49737756906751235
19,thyroid,46,3,0.4923957064113722,0.49737756906751235
20,thyroid,46,3,0.4883490452018371,0.49737756906751235
21,thyroid,46,3,0.4883490452018371,0.5059403071573457
22,thyroid,46,3,0.4883490452018371,0.49737756906751235
23,thyroid,46,3,0.4923957064113722,0.49737756906751235
24,thyroid,46,3,0.4883490452018371,0.49737756906751235
25,thyroid,46,3,0.4883490452018371,0.49737756906751235
26,thyroid,46,3,0.4883490452018371,0.49737756906751235
27,thyroid,46,3,0.4883490452018371,0.49737756906751235
28,thyroid,46,3,0.4883490452018371,0.49737756906751235
29,thyroid,46,3,0.4923957064113722,0.49737756906751235
30,thyroid,46,3,0.4883490452018371,0.5059403071573457
31,thyroid,46,3,0.4883490452018371,0.49737756906751235
32,thyroid,46,3,0.4923957064113722,0.5059403071573457
33,thyroid,46,3,0.4923957064113722,0.49737756906751235
34,thyroid,46,3,0.4883490452018371,0.49737756906751235
35,thyroid,46,3,0.4923957064113722,0.49737756906751235
36,thyroid,46,3,0.4963788890961385,0.5059403071573457
37,thyroid,46,3,0.4883490452018371,0.49737756906751235
38,thyroid,46,3,0.4923957064113722,0.49737756906751235
39,thyroid,46,3,0.4883490452018371,0.49737756906751235
40,thyroid,46,3,0.4883490452018371,0.49737756906751235
41,thyroid,46,3,0.4883490452018371,0.49737756906751235
42,thyroid,46,3,0.4883490452018371,0.49737756906751235
43,thyroid,46,3,0.4883490452018371,0.49737756906751235
44,thyroid,46,3,0.4883490452018371,0.49737756906751235
45,thyroid,46,3,0.4883490452018371,0.49737756906751235
46,thyroid,46,3,0.4883490452018371,0.49737756906751235
47,thyroid,46,3,0.4883490452018371,0.49737756906751235
48,thyroid,46,3,0.4883490452018371,0.49737756906751235
49,thyroid,46,3,0.4883490452018371,0.49737756906751235
50,thyroid,46,3,0.4883490452018371,0.49737756906751235
