run,dataset,nin,nout,m,ftrain,ftest
1,page-blocks,15,5,5,0.42665515088020267,0.4804252608046259
1,page-blocks,15,5,5,0.5083522088029075,0.4630496295654233
1,page-blocks,15,5,5,0.47270868022839857,0.48814185650693903
1,page-blocks,15,5,5,0.44566593858677966,0.3619110880864754
2,page-blocks,15,5,5,0.4820250446325339,0.4734628806708342
2,page-blocks,15,5,5,0.4281859108252852,0.4666334428565067
2,page-blocks,15,5,5,0.4796315320688847,0.44024397185794484
2,page-blocks,15,5,5,0.4660610906105635,0.42063356526963214
3,page-blocks,15,5,5,0.4345391958654414,0.4620030298516875
3,page-blocks,15,5,5,0.40785208086822655,0.4206525259655437
3,page-blocks,15,5,5,0.45358723027639797,0.41098088140341665
3,page-blocks,15,5,5,0.454618275803815,0.38875353402553453
4,page-blocks,15,5,5,0.4441623467093935,0.4711746745392615
4,page-blocks,15,5,5,0.40249969322690093,0.44431642431642426
4,page-blocks,15,5,5,0.4812631358121462,0.4145776667193277
4,page-blocks,15,5,5,0.46108628974644306,0.3519255566633433
5,page-blocks,15,5,5,0.5257381403608488,0.5363791225826152
5,page-blocks,15,5,5,0.5129464273403264,0.5425965630895416
5,page-blocks,15,5,5,0.5323558342029815,0.5456950848909515
5,page-blocks,15,5,5,0.528008379991021,0.43664176686558465
6,page-blocks,15,5,5,0.37704139365214145,0.43829145212936654
6,page-blocks,15,5,5,0.400467156272191,0.40157104388142767
6,page-blocks,15,5,5,0.4156359199125769,0.3820913794380969
6,page-blocks,15,5,5,0.39964458669494646,0.3759574903347723
7,page-blocks,15,5,5,0.44896267130027534,0.5032367862432958
7,page-blocks,15,5,5,0.4586175554368217,0.447212141553565
7,page-blocks,15,5,5,0.49087715368819695,0.47356523818062274
7,page-blocks,15,5,5,0.46954909340337003,0.3780046133125148
8,page-blocks,15,5,5,0.5283208792254833,0.5665203031647563
8,page-blocks,15,5,5,0.4953506946607912,0.49922368029897646
8,page-blocks,15,5,5,0.519640534937228,0.437946064056121
8,page-blocks,15,5,5,0.5488562340173424,0.44196106654994083
9,page-blocks,15,5,5,0.5059755373950348,0.4472253883652644
9,page-blocks,15,5,5,0.4232984736752516,0.42556836389063457
9,page-blocks,15,5,5,0.5229045940069847,0.48666230794377247
9,page-blocks,15,5,5,0.495401751321311,0.4326160243230808
10,page-blocks,15,5,5,0.4238982842816287,0.44888631944441687
10,page-blocks,15,5,5,0.44195846041565084,0.43466168241516157
10,page-blocks,15,5,5,0.4482443925057259,0.4531988862177541
10,page-blocks,15,5,5,0.4530968259931594,0.3845638452931548
11,page-blocks,15,5,5,0.4456078256126695,0.4139788871070488
11,page-blocks,15,5,5,0.43460314929336263,0.4346280303833245
11,page-blocks,15,5,5,0.4412176032185588,0.4468676290256998
11,page-blocks,15,5,5,0.4453806291607104,0.3890279575605696
12,page-blocks,15,5,5,0.5021838587887809,0.5046155042264875
12,page-blocks,15,5,5,0.4636425573677524,0.5207136944988903
12,page-blocks,15,5,5,0.5271466740517605,0.4305123339658444
12,page-blocks,15,5,5,0.4966499294818497,0.3892035018493986
13,page-blocks,15,5,5,0.45690159216660264,0.4695550227108599
13,page-blocks,15,5,5,0.4443107009653037,0.4435875444696616
13,page-blocks,15,5,5,0.4535910252450458,0.4653887526989152
13,page-blocks,15,5,5,0.4598883337656073,0.39678834575386296
14,page-blocks,15,5,5,0.5302094092209206,0.46980952684132893
14,page-blocks,15,5,5,0.49279827324904996,0.48641381693319363
14,page-blocks,15,5,5,0.5299151329009456,0.5635310927335836
14,page-blocks,15,5,5,0.543694029372223,0.4420873523521108
15,page-blocks,15,5,5,0.416888878770678,0.4556215272699138
15,page-blocks,15,5,5,0.4223195550829226,0.4299756814223195
15,page-blocks,15,5,5,0.4336889783067751,0.3914254703850342
15,page-blocks,15,5,5,0.4214569860746292,0.3601920027010786
16,page-blocks,15,5,5,0.4049616833008087,0.4293720443738561
16,page-blocks,15,5,5,0.40482959389082235,0.4395922297049781
16,page-blocks,15,5,5,0.43127012647977825,0.4007569699166826
16,page-blocks,15,5,5,0.41448848958672785,0.3687928122692273
17,page-blocks,15,5,5,0.47211927101339485,0.4526491904252815
17,page-blocks,15,5,5,0.4793973120993525,0.45373978695117073
17,page-blocks,15,5,5,0.5205577759914745,0.45686252312245645
17,page-blocks,15,5,5,0.45227022439285147,0.40844942927577604
