run,dataset,nin,nout,m,ftrain,ftest
1,satimage,41,6,5,0.7373773315827069,0.7222358199417779
2,satimage,41,6,5,0.7010820311104812,0.6826602023786296
3,satimage,41,6,5,0.7125836800891722,0.6970674471127655
4,satimage,41,6,5,0.7264083873413137,0.7114934919689982
5,satimage,41,6,5,0.7179569008013805,0.6872898234144547
6,satimage,41,6,5,0.7119850980329144,0.6932942661782583
7,satimage,41,6,5,0.7149857516253398,0.7059323153323889
8,satimage,41,6,5,0.7110881544630492,0.6924773222432604
9,satimage,41,6,5,0.674134421875973,0.6618072781305409
10,satimage,41,6,5,0.7116320229018495,0.686414263946057
11,satimage,41,6,5,0.7031271757367011,0.6921858665365127
12,satimage,41,6,5,0.72895756028834,0.7100176201782546
13,satimage,41,6,5,0.7156889490657238,0.7070330399643278
14,satimage,41,6,5,0.7050022358166949,0.6859723734544474
15,satimage,41,6,5,0.7297836213963481,0.7096412773984374
16,satimage,41,6,5,0.6259237579781326,0.6043092105145179
17,satimage,41,6,5,0.702664153578635,0.6785822537798903
18,satimage,41,6,5,0.6995532250527505,0.6772047612568075
19,satimage,41,6,5,0.7151165336114903,0.6907548704632797
20,satimage,41,6,5,0.7347974867889255,0.7157164625070757
21,satimage,41,6,5,0.7033507045718768,0.691583181819475
22,satimage,41,6,5,0.7140415246514666,0.7098460089136096
23,satimage,41,6,5,0.7281381036431402,0.7199104544957082
24,satimage,41,6,5,0.7304195926760967,0.7116023781773704
25,satimage,41,6,5,0.7099725512048455,0.6958081060122449
26,satimage,41,6,5,0.7323215898850779,0.7163437176621513
27,satimage,41,6,5,0.7065594976891201,0.7024802750463613
28,satimage,41,6,5,0.6816366325357365,0.6562588880660242
29,satimage,41,6,5,0.6979019967272667,0.6774773490097848
30,satimage,41,6,5,0.7137546660983712,0.690136667716701
31,satimage,41,6,5,0.752488141769473,0.7404280049761192
32,satimage,41,6,5,0.72350836053645,0.7107864037457036
33,satimage,41,6,5,0.7118344191097252,0.7004170733520593
34,satimage,41,6,5,0.6866636018635875,0.6698428655792997
35,satimage,41,6,5,0.6938108307160992,0.6726663175505432
36,satimage,41,6,5,0.7231477386975849,0.7200062223352877
37,satimage,41,6,5,0.7102572256041322,0.6922978107160801
38,satimage,41,6,5,0.7290008532768915,0.7122583016957257
39,satimage,41,6,5,0.6985512336044547,0.6852960669836384
40,satimage,41,6,5,0.715200175681506,0.7017766070985682
41,satimage,41,6,5,0.7048672697260333,0.7020174420971306
42,satimage,41,6,5,0.7045416877325685,0.6822104123706535
43,satimage,41,6,5,0.7141274300058466,0.6892892099389893
44,satimage,41,6,5,0.732244048638428,0.720715018559864
45,satimage,41,6,5,0.7150758987326936,0.6991555270984958
46,satimage,41,6,5,0.7002907526304186,0.6859838925580047
47,satimage,41,6,5,0.6972734729743902,0.682331713820879
48,satimage,41,6,5,0.7052279391776873,0.6939851546893078
49,satimage,41,6,5,0.7293404804368769,0.7136940778792438
50,satimage,41,6,5,0.7209665476004524,0.7107602662612718
1,satimage,46,6,10,0.7458564395002862,0.7319359601748797
2,satimage,46,6,10,0.7405895540718972,0.7167283068545833
3,satimage,46,6,10,0.7326074288308067,0.7229975822375057
4,satimage,46,6,10,0.7299315891750228,0.7055777457082217
5,satimage,46,6,10,0.759817204291378,0.7410276496389611
6,satimage,46,6,10,0.7260731843381526,0.7111977710271984
7,satimage,46,6,10,0.7319550021787936,0.7240445698059242
8,satimage,46,6,10,0.7241724442216656,0.7134490440947246
9,satimage,46,6,10,0.7475141655447451,0.7153830151348334
10,satimage,46,6,10,0.7258349286290983,0.6937508781265967
11,satimage,46,6,10,0.7136396299540709,0.6970697483318067
12,satimage,46,6,10,0.7260508895870935,0.6908263499559347
13,satimage,46,6,10,0.7319241180872805,0.7086525146108121
14,satimage,46,6,10,0.747386103756052,0.7472393415630124
15,satimage,46,6,10,0.7301510634482996,0.7101182903701568
16,satimage,46,6,10,0.7332148355681357,0.7205653117797889
17,satimage,46,6,10,0.7287823094027934,0.7166590277801234
18,satimage,46,6,10,0.7099203340794237,0.6962855050124847
19,satimage,46,6,10,0.7344431562678785,0.7174446340888703
20,satimage,46,6,10,0.7511448757217157,0.7299193227066243
21,satimage,46,6,10,0.7154763652606745,0.707474715151161
22,satimage,46,6,10,0.733994035930599,0.7218648712712628
23,satimage,46,6,10,0.7480947814522905,0.7351281031490279
24,satimage,46,6,10,0.735692079143189,0.7183495497401315
25,satimage,46,6,10,0.7340838010992989,0.7229377917543988
26,satimage,46,6,10,0.7636023501255931,0.7430541723559445
27,satimage,46,6,10,0.7010024330003737,0.6919596998377447
28,satimage,46,6,10,0.738121245996756,0.7273025084109088
29,satimage,46,6,10,0.7255041899368315,0.718385724724986
30,satimage,46,6,10,0.740232281959528,0.7216547369079126
31,satimage,46,6,10,0.7026888790829577,0.6854904508943779
32,satimage,46,6,10,0.7093434237096621,0.6957436817353723
33,satimage,46,6,10,0.7198338323724691,0.7138079383731887
34,satimage,46,6,10,0.7272235043055222,0.7164296416035132
35,satimage,46,6,10,0.733609240675157,0.7265470829889823
36,satimage,46,6,10,0.7544425203073376,0.7271682576002804
37,satimage,46,6,10,0.728006503330764,0.7316319086277173
38,satimage,46,6,10,0.7240272910832588,0.7025948926316025
39,satimage,46,6,10,0.7402768985239089,0.7252370012647349
40,satimage,46,6,10,0.7560855571730621,0.7320036114675065
41,satimage,46,6,10,0.7193532212192953,0.7095165812726892
42,satimage,46,6,10,0.733695742061338,0.723818250189495
43,satimage,46,6,10,0.7415989725585891,0.7236425606770903
44,satimage,46,6,10,0.7353822913116108,0.709114269853277
45,satimage,46,6,10,0.7446372010251476,0.7226941763856547
46,satimage,46,6,10,0.695181624688519,0.6918698740649267
47,satimage,46,6,10,0.7520008072181817,0.7331950538686649
48,satimage,46,6,10,0.7413977090244496,0.7211304191813319
49,satimage,46,6,10,0.7373765176532894,0.7367208898342342
50,satimage,46,6,10,0.7499223900535664,0.7282978393229191
1,satimage,51,6,15,0.7584501357608309,0.7406059580582358
2,satimage,51,6,15,0.7622809764448323,0.7495686965456007
3,satimage,51,6,15,0.7358277752419292,0.7207235681338796
4,satimage,51,6,15,0.7451044257815208,0.7325603605607398
5,satimage,51,6,15,0.7424374250597113,0.7317706345775797
6,satimage,51,6,15,0.7414130046432431,0.729737912908684
7,satimage,51,6,15,0.7473294906917696,0.7256834596105
8,satimage,51,6,15,0.761264166876764,0.7384217517375008
9,satimage,51,6,15,0.7497284293937172,0.7257974959184624
10,satimage,51,6,15,0.783656611949728,0.7555723015386216
11,satimage,51,6,15,0.7443081167509037,0.733059063545798
12,satimage,51,6,15,0.7471883594867821,0.7306321432867313
13,satimage,51,6,15,0.7323190151257268,0.720267026551685
14,satimage,51,6,15,0.7524096122449943,0.7420615653864174
15,satimage,51,6,15,0.7637701700770615,0.7437500036857877
16,satimage,51,6,15,0.7527232946234768,0.7413401952541068
17,satimage,51,6,15,0.7660347783297953,0.727307491182991
18,satimage,51,6,15,0.7284113526792141,0.7118284534184837
19,satimage,51,6,15,0.7325255283079826,0.7306269960808341
20,satimage,51,6,15,0.7874656236168903,0.7551942254355973
21,satimage,51,6,15,0.757042814552428,0.74262495087082
22,satimage,51,6,15,0.7376786250568895,0.7204137557873289
23,satimage,51,6,15,0.7510892962408106,0.7466064469612158
24,satimage,51,6,15,0.7659659331861425,0.735021916784568
25,satimage,51,6,15,0.7362652374133694,0.7271388595924176
26,satimage,51,6,15,0.7698173246157608,0.7558029190487902
27,satimage,51,6,15,0.7628152498093052,0.7474142764665608
28,satimage,51,6,15,0.736087535476166,0.7253544035812856
29,satimage,51,6,15,0.754007523937657,0.7330758259167435
30,satimage,51,6,15,0.7452292926573035,0.7328193709140085
31,satimage,51,6,15,0.7832553624870036,0.755711711953356
32,satimage,51,6,15,0.7465637997369959,0.7349615043874541
33,satimage,51,6,15,0.7569610334114786,0.7286680253051198
34,satimage,51,6,15,0.7437256976003886,0.7249028884078007
35,satimage,51,6,15,0.7526969948429761,0.7426032346097257
36,satimage,51,6,15,0.7748194096963136,0.7536850578041611
37,satimage,51,6,15,0.7586683202478351,0.7430075322729088
38,satimage,51,6,15,0.7547672953014489,0.7317461636762324
39,satimage,51,6,15,0.7262923557006357,0.7163156854259132
40,satimage,51,6,15,0.754046063721152,0.7386781751546563
41,satimage,51,6,15,0.7460493951095679,0.7468304729504319
42,satimage,51,6,15,0.730090954481471,0.7148926650257992
43,satimage,51,6,15,0.7483102744478575,0.7383689907273902
44,satimage,51,6,15,0.7421598647440243,0.7242322733334176
45,satimage,51,6,15,0.7463378635174246,0.7394292322779603
46,satimage,51,6,15,0.7533088397239712,0.7263303778805111
47,satimage,51,6,15,0.7663355622281913,0.7431004896701351
48,satimage,51,6,15,0.7481891731767315,0.7337844006643502
49,satimage,51,6,15,0.759306180560269,0.7530852595095437
50,satimage,51,6,15,0.7570850487547752,0.7365471269590785
1,satimage,56,6,20,0.757159147975731,0.7398985172531055
2,satimage,56,6,20,0.7439762538198913,0.7287210436010532
3,satimage,56,6,20,0.7610678749985667,0.7410791157534035
4,satimage,56,6,20,0.7612031093831284,0.7455372091510095
5,satimage,56,6,20,0.7947034272234278,0.7790487155064826
6,satimage,56,6,20,0.7597742817248506,0.7478595660598962
7,satimage,56,6,20,0.7461251321460297,0.7208508906448614
8,satimage,56,6,20,0.7841755806389338,0.7654530689053017
9,satimage,56,6,20,0.7650106866974989,0.7475923516296619
10,satimage,56,6,20,0.7736556746446851,0.7582985975285296
11,satimage,56,6,20,0.7898303433275294,0.7755898289429188
12,satimage,56,6,20,0.760562947463883,0.7453825385223767
13,satimage,56,6,20,0.7762693802182105,0.7485007998090042
14,satimage,56,6,20,0.7765940720065522,0.7647773742567955
15,satimage,56,6,20,0.7598257680080894,0.7376320894142125
16,satimage,56,6,20,0.7838992280484463,0.7614970075344392
17,satimage,56,6,20,0.7886910394668822,0.763086933105502
18,satimage,56,6,20,0.7651692366019637,0.7403344418931354
19,satimage,56,6,20,0.7620291360891649,0.739290128811792
20,satimage,56,6,20,0.7606668794201239,0.7371108787131285
21,satimage,56,6,20,0.7826600942963898,0.759289568866421
22,satimage,56,6,20,0.7653886726018556,0.7546738243485472
23,satimage,56,6,20,0.7665108412288696,0.7532798646447706
24,satimage,56,6,20,0.7631984714526295,0.7535267616450687
25,satimage,56,6,20,0.7483925838817606,0.7318454395985486
