atrain,atest,ftrain,ftest,nin,nout
0.6286549707602339,0.48823529411764705,0.6101614066745763,0.38205337124101424,105,19
0.564327485380117,0.5352941176470588,0.5687290627360392,0.5251856290068898,105,19
0.5877192982456141,0.5647058823529412,0.5456709029880831,0.47608024899323004,105,19
0.5906432748538012,0.49411764705882355,0.5558524707661402,0.42009689398912076,105,19
0.5877192982456141,0.49411764705882355,0.5861846675945614,0.4562317312317312,105,19
0.5614035087719298,0.4588235294117647,0.5839249920099585,0.4118033208761677,105,19
0.5584795321637427,0.4411764705882353,0.5924524636341016,0.42148481738631677,105,19
0.5935672514619883,0.5,0.6144274597973605,0.4473326368224619,105,19
0.5701754385964912,0.5058823529411764,0.5718696676376841,0.4655010486589434,105,19
0.5760233918128655,0.4647058823529412,0.5672685160924706,0.3891747085989984,105,19
0.5672514619883041,0.4,0.5592504605389119,0.30069090409647686,105,19
0.5906432748538012,0.4470588235294118,0.5900907928107538,0.34732644644847094,105,19
0.6081871345029239,0.4588235294117647,0.5696454229912532,0.3483193032860285,105,19
0.564327485380117,0.45294117647058824,0.5244099412691853,0.38265497844481333,105,19
0.5847953216374269,0.48823529411764705,0.5591497817077322,0.4192537518754003,105,19
0.5672514619883041,0.4470588235294118,0.5879527555541456,0.36502329313945947,105,19
0.49707602339181284,0.4411764705882353,0.4970469460121165,0.38239378900669224,105,19
0.5233918128654971,0.5,0.5458848890477304,0.4232253338661125,105,19
0.5087719298245614,0.4235294117647059,0.51860036456197,0.3894823109016379,105,19
0.5614035087719298,0.4588235294117647,0.561817416612274,0.3544404809129417,105,19
0.5321637426900585,0.4588235294117647,0.52994040473069,0.3508448211126903,105,19
0.5614035087719298,0.45294117647058824,0.5631709665139439,0.39906260773727953,105,19
0.6111111111111112,0.4588235294117647,0.5997716544267047,0.3683894719595716,105,19
0.5467836257309941,0.4588235294117647,0.5105104566122147,0.3300126002588383,105,19
0.5497076023391813,0.4117647058823529,0.564915276087716,0.38354709464127745,105,19
0.5555555555555556,0.4,0.5309519530817911,0.32508240700907476,105,19
0.5906432748538012,0.5235294117647059,0.5803384996400875,0.4484797443246196,105,19
0.5116959064327485,0.4588235294117647,0.4699146920214757,0.3296950161895515,105,19
0.5233918128654971,0.47058823529411764,0.5188312240824063,0.39856076497366316,105,19
0.5584795321637427,0.4647058823529412,0.5310758063288676,0.3903333951728933,105,19
0.5233918128654971,0.3764705882352941,0.49670451827494383,0.31274935705517853,105,19
0.5994152046783626,0.5117647058823529,0.5683708233968073,0.4625558856203574,105,19
0.5964912280701754,0.4176470588235294,0.5677704528328025,0.300975051301772,105,19
0.5175438596491229,0.4235294117647059,0.5155112109087332,0.3715585437013293,105,19
0.5877192982456141,0.4588235294117647,0.5799235026485203,0.3861987469399131,105,19
0.5818713450292398,0.5,0.5682379099742065,0.42568475400168976,105,19
0.6198830409356725,0.4823529411764706,0.5643714880735018,0.3617579079625759,105,19
0.5116959064327485,0.3352941176470588,0.5006361251114336,0.2896721193665166,105,19
0.5701754385964912,0.43529411764705883,0.5614341298496203,0.3916435482836952,105,19
0.5935672514619883,0.4411764705882353,0.5839226077814331,0.38419467579010036,105,19
0.564327485380117,0.43529411764705883,0.5512122656470712,0.3396254644871337,105,19
0.5877192982456141,0.43529411764705883,0.5643453157560496,0.40854998234470247,105,19
0.564327485380117,0.5294117647058824,0.5589418285700644,0.45924562766668037,105,19
0.52046783625731,0.4764705882352941,0.4993379625475402,0.37481413724447776,105,19
0.5555555555555556,0.4588235294117647,0.5369419548433203,0.38834110406458455,105,19
0.5584795321637427,0.4411764705882353,0.5557551341028258,0.365111020300087,105,19
0.5467836257309941,0.4823529411764706,0.5464202435702677,0.39542046555870447,105,19
0.5818713450292398,0.5529411764705883,0.5812109465260866,0.4866175734596787,105,19
0.564327485380117,0.4647058823529412,0.5685127775294739,0.3909996580316993,105,19
0.6023391812865497,0.48823529411764705,0.6009999369278883,0.3583740854548688,105,19
