atrain,atest,ftrain,ftest,nin,nout
0.8782608695652174,0.782608695652174,0.8769207247152357,0.780952380952381,57,2
0.8739130434782608,0.8043478260869565,0.871876140532857,0.8027030633447073,57,2
0.8695652173913043,0.7956521739130434,0.8682476943346509,0.7949972501943828,57,2
0.8804347826086957,0.8217391304347826,0.879173412419827,0.8209776934029426,57,2
0.8673913043478261,0.8,0.8661099844924252,0.7992562234365513,57,2
0.8673913043478261,0.8130434782608695,0.8659923301383536,0.8114718160849426,57,2
0.8652173913043478,0.7739130434782608,0.8634727328431373,0.7730722525804493,57,2
0.8673913043478261,0.7956521739130434,0.8656072340282867,0.7939343106044721,57,2
0.8652173913043478,0.782608695652174,0.8639728327228327,0.7820153157934643,57,2
0.8760869565217392,0.8043478260869565,0.8745448542815994,0.8032730797741916,57,2
0.8782608695652174,0.7739130434782608,0.8768053562888569,0.7730722525804493,57,2
0.8760869565217392,0.8043478260869565,0.8746647928527382,0.8035121025154248,57,2
0.8891304347826087,0.7869565217391304,0.887638835007256,0.786046511627907,57,2
0.8695652173913043,0.7956521739130434,0.8680057388809181,0.7949972501943828,57,2
0.8760869565217392,0.7956521739130434,0.8749946364975614,0.7945296610974891,57,2
0.8739130434782608,0.7739130434782608,0.8721511951083936,0.7728136159866271,57,2
0.8782608695652174,0.8,0.8761538461538462,0.7987674984783932,57,2
0.8652173913043478,0.8043478260869565,0.8631898073528284,0.8023715415019763,57,2
0.8608695652173913,0.7913043478260869,0.8589254566713308,0.7897142857142858,57,2
0.8695652173913043,0.7956521739130434,0.8680057388809181,0.7947793070716659,57,2
0.8717391304347826,0.8,0.8704998210664441,0.7984761904761905,57,2
0.8739130434782608,0.7739130434782608,0.8726394378568292,0.7725197808886184,57,2
0.8695652173913043,0.8173913043478261,0.8677426156293726,0.8153810870728537,57,2
0.8847826086956522,0.8173913043478261,0.8829859227937471,0.8157051282051282,57,2
0.8804347826086957,0.8173913043478261,0.8788261946156684,0.8165033052199681,57,2
0.8804347826086957,0.7956521739130434,0.8787007071796715,0.7945296610974891,57,2
0.8760869565217392,0.7913043478260869,0.8747797183260025,0.7897142857142858,57,2
0.8717391304347826,0.782608695652174,0.8701429193441117,0.7820153157934643,57,2
0.8717391304347826,0.8173913043478261,0.8702670662861677,0.8160000000000001,57,2
0.8695652173913043,0.7782608695652173,0.8681293479091812,0.7763968051240016,57,2
0.8804347826086957,0.8217391304347826,0.8792794942144817,0.8207599171275969,57,2
0.8586956521739131,0.808695652173913,0.8573303113443875,0.8072380952380952,57,2
0.8652173913043478,0.7913043478260869,0.8633340361503516,0.7900182592818016,57,2
0.8891304347826087,0.808695652173913,0.887638835007256,0.806929181929182,57,2
0.8695652173913043,0.808695652173913,0.8681293479091812,0.8072380952380952,57,2
0.8760869565217392,0.8043478260869565,0.8746647928527382,0.80300348312682,57,2
0.8782608695652174,0.7869565217391304,0.8765597745874145,0.7854926816269818,57,2
0.8630434782608696,0.7913043478260869,0.8614716131530264,0.78900695665469,57,2
0.8782608695652174,0.782608695652174,0.8765597745874145,0.7815515538332953,57,2
0.8826086956521739,0.7608695652173914,0.8815247252747254,0.7598481252966303,57,2
0.8782608695652174,0.8260869565217391,0.8766850490196079,0.8244810744810744,57,2
0.8673913043478261,0.8,0.8661099844924252,0.7992562234365513,57,2
0.8739130434782608,0.7956521739130434,0.8721511951083936,0.7939343106044721,57,2
0.8804347826086957,0.8173913043478261,0.879173412419827,0.8167122040072861,57,2
0.8739130434782608,0.7913043478260869,0.8726394378568292,0.7893772893772895,57,2
0.8543478260869565,0.7782608695652173,0.8529404747703686,0.7763968051240016,57,2
0.8717391304347826,0.7956521739130434,0.870386024232178,0.7945296610974891,57,2
0.8652173913043478,0.7869565217391304,0.8634727328431373,0.7848045674132631,57,2
0.8804347826086957,0.8391304347826087,0.8790625194193089,0.8382467544810022,57,2
0.8760869565217392,0.7869565217391304,0.8747797183260025,0.7851655578642368,57,2
