atrain,atest,ftrain,ftest,nin,nout
0.913727959697733,0.8612862547288777,0.9041072867427555,0.8446944673354628,145,3
0.9149874055415617,0.8549810844892812,0.9048887414301022,0.8353263528596786,145,3
0.913727959697733,0.862547288776797,0.9033266483160757,0.8431262988276268,145,3
0.9074307304785895,0.8612862547288777,0.8957603918469189,0.8451415951447926,145,3
0.9124685138539043,0.8650693568726355,0.9015835295095891,0.8469124367470084,145,3
0.9130982367758187,0.8612862547288777,0.9025083756618771,0.8429465048713771,145,3
0.9168765743073047,0.8537200504413619,0.9077422148801952,0.834693776782291,145,3
0.9061712846347607,0.8638083228247163,0.894982631040251,0.846572791662544,145,3
0.9149874055415617,0.8663303909205549,0.9061114945172916,0.8489104001569375,145,3
0.9175062972292192,0.8650693568726355,0.9076954732510288,0.849029931252506,145,3
0.9086901763224181,0.8638083228247163,0.8982734667195008,0.8472247547332321,145,3
0.9149874055415617,0.8575031525851198,0.9043412504315134,0.8402987827460113,145,3
0.9118387909319899,0.8713745271122321,0.9025925102294966,0.8565904436690953,145,3
0.9149874055415617,0.8738965952080706,0.9046845694410881,0.8583581039239988,145,3
0.9143576826196473,0.8600252206809584,0.9042172023812111,0.8429834785857931,145,3
0.913727959697733,0.8675914249684742,0.903541481014153,0.851631255984549,145,3
0.9112090680100756,0.8675914249684742,0.9013742122753664,0.8518752874917258,145,3
0.9168765743073047,0.8612862547288777,0.9077527991768153,0.8439605922327628,145,3
0.9080604534005038,0.8612862547288777,0.8992086559478997,0.8444720205559921,145,3
0.9074307304785895,0.8587641866330391,0.8962105060013824,0.8414489471516472,145,3
0.9162468513853904,0.8638083228247163,0.9062228638613541,0.8460513692438907,145,3
0.9042821158690176,0.8663303909205549,0.8943445085784849,0.8495620789776451,145,3
0.9124685138539043,0.8675914249684742,0.9031077252295515,0.8513511101592061,145,3
0.9156171284634761,0.8587641866330391,0.9072852510364907,0.8411019477923234,145,3
0.9168765743073047,0.8688524590163934,0.9076564106980619,0.8536360994505946,145,3
0.9099496221662469,0.8650693568726355,0.9003556092820859,0.8470868089408876,145,3
0.9124685138539043,0.8688524590163934,0.9025753240790122,0.8520295047678165,145,3
0.9143576826196473,0.8562421185372006,0.9046614038034431,0.8383597930427905,145,3
0.9105793450881612,0.8549810844892812,0.9004653538461161,0.8372761570752961,145,3
0.9105793450881612,0.8600252206809584,0.9002077750996712,0.8400146249493923,145,3
0.9130982367758187,0.8675914249684742,0.9024488041243188,0.8506023881721606,145,3
0.9168765743073047,0.8537200504413619,0.9071558301328245,0.8356773098146194,145,3
0.9168765743073047,0.8675914249684742,0.9083694010321745,0.8491107757956292,145,3
0.9124685138539043,0.8663303909205549,0.901610157871913,0.8502413027150549,145,3
0.9093198992443325,0.8549810844892812,0.8994241229547839,0.8365502274877471,145,3
0.9130982367758187,0.8701134930643127,0.903890666309206,0.8529041554138633,145,3
0.9168765743073047,0.8575031525851198,0.9068558436410893,0.8392574061642151,145,3
0.9112090680100756,0.8675914249684742,0.9007595293043275,0.8515184346690488,145,3
0.9074307304785895,0.8663303909205549,0.8968884271050289,0.8495886430501081,145,3
0.9130982367758187,0.8713745271122321,0.9038385862468384,0.8556530928236502,145,3
0.9124685138539043,0.8562421185372006,0.9031419542037192,0.8388121690755378,145,3
0.9143576826196473,0.8587641866330391,0.9043811115767055,0.8423805542110333,145,3
0.9124685138539043,0.8675914249684742,0.9018300254180814,0.850723254849658,145,3
0.906801007556675,0.8549810844892812,0.895138020633316,0.8372457179330463,145,3
0.9156171284634761,0.8612862547288777,0.9066631926350529,0.8432559597075803,145,3
0.913727959697733,0.8726355611601513,0.9034868449551091,0.8581550166145773,145,3
0.9112090680100756,0.8587641866330391,0.9014018819647583,0.8391189401739702,145,3
0.9112090680100756,0.862547288776797,0.9018197301048333,0.846263711771401,145,3
0.9074307304785895,0.8587641866330391,0.8972095065056452,0.8402575226083954,145,3
0.9143576826196473,0.8600252206809584,0.9040608228636083,0.842529032305883,145,3
