run,dataset,nin,nout,time,ftrain,ftest,nsel,nenhanced,sel
6,thyroid,46,3,24.5164043,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
7,thyroid,46,3,26.1543942,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
8,thyroid,46,3,23.0722823,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
9,thyroid,46,3,23.9616351,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
10,thyroid,46,3,157.5321794,0.4883490452018371,0.49737756906751235,"21","11","11100001000001100111101101110000110000111001000"
11,thyroid,46,3,21.924541,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
12,thyroid,46,3,26.2152636,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
13,thyroid,46,3,21.6712831,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
14,thyroid,46,3,20.0988232,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
15,thyroid,46,3,26.1198449,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
16,thyroid,46,3,22.9908549,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
17,thyroid,46,3,24.9513961,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
18,thyroid,46,3,24.0418676,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
19,thyroid,46,3,24.3285128,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
20,thyroid,46,3,26.030763,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
21,thyroid,46,3,51.7091498,0.4883490452018371,0.49737756906751235,"12","6","10000000000000001111100100010111000000000100000"
22,thyroid,46,3,24.7574885,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
23,thyroid,46,3,24.6962155,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
24,thyroid,46,3,22.2020974,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
25,thyroid,46,3,24.7850041,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
