run,dataset,nin,nout,time,ftrain,ftest,nsel,nenhanced,sel
21,soybean,105,19,123.9403229,0.11221663180507661,0.10415585314370739,"2","0","0000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000"
22,soybean,105,19,142.3272891,0.10722284434490481,0.09766081871345028,"2","0","0000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
23,soybean,105,19,133.8094736,0.11221663180507661,0.10415585314370739,"2","0","0000000000000000000000000000000000000000000000000000000000000010000001000000000000000000000000000000000000"
24,soybean,105,19,134.7110623,0.15284266109074546,0.13859473508596315,"3","0","0000100010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000"
25,soybean,105,19,133.3961707,0.10722284434490481,0.09766081871345028,"2","0","0000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000"
1,thyroid,46,3,21.1552014,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
2,thyroid,46,3,40.3379045,0.4883490452018371,0.49737756906751235,"18","9","11010001000100000111101011000011110000000000110"
3,thyroid,46,3,25.0514781,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
4,thyroid,46,3,63.3449973,0.4883490452018371,0.49737756906751235,"17","7","11000001010001010111101000010101000000010101000"
5,thyroid,46,3,27.1345732,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
6,thyroid,46,3,26.5233835,0.48423735687472885,0.49737756906751235,"6","1","11000000000000000101100000010000000000000000000"
7,thyroid,46,3,26.2883648,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
8,thyroid,46,3,72.5419458,0.4883490452018371,0.49737756906751235,"17","10","11000000000000100111100111100001011010100000001"
9,thyroid,46,3,24.970895,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
10,thyroid,46,3,25.7506165,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
11,thyroid,46,3,23.0550929,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
12,thyroid,46,3,24.6139285,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
13,thyroid,46,3,25.6570868,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
14,thyroid,46,3,24.5175115,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
15,thyroid,46,3,27.0010753,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
16,thyroid,46,3,23.3014587,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
17,thyroid,46,3,23.2721616,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
18,thyroid,46,3,23.13913,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
19,thyroid,46,3,31.09995,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
20,thyroid,46,3,24.0831969,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
21,thyroid,46,3,26.2115739,0.4883490452018371,0.49737756906751235,"6","0","10000010000000000111100000000000000000000000000"
22,thyroid,46,3,26.2117859,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
23,thyroid,46,3,30.3778904,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
24,thyroid,46,3,22.4375494,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
25,thyroid,46,3,27.0380902,0.4883490452018371,0.49737756906751235,"6","0","11000000000000000111100000000000000000000000000"
