run,dataset,nin,nout,time,ftrain,ftest,nsel,nenhanced,sel
17,horse,83,3,53.7206382,0.8183257229832573,0.5054177242828679,"50","14","111111001111111010000110110100000111101110100000111111010111001001011101011110011010"
18,horse,83,3,41.195937,0.7307829346251995,0.5571428571428572,"40","11","111111010111100011000000110100101011001010001010001001100110011110000000010101011101"
19,horse,83,3,41.9950074,0.8147682972127624,0.5284441724466203,"41","11","111101000100100101011000111100111011010010010011011010000110001101000010110011011100"
20,horse,83,3,46.1746952,0.7904179925171899,0.49188086495308037,"41","11","111110101010001111100001101100111001001001101011100000000110000110011110110100011000"
21,horse,83,3,52.9595021,0.7588024169733315,0.4949123835580744,"38","11","110011111000000011001100110000101001110000011100101011100101110100101001100100010010"
22,horse,83,3,68.3747962,0.8646519717378839,0.49854156538648525,"46","12","111111000101000011011101101001010001101110011101000111110111110011011100011100000100"
23,horse,83,3,35.0836938,0.7006796092303578,0.48913787737317155,"36","10","111111100010100101000111001101001011100000000011001011000001100011010001010001010001"
24,horse,83,3,47.526359,0.7040657368644982,0.5086648983200708,"34","11","100010101111000101000001100100001001001000010011100011000110011000011000101010111010"
25,horse,83,3,48.6556333,0.7102317754980189,0.5160010240655403,"39","10","111101000100010111001101110100110011110001000011000010010110101000010100100110110001"
1,mushroom,140,2,123.3291457,1.0,1.0,"12","0","100000000000000000000000010001100000000000000000001010000000000000000000000000000000000010010100011001000000000000000000000000000000000000000"
2,mushroom,140,2,109.1852772,1.0,1.0,"13","0","100000000000000000000011110000000000000000000000000010000000000000100000000000000000000100110000011001000000000000000000000000000000000000000"
3,mushroom,140,2,111.934708,1.0,1.0,"12","0","100000000000000000000000010000100000000000000000000110000000000000000000000000000000000010010100011001001000000000000000000000000000000000000"
4,mushroom,140,2,131.1118324,1.0,1.0,"13","0","100000000000000000000101110000000000000000000000000010000000000000100000000000000000000100110000011001000000000000000000000000000000000000000"
5,mushroom,140,2,120.3243395,1.0,1.0,"14","0","100000000000000000000101110000000000000010000000001010000000000000000000000000000000001100100000011001000000000000000000000000000000000000000"
6,mushroom,140,2,127.1651741,1.0,1.0,"13","0","100000000000000000000100010000000000000010000000001000110000010000000000000000000000000010100000011001000000000000000000000000000000000000000"
