nsel,atrain,atest,ftrain,ftest,nenhanced,nin,nout
1,0.7804347826086957,0.7304347826086957,0.778845101128623,0.7294323011536126,0,57,2
2,0.7804347826086957,0.7304347826086957,0.778845101128623,0.7294323011536126,0,57,2
3,0.7891304347826087,0.7347826086956522,0.7850995275271997,0.731611669057867,0,57,2
4,0.7891304347826087,0.7347826086956522,0.7850995275271997,0.731611669057867,0,57,2
5,0.7934782608695652,0.7478260869565218,0.7895304651039584,0.7450500726244171,1,57,2
6,0.8043478260869565,0.7478260869565218,0.8016139234440589,0.745497557997558,1,57,2
7,0.8130434782608695,0.7565217391304347,0.8108082257293161,0.7550213024954351,1,57,2
8,0.8130434782608695,0.7565217391304347,0.8108082257293161,0.7550213024954351,2,57,2
9,0.808695652173913,0.7565217391304347,0.8058177910814337,0.7546666666666666,3,57,2
10,0.8108695652173913,0.7521739130434782,0.8081265731751168,0.7500905469032959,4,57,2
11,0.8152173913043478,0.7521739130434782,0.8125374565504015,0.7496706192358367,5,57,2
12,0.8260869565217391,0.7434782608695653,0.8236568208391635,0.7413217941630607,5,57,2
13,0.8326086956521739,0.7739130434782608,0.8306875271870324,0.7718253968253967,5,57,2
14,0.841304347826087,0.7913043478260869,0.8390027568021096,0.7902894916799635,5,57,2
15,0.8347826086956521,0.7869565217391304,0.8329638406849629,0.786046511627907,5,57,2
16,0.8543478260869565,0.8,0.8525351795941607,0.7994540905299872,5,57,2
17,0.8543478260869565,0.7956521739130434,0.8528112478568801,0.7949972501943828,5,57,2
18,0.8695652173913043,0.8130434782608695,0.8680057388809181,0.8122448979591836,5,57,2
19,0.8673913043478261,0.8043478260869565,0.8656072340282867,0.8035121025154248,5,57,2
20,0.8543478260869565,0.8130434782608695,0.8520765439090765,0.8122448979591836,6,57,2
21,0.8586956521739131,0.8,0.8563321945617651,0.7987674984783932,7,57,2
22,0.8543478260869565,0.8043478260869565,0.8520765439090765,0.80300348312682,8,57,2
23,0.8608695652173913,0.808695652173913,0.8587765753319518,0.8075167376749848,9,57,2
24,0.8586956521739131,0.8043478260869565,0.8564921694640295,0.80300348312682,9,57,2
25,0.8586956521739131,0.8043478260869565,0.8564921694640295,0.80300348312682,10,57,2
26,0.8608695652173913,0.7956521739130434,0.858621948174187,0.7942480823769009,10,57,2
27,0.8630434782608696,0.7956521739130434,0.8607527424214032,0.7942480823769009,11,57,2
28,0.8630434782608696,0.7913043478260869,0.8607527424214032,0.7897142857142858,12,57,2
29,0.8608695652173913,0.7913043478260869,0.858621948174187,0.7897142857142858,13,57,2
30,0.8717391304347826,0.7913043478260869,0.8694432819091875,0.7897142857142858,13,57,2
31,0.8717391304347826,0.7913043478260869,0.8694432819091875,0.7897142857142858,14,57,2
32,0.8695652173913043,0.7869565217391304,0.8674580764133003,0.7851655578642368,14,57,2
33,0.8565217391304348,0.7782608695652173,0.8542038840546303,0.7763968051240016,15,57,2
34,0.8695652173913043,0.782608695652174,0.8674580764133003,0.780952380952381,16,57,2
35,0.8717391304347826,0.7695652173913043,0.8700135542240806,0.7679818801271436,17,57,2
36,0.8695652173913043,0.7695652173913043,0.8678768382352942,0.7679818801271436,18,57,2
37,0.8673913043478261,0.7739130434782608,0.8653234205739353,0.7721904761904762,19,57,2
38,0.8695652173913043,0.7739130434782608,0.8676030393737049,0.7721904761904762,20,57,2
39,0.8695652173913043,0.7739130434782608,0.8676030393737049,0.7721904761904762,21,57,2
40,0.8630434782608696,0.7739130434782608,0.8610571736785329,0.7725197808886184,21,57,2
41,0.8630434782608696,0.7739130434782608,0.8610571736785329,0.7725197808886184,21,57,2
42,0.8630434782608696,0.7739130434782608,0.8610571736785329,0.7725197808886184,21,57,2
43,0.8630434782608696,0.7739130434782608,0.8610571736785329,0.7725197808886184,21,57,2
44,0.8760869565217392,0.7782608695652173,0.8744198744198743,0.7767372808770627,21,57,2
45,0.8739130434782608,0.7782608695652173,0.8724055475848875,0.7767372808770627,22,57,2
46,0.8739130434782608,0.7782608695652173,0.8724055475848875,0.7767372808770627,23,57,2
47,0.8717391304347826,0.7739130434782608,0.8702670662861677,0.7721904761904762,23,57,2
48,0.8717391304347826,0.7739130434782608,0.8702670662861677,0.7721904761904762,23,57,2
49,0.8760869565217392,0.7739130434782608,0.8746647928527382,0.7718253968253967,23,57,2
50,0.8782608695652174,0.7782608695652173,0.8769207247152357,0.7763968051240016,24,57,2
51,0.8782608695652174,0.7782608695652173,0.8769207247152357,0.7763968051240016,24,57,2
52,0.8804347826086957,0.7782608695652173,0.8790625194193089,0.7763968051240016,25,57,2
53,0.8782608695652174,0.782608695652174,0.8769207247152357,0.780952380952381,25,57,2
54,0.8782608695652174,0.782608695652174,0.8769207247152357,0.780952380952381,25,57,2
55,0.8782608695652174,0.782608695652174,0.8769207247152357,0.780952380952381,25,57,2
56,0.8782608695652174,0.782608695652174,0.8769207247152357,0.780952380952381,25,57,2
57,0.8782608695652174,0.782608695652174,0.8769207247152357,0.780952380952381,25,57,2
1,0.7021739130434783,0.691304347826087,0.7002345039504164,0.685592714530507,0,57,2
2,0.7804347826086957,0.7304347826086957,0.778845101128623,0.7294323011536126,0,57,2
3,0.7891304347826087,0.7434782608695653,0.7862934705039968,0.7413217941630607,1,57,2
4,0.7956521739130434,0.7347826086956522,0.7930070465686274,0.7329602771274673,1,57,2
5,0.7847826086956522,0.7217391304347827,0.7816612729234088,0.7196190476190476,1,57,2
6,0.8152173913043478,0.7565217391304347,0.8125374565504015,0.7550213024954351,2,57,2
7,0.8217391304347826,0.7565217391304347,0.8184408633204336,0.7553377402932908,3,57,2
8,0.8260869565217391,0.7565217391304347,0.823076923076923,0.7550213024954351,4,57,2
9,0.8195652173913044,0.7695652173913043,0.8165472638250232,0.7682994050673813,5,57,2
10,0.8217391304347826,0.7739130434782608,0.8184408633204336,0.7725197808886184,6,57,2
11,0.8304347826086956,0.7695652173913043,0.8276954993372904,0.7679818801271436,6,57,2
12,0.8391304347826087,0.782608695652174,0.8363461538461539,0.7806013431013431,6,57,2
13,0.8391304347826087,0.7782608695652173,0.8365316275764036,0.7763968051240016,6,57,2
14,0.8456521739130435,0.7913043478260869,0.8432452927991707,0.7900182592818016,6,57,2
15,0.8456521739130435,0.782608695652174,0.8427017160250636,0.7812690200852099,6,57,2
16,0.8543478260869565,0.7869565217391304,0.8515635911785813,0.7851655578642368,7,57,2
17,0.8586956521739131,0.7913043478260869,0.8564921694640295,0.7900182592818016,7,57,2
18,0.8586956521739131,0.782608695652174,0.8558167570825799,0.780952380952381,7,57,2
19,0.8608695652173913,0.7869565217391304,0.8581232169018429,0.7857862424207865,7,57,2
20,0.8608695652173913,0.782608695652174,0.8584615384615384,0.7812690200852099,7,57,2
21,0.8695652173913043,0.7869565217391304,0.8669905158454777,0.7851655578642368,7,57,2
22,0.8673913043478261,0.7869565217391304,0.8646895720313441,0.7851655578642368,7,57,2
23,0.8652173913043478,0.7869565217391304,0.8627235795837425,0.7854926816269818,8,57,2
24,0.8652173913043478,0.782608695652174,0.8627235795837425,0.780952380952381,9,57,2
25,0.8652173913043478,0.7869565217391304,0.8625568663736602,0.7851655578642368,10,57,2
26,0.8652173913043478,0.7913043478260869,0.8625568663736602,0.7897142857142858,11,57,2
27,0.8673913043478261,0.7913043478260869,0.8648564039088575,0.7897142857142858,12,57,2
28,0.8652173913043478,0.7913043478260869,0.8625568663736602,0.7893772893772895,13,57,2
29,0.8586956521739131,0.7869565217391304,0.8558167570825799,0.7854926816269818,14,57,2
30,0.8608695652173913,0.7869565217391304,0.8581232169018429,0.7854926816269818,14,57,2
31,0.8608695652173913,0.7869565217391304,0.8581232169018429,0.7854926816269818,14,57,2
32,0.8630434782608696,0.7869565217391304,0.8600750322290945,0.7854926816269818,15,57,2
33,0.8673913043478261,0.7913043478260869,0.8648564039088575,0.7897142857142858,15,57,2
34,0.8695652173913043,0.7869565217391304,0.8674580764133003,0.7854926816269818,15,57,2
35,0.8695652173913043,0.7869565217391304,0.8674580764133003,0.7854926816269818,15,57,2
36,0.8717391304347826,0.7869565217391304,0.8697390461288883,0.7854926816269818,15,57,2
37,0.8739130434782608,0.8043478260869565,0.871876140532857,0.8027030633447073,15,57,2
38,0.8760869565217392,0.8043478260869565,0.8740143860003171,0.8027030633447073,15,57,2
39,0.8760869565217392,0.8043478260869565,0.8740143860003171,0.8027030633447073,16,57,2
40,0.8760869565217392,0.808695652173913,0.8740143860003171,0.8072380952380952,16,57,2
41,0.8760869565217392,0.8130434782608695,0.8740143860003171,0.8114718160849426,17,57,2
42,0.8760869565217392,0.8130434782608695,0.8740143860003171,0.8114718160849426,17,57,2
43,0.8804347826086957,0.8130434782608695,0.8785702972387941,0.8114718160849426,18,57,2
44,0.8739130434782608,0.808695652173913,0.871876140532857,0.8072380952380952,19,57,2
45,0.8739130434782608,0.808695652173913,0.871876140532857,0.8072380952380952,19,57,2
46,0.8739130434782608,0.8043478260869565,0.871876140532857,0.80300348312682,19,57,2
47,0.8739130434782608,0.8,0.871876140532857,0.7984761904761905,20,57,2
48,0.8739130434782608,0.8043478260869565,0.871876140532857,0.8027030633447073,21,57,2
49,0.8760869565217392,0.808695652173913,0.8741546716838412,0.806929181929182,21,57,2
50,0.8760869565217392,0.8043478260869565,0.8741546716838412,0.8027030633447073,22,57,2
51,0.8739130434782608,0.8043478260869565,0.871876140532857,0.8027030633447073,23,57,2
52,0.8739130434782608,0.8043478260869565,0.871876140532857,0.8027030633447073,24,57,2
53,0.8739130434782608,0.8043478260869565,0.871876140532857,0.8027030633447073,25,57,2
54,0.8739130434782608,0.8043478260869565,0.871876140532857,0.8027030633447073,25,57,2
55,0.8739130434782608,0.8043478260869565,0.871876140532857,0.8027030633447073,25,57,2
56,0.8739130434782608,0.8043478260869565,0.871876140532857,0.8027030633447073,25,57,2
57,0.8739130434782608,0.8043478260869565,0.871876140532857,0.8027030633447073,25,57,2
1,0.7804347826086957,0.7304347826086957,0.778845101128623,0.7294323011536126,0,57,2
2,0.7804347826086957,0.7304347826086957,0.778845101128623,0.7294323011536126,0,57,2
3,0.7891304347826087,0.7347826086956522,0.7850995275271997,0.731611669057867,0,57,2
4,0.7891304347826087,0.7347826086956522,0.7850995275271997,0.731611669057867,0,57,2
5,0.7869565217391304,0.7478260869565218,0.7819061441702951,0.7434615384615384,0,57,2
6,0.7978260869565217,0.7434782608695653,0.7939614026807172,0.7398938107377662,1,57,2
7,0.7913043478260869,0.7608695652173914,0.7874429619361174,0.7575281286538498,1,57,2
8,0.808695652173913,0.7608695652173914,0.806219362745098,0.7592264793772245,1,57,2
9,0.8108695652173913,0.7695652173913043,0.8085158302192833,0.7682994050673813,1,57,2
10,0.8043478260869565,0.7608695652173914,0.8011871146199505,0.7592264793772245,2,57,2
11,0.8304347826086956,0.7913043478260869,0.8272974065730954,0.7897142857142858,2,57,2
12,0.8304347826086956,0.7956521739130434,0.8272974065730954,0.7932089909134385,2,57,2
13,0.8369565217391305,0.7782608695652173,0.8345918734268248,0.7763968051240016,2,57,2
14,0.85,0.7652173913043478,0.8479819532451112,0.7626328262365263,2,57,2
15,0.8456521739130435,0.7695652173913043,0.8437313097191852,0.7672375933245499,2,57,2
16,0.8456521739130435,0.7782608695652173,0.8437313097191852,0.7767372808770627,3,57,2
17,0.8434782608695652,0.7782608695652173,0.8414522058823529,0.7767372808770627,4,57,2
18,0.8456521739130435,0.782608695652174,0.8435756330493172,0.780952380952381,5,57,2
19,0.8565217391304348,0.8043478260869565,0.8546645220588236,0.8037207714627069,5,57,2
20,0.8586956521739131,0.7956521739130434,0.8566462903032481,0.7945296610974891,6,57,2
21,0.8586956521739131,0.8043478260869565,0.8566462903032481,0.8035121025154248,7,57,2
22,0.8543478260869565,0.7956521739130434,0.8520765439090765,0.7947793070716659,8,57,2
23,0.8521739130434782,0.7913043478260869,0.8499501112901988,0.790528233151184,9,57,2
24,0.8543478260869565,0.7869565217391304,0.8522354069279636,0.786046511627907,9,57,2
25,0.8478260869565217,0.7913043478260869,0.8458563112745099,0.790528233151184,10,57,2
26,0.8521739130434782,0.8,0.8499501112901988,0.7990274295266317,11,57,2
27,0.8478260869565217,0.7869565217391304,0.8460066953610712,0.786046511627907,12,57,2
28,0.8521739130434782,0.782608695652174,0.850546594297072,0.7815515538332953,13,57,2
29,0.8543478260869565,0.7782608695652173,0.8528112478568801,0.7773137161841481,14,57,2
30,0.85,0.7652173913043478,0.8484175537630557,0.764344262295082,14,57,2
31,0.8543478260869565,0.7695652173913043,0.8526761600198853,0.7682994050673813,14,57,2
32,0.8586956521739131,0.7695652173913043,0.8569371145316484,0.7685809207403891,14,57,2
33,0.8608695652173913,0.7695652173913043,0.8592061214729794,0.7685809207403891,15,57,2
34,0.8673913043478261,0.782608695652174,0.8658693397195971,0.7815515538332953,15,57,2
35,0.8673913043478261,0.782608695652174,0.8658693397195971,0.7815515538332953,15,57,2
36,0.8673913043478261,0.782608695652174,0.8658693397195971,0.7815515538332953,15,57,2
37,0.8673913043478261,0.7869565217391304,0.865740984406624,0.7857862424207865,15,57,2
38,0.8673913043478261,0.7869565217391304,0.8658693397195971,0.7857862424207865,16,57,2
39,0.8695652173913043,0.7869565217391304,0.8680057388809181,0.7857862424207865,17,57,2
40,0.8695652173913043,0.7869565217391304,0.8680057388809181,0.7857862424207865,17,57,2
41,0.8695652173913043,0.7869565217391304,0.8678768382352942,0.7862737289260586,17,57,2
42,0.8695652173913043,0.7913043478260869,0.8682476943346509,0.7902894916799635,17,57,2
43,0.8695652173913043,0.8,0.8681293479091812,0.7990274295266317,18,57,2
44,0.8695652173913043,0.7913043478260869,0.8683608058608059,0.790528233151184,19,57,2
45,0.8717391304347826,0.7913043478260869,0.8704998210664441,0.790528233151184,20,57,2
46,0.8717391304347826,0.7913043478260869,0.8704998210664441,0.790528233151184,21,57,2
47,0.8717391304347826,0.7913043478260869,0.8704998210664441,0.790528233151184,21,57,2
48,0.8652173913043478,0.7956521739130434,0.8639728327228327,0.7949972501943828,21,57,2
49,0.8652173913043478,0.7956521739130434,0.8639728327228327,0.7949972501943828,21,57,2
50,0.8695652173913043,0.7956521739130434,0.8682476943346509,0.7949972501943828,22,57,2
51,0.8652173913043478,0.7956521739130434,0.8639728327228327,0.7949972501943828,23,57,2
52,0.8652173913043478,0.7956521739130434,0.8639728327228327,0.7949972501943828,24,57,2
53,0.8652173913043478,0.7956521739130434,0.8639728327228327,0.7949972501943828,24,57,2
54,0.8673913043478261,0.7956521739130434,0.8661099844924252,0.7949972501943828,25,57,2
