lambda,run,dataset,nin,nout,ftrain,ftest,atrain,atest
2.5,10,page-blocks,35,5,0.43910825664929193,0.36636185033041613,0.9415347137637028,0.9444444444444444
2.5,10,page-blocks,35,5,0.42222077965401317,0.432627613666166,0.9437134502923976,0.9379108838568299
2.5,11,page-blocks,35,5,0.3341416309219141,0.4256142494787051,0.9393422655298417,0.9437134502923976
2.5,11,page-blocks,35,5,0.39156093523800467,0.30248204881612345,0.9437271619975639,0.9364035087719298
2.5,11,page-blocks,35,5,0.3806048712214989,0.37296511130503224,0.9408038976857491,0.9429824561403509
2.5,11,page-blocks,35,5,0.38433773378826463,0.3555649139610139,0.9420077972709552,0.9430241051862673
2.5,12,page-blocks,35,5,0.3718646974164023,0.4397033232825576,0.9390986601705238,0.9444444444444444
2.5,12,page-blocks,35,5,0.4162680576803354,0.3422648513926128,0.9415347137637028,0.9371345029239766
2.5,12,page-blocks,35,5,0.4157334148063301,0.397268662816176,0.9403166869671132,0.9415204678362573
2.5,12,page-blocks,35,5,0.40907391060963194,0.4352550117336527,0.9417641325536062,0.9364499634769905
2.5,13,page-blocks,35,5,0.3417986498641956,0.3901966958456662,0.9405602923264312,0.9429824561403509
2.5,13,page-blocks,35,5,0.38328322629914857,0.32530562785264944,0.9422655298416566,0.939327485380117
2.5,13,page-blocks,35,5,0.40096490219396214,0.376947227759232,0.9427527405602923,0.9444444444444444
2.5,13,page-blocks,35,5,0.38690359699105076,0.38013048337937183,0.942495126705653,0.9401022644265887
2.5,14,page-blocks,35,5,0.36880514790071106,0.40967655045074397,0.9456760048721072,0.9407894736842105
2.5,14,page-blocks,35,5,0.4156056090442899,0.40462842118841474,0.9449451887941535,0.9429824561403509
2.5,14,page-blocks,35,5,0.4228888198480597,0.40243294896632165,0.946163215590743,0.9466374269005848
2.5,14,page-blocks,35,5,0.41491535730780776,0.3861533723984194,0.9456627680311891,0.9459459459459459
2.5,15,page-blocks,35,5,0.3752331721637334,0.42976814229466803,0.9422655298416566,0.9429824561403509
2.5,15,page-blocks,35,5,0.4272585682753979,0.3884420724733668,0.9439707673568819,0.9407894736842105
2.5,15,page-blocks,35,5,0.4323020912605612,0.39773473808953685,0.9439707673568819,0.9444444444444444
2.5,15,page-blocks,35,5,0.41269086908690866,0.43945024153991746,0.9449317738791423,0.9415631848064281
2.5,16,page-blocks,35,5,0.3655855027772836,0.39578202497669956,0.941047503045067,0.9415204678362573
2.5,16,page-blocks,35,5,0.4131159054206185,0.3849940650589737,0.9420219244823386,0.9385964912280702
2.5,16,page-blocks,35,5,0.43745194546109883,0.4127659103953018,0.9425091352009745,0.9429824561403509
2.5,16,page-blocks,35,5,0.4314673663289086,0.4217019604942693,0.9432261208576999,0.9393718042366691
2.5,17,page-blocks,35,5,0.32717749798751516,0.40099244969279946,0.9390986601705238,0.9415204678362573
2.5,17,page-blocks,35,5,0.3897965406770362,0.3132638097910717,0.9412911084043849,0.9378654970760234
2.5,17,page-blocks,35,5,0.37270819552567713,0.3685618387896471,0.9403166869671132,0.9422514619883041
2.5,17,page-blocks,35,5,0.3728826662981515,0.39047340663131236,0.9417641325536062,0.9371804236669101
2.5,18,page-blocks,35,5,0.3261152611747351,0.38534329354760655,0.9388550548112058,0.9437134502923976
2.5,18,page-blocks,35,5,0.3741391087201402,0.32751511480239126,0.9417783191230207,0.939327485380117
2.5,18,page-blocks,35,5,0.3822512003598263,0.350580621543605,0.9422655298416566,0.9422514619883041
2.5,18,page-blocks,35,5,0.3856378116710604,0.3656719293706913,0.9420077972709552,0.9408327246165084
2.5,19,page-blocks,35,5,0.3665323686756563,0.4436351565438688,0.9417783191230207,0.9466374269005848
2.5,19,page-blocks,35,5,0.451619751327096,0.3996018705922285,0.9449451887941535,0.9400584795321637
2.5,19,page-blocks,35,5,0.4551456379776305,0.42713159968479114,0.9449451887941535,0.9466374269005848
2.5,19,page-blocks,35,5,0.4389216906743295,0.4383798616082081,0.9454191033138402,0.9401022644265887
2.5,20,page-blocks,35,5,0.3323559833424183,0.36349600339702026,0.9376370280146163,0.9378654970760234
2.5,20,page-blocks,35,5,0.3664698345020744,0.32482817696996674,0.9388550548112058,0.9378654970760234
2.5,20,page-blocks,35,5,0.3678100041290763,0.3554115157663537,0.93836784409257,0.935672514619883
2.5,20,page-blocks,35,5,0.3695209789650949,0.3544702543754895,0.9385964912280702,0.9349890430971513
2.5,21,page-blocks,35,5,0.3830469032211114,0.417589974547771,0.9386114494518879,0.9422514619883041
2.5,21,page-blocks,35,5,0.41706624109672275,0.35622141987299755,0.9398294762484775,0.9385964912280702
2.5,21,page-blocks,35,5,0.41657623722700865,0.39613293516347553,0.9393422655298417,0.9385964912280702
2.5,21,page-blocks,35,5,0.40504177462833046,0.44165674911638675,0.9398148148148148,0.9371804236669101
2.5,22,page-blocks,35,5,0.3645775724592653,0.39261188826816573,0.9437271619975639,0.9429824561403509
2.5,22,page-blocks,35,5,0.4063673306616538,0.389046435344823,0.9444579780755177,0.9422514619883041
2.5,22,page-blocks,35,5,0.44625851342231526,0.4442569763745613,0.9447015834348356,0.9451754385964912
2.5,22,page-blocks,35,5,0.47346980172098885,0.4389236604883745,0.9449317738791423,0.9430241051862673
2.5,23,page-blocks,35,5,0.3443200588071524,0.394726800690556,0.9371498172959805,0.9378654970760234
2.5,23,page-blocks,35,5,0.3849582782929163,0.3662475345167653,0.9388550548112058,0.9385964912280702
2.5,23,page-blocks,35,5,0.40123423613095854,0.344291018599319,0.9405602923264312,0.9415204678362573
2.5,23,page-blocks,35,5,0.38870183415378606,0.38200398290771576,0.9403021442495126,0.9357195032870709
2.5,24,page-blocks,35,5,0.3422176331642951,0.3845915090403081,0.9429963459196102,0.945906432748538
2.5,24,page-blocks,35,5,0.39810101824929794,0.36386579759430693,0.9466504263093788,0.9422514619883041
2.5,24,page-blocks,35,5,0.42466151697483656,0.39671083051271205,0.9454323995127892,0.9466374269005848
2.5,24,page-blocks,35,5,0.40202156314702675,0.36938172535206626,0.9463937621832359,0.943754565376187
2.5,25,page-blocks,35,5,0.33443479959833855,0.40858538686247714,0.9427527405602923,0.9451754385964912
2.5,25,page-blocks,35,5,0.39147206626913583,0.3792682428446542,0.946163215590743,0.9407894736842105
2.5,25,page-blocks,35,5,0.3859055051903716,0.3539393214146104,0.9456760048721072,0.9437134502923976
2.5,25,page-blocks,35,5,0.3796087053247872,0.35876727791621404,0.9451754385964912,0.9452154857560263
2.5,26,page-blocks,35,5,0.32598042225379636,0.40395120657650485,0.93836784409257,0.9407894736842105
2.5,26,page-blocks,35,5,0.381116017057522,0.30890957919864653,0.9408038976857491,0.9371345029239766
2.5,26,page-blocks,35,5,0.37618953205419714,0.3504080946437629,0.9393422655298417,0.9407894736842105
2.5,26,page-blocks,35,5,0.38106351705084174,0.3621237620774972,0.9403021442495126,0.9393718042366691
2.5,27,page-blocks,35,5,0.37683586623325843,0.4147718232810158,0.9400730816077953,0.9422514619883041
2.5,27,page-blocks,35,5,0.40548523157554417,0.3539405673816395,0.9427527405602923,0.9371345029239766
2.5,27,page-blocks,35,5,0.4025431121055373,0.3879036859522994,0.9415347137637028,0.939327485380117
2.5,27,page-blocks,35,5,0.40448684622632863,0.4424749593029853,0.9403021442495126,0.9415631848064281
2.5,28,page-blocks,35,5,0.34137135341828373,0.41660073702210154,0.9403166869671132,0.9444444444444444
2.5,28,page-blocks,35,5,0.38708433975308826,0.3512039841173699,0.9422655298416566,0.9400584795321637
2.5,28,page-blocks,35,5,0.39467875384721685,0.35969795746334626,0.9444579780755177,0.9422514619883041
2.5,28,page-blocks,35,5,0.4050007575914103,0.369098871338257,0.9434697855750487,0.9415631848064281
2.5,29,page-blocks,35,5,0.3815904455988917,0.43390193075436806,0.9405602923264312,0.9415204678362573
2.5,29,page-blocks,35,5,0.42721393902260657,0.3768624164161451,0.9412911084043849,0.9378654970760234
2.5,29,page-blocks,35,5,0.4124269905982195,0.3821065845030241,0.9415347137637028,0.9407894736842105
2.5,29,page-blocks,35,5,0.40901164280018953,0.4030337292253388,0.9420077972709552,0.9401022644265887
2.5,30,page-blocks,35,5,0.3309455816986562,0.39891120153649984,0.9395858708891596,0.9451754385964912
2.5,30,page-blocks,35,5,0.39967377591262904,0.34262870987280436,0.9437271619975639,0.9385964912280702
2.5,30,page-blocks,35,5,0.39169723008605783,0.3684807840282972,0.9420219244823386,0.9429824561403509
2.5,30,page-blocks,35,5,0.3937211988149609,0.38971990415599445,0.9444444444444444,0.9401022644265887
2.5,1,pendigits,41,10,0.9006916222831194,0.8207143946806976,0.9907926341072858,0.9848484848484849
2.5,2,pendigits,41,10,0.9074770431117359,0.8331509614724671,0.9939951961569256,0.9879931389365352
2.5,3,pendigits,41,10,0.9221739019775228,0.862001743355753,0.9925273552175073,0.9857061177815895
2.5,4,pendigits,41,10,0.9100714276969237,0.8650853743356922,0.9890579129970644,0.98084619782733
2.5,5,pendigits,41,10,0.9222716562939428,0.8571174237452484,0.9909260741926875,0.9831332189822756
2.5,6,pendigits,41,10,0.9138433557127703,0.851059379656585,0.9914598345342941,0.9857061177815895
2.5,7,pendigits,41,10,0.9046314640873678,0.8486867469036536,0.9866559914598345,0.9785591766723842
2.5,8,pendigits,41,10,0.918045027817144,0.849630256120717,0.9871897518014412,0.978273299028016
2.5,9,pendigits,41,10,0.90925687690062,0.8394827852355498,0.9882572724846543,0.9799885648942253
2.5,10,pendigits,41,10,0.9161152393136781,0.8778370898265504,0.9898585535094743,0.9834190966266438
2.5,11,pendigits,41,10,0.9238877992909453,0.8673585293188255,0.9897251134240725,0.978273299028016
2.5,12,pendigits,41,10,0.906865690365291,0.8464188027759413,0.9870563117160395,0.9788450543167524
2.5,13,pendigits,41,10,0.9272883676340291,0.8619870903572334,0.9866559914598345,0.9794168096054888
2.5,14,pendigits,41,10,0.9145909468604849,0.8666870316814135,0.9897251134240725,0.9862778730703259
2.5,15,pendigits,41,10,0.8915092671719973,0.8367001543511442,0.9786495863357353,0.9745568896512292
2.5,16,pendigits,41,10,0.9045316911484814,0.8536015385223514,0.9938617560715239,0.9879931389365352
2.5,17,pendigits,41,10,0.9156045029809924,0.8610097261275074,0.9893247931678676,0.9811320754716981
2.5,18,pendigits,41,10,0.91843131186967,0.8410836969244361,0.9874566319722444,0.982275586049171
2.5,19,pendigits,41,10,0.9112485412403484,0.8436888883301897,0.9925273552175073,0.9877072612921669
2.5,20,pendigits,41,10,0.9215317518167951,0.8541321030057663,0.9861222311182279,0.9819897084048027
2.5,21,pendigits,41,10,0.9093146304428077,0.8404141512223064,0.9905257539364826,0.985134362492853
2.5,22,pendigits,41,10,0.9078656862067607,0.8782327073503442,0.9803843074459567,0.9765580331618068
2.5,23,pendigits,41,10,0.927578669855313,0.8721800871544815,0.9915932746196957,0.9874213836477987
2.5,24,pendigits,41,10,0.9333404019763092,0.8834073072763436,0.9951961569255404,0.9922813036020584
2.5,25,pendigits,41,10,0.920454196949853,0.8638422586607106,0.9890579129970644,0.9814179531160663
2.5,26,pendigits,41,10,0.9085341928702609,0.8596455707621425,0.981051507872965,0.9774156660949114
2.5,27,pendigits,41,10,0.9111120498746408,0.8637483367732848,0.9835868694955965,0.9802744425385935
2.5,28,pendigits,41,10,0.9178948460024443,0.8636102848065622,0.985721910862023,0.9805603201829617
2.5,29,pendigits,41,10,0.9077299056739413,0.8674925352369611,0.9869228716306379,0.98084619782733
2.5,30,pendigits,41,10,0.9070156806453186,0.8331809793642957,0.9795836669335468,0.9722698684962836
2.5,1,poker,35,10,0.07586403177955262,0.07563894617335204,0.5308676529388244,0.527134
2.5,2,poker,35,10,0.08820317083833909,0.08771602439361084,0.5489804078368653,0.542054
2.5,3,poker,35,10,0.08876979138200479,0.08811501475887187,0.5426629348260695,0.534326
2.5,4,poker,35,10,0.08665850728186966,0.08640375239543796,0.5396641343462615,0.533099
2.5,5,poker,35,10,0.08472983295881145,0.08409450631113775,0.5375049980007996,0.528992
2.5,6,poker,35,10,0.08743639759791746,0.08738687654895762,0.5366653338664534,0.532194
2.5,7,poker,35,10,0.09363703448617927,0.09314288448391908,0.5407437025189924,0.539368
2.5,8,poker,35,10,0.09459479200795687,0.09368866178481108,0.5520991603358657,0.543932
2.5,9,poker,35,10,0.08627117463220037,0.08520557030135831,0.5367053178728508,0.529882
2.5,10,poker,35,10,0.08819519099724803,0.08734577253142442,0.5437425029988004,0.535461
2.5,11,poker,35,10,0.09122607959389517,0.09069336936810155,0.5422231107556977,0.532589
2.5,12,poker,35,10,0.08867035508862106,0.08822700305202787,0.5385845661735306,0.533716
2.5,13,poker,35,10,0.07650563929097479,0.07653855158445753,0.5293082766893242,0.528286
2.5,14,poker,35,10,0.10021993157090814,0.09971609161090449,0.5655737704918032,0.558373
2.5,15,poker,35,10,0.08191507757795363,0.08116373765598765,0.533266693322671,0.532787
2.5,16,poker,35,10,0.08999532529723739,0.08983181548730623,0.5383846461415434,0.535534
2.5,17,poker,35,10,0.08109919353362992,0.08065067890025174,0.5328668532586965,0.523262
2.5,18,poker,35,10,0.09498549162162635,0.09494723246378485,0.5557776889244302,0.549942
2.5,19,poker,35,10,0.09638925144265105,0.09546616588678618,0.5471811275489804,0.542548
2.5,20,poker,35,10,0.08929689305809377,0.08910107476611946,0.5429428228708516,0.538523
2.5,21,poker,35,10,0.09406108317242062,0.09359676187781138,0.5491003598560575,0.543076
2.5,22,poker,35,10,0.09185935772545965,0.09139813770507084,0.5425029988004798,0.53457
2.5,23,poker,35,10,0.09263648402522576,0.09163335203878094,0.5406237504998,0.53627
2.5,24,poker,35,10,0.08692240098597064,0.08681909389516046,0.5361055577768893,0.532094
2.5,25,poker,35,10,0.09305800887719953,0.09311606742090765,0.5491003598560575,0.545478
2.5,26,poker,35,10,0.09188157991421579,0.09066791173390068,0.5441023590563775,0.537367
2.5,27,poker,35,10,0.08698686509126469,0.08712079150875748,0.5412235105957617,0.532675
2.5,28,poker,35,10,0.0773366134930121,0.07690248657112332,0.5262295081967213,0.520089
2.5,29,poker,35,10,0.10012104746780284,0.0994817878338152,0.5654938024790084,0.553406
2.5,30,poker,35,10,0.08396569317647634,0.08357933043025968,0.5325869652139145,0.530756
2.5,1,satimage,61,6,0.7236827838959393,0.7117782544789519,0.9860202931228861,0.983
2.5,2,satimage,61,6,0.7266867938471492,0.7152124816330817,0.9862457722660654,0.9885
2.5,3,satimage,61,6,0.7205911279714513,0.7083759806298996,0.9846674182638105,0.9845
2.5,4,satimage,61,6,0.7303521131615418,0.7116779547580353,0.9873731679819616,0.9865
2.5,5,satimage,61,6,0.7279493362166028,0.716148471287239,0.9855693348365276,0.988
2.5,6,satimage,61,6,0.7354226285929432,0.7112579188452702,0.9842164599774521,0.9865
2.5,7,satimage,61,6,0.727732413385597,0.7199361286876874,0.9860202931228861,0.9895
2.5,8,satimage,61,6,0.7332303051384251,0.721226356879082,0.9846674182638105,0.9865
2.5,9,satimage,61,6,0.731539683047961,0.7118917408492464,0.982412626832018,0.9845
2.5,10,satimage,61,6,0.7409063466740644,0.7310742174325142,0.9830890642615558,0.9825
2.5,11,satimage,61,6,0.7236627531757919,0.7080606025980437,0.9839909808342728,0.9875
2.5,12,satimage,61,6,0.7323060098410615,0.7206717448050729,0.9844419391206314,0.985
2.5,13,satimage,61,6,0.7234504584738805,0.7169192769618177,0.9846674182638105,0.986
2.5,14,satimage,61,6,0.7243841124148527,0.708409039682672,0.9851183765501691,0.985
2.5,15,satimage,61,6,0.7349003206109591,0.7084053216287626,0.983314543404735,0.99
2.5,16,satimage,61,6,0.7229782631199327,0.7073318133104861,0.9851183765501691,0.984
2.5,17,satimage,61,6,0.7305632225925508,0.7193468522286781,0.9857948139797069,0.9855
2.5,18,satimage,61,6,0.7309631733927016,0.714659653326073,0.9839909808342728,0.9845
2.5,19,satimage,61,6,0.7321209786713331,0.7220760132987124,0.9853438556933484,0.9885
2.5,20,satimage,61,6,0.7289918228400608,0.7123538401066926,0.9839909808342728,0.9875
2.5,21,satimage,61,6,0.7384722027956201,0.7251231699101162,0.9844419391206314,0.9855
2.5,22,satimage,61,6,0.7188584954788096,0.7111777124951778,0.9846674182638105,0.9845
2.5,23,satimage,61,6,0.7286025298220323,0.718700562924096,0.9842164599774521,0.989
2.5,24,satimage,61,6,0.7295391866412979,0.7202028260109653,0.9842164599774521,0.9875
2.5,25,satimage,61,6,0.713723418137788,0.7056631578674822,0.9830890642615558,0.987
2.5,26,satimage,61,6,0.7246454768711562,0.7031819673059595,0.9846674182638105,0.9865
2.5,27,satimage,61,6,0.7325221694938441,0.720817416445937,0.9839909808342728,0.9865
2.5,28,satimage,61,6,0.7307499988373977,0.7132665487936882,0.9835400225479143,0.9835
2.5,29,satimage,61,6,0.7110024297107573,0.6977598453218469,0.9837655016910936,0.985
2.5,30,satimage,61,6,0.710118305876403,0.689983911667015,0.9848928974069898,0.9865
2.5,1,segmentation,44,7,0.7394328336485619,0.6984403054135608,0.8571428571428571,0.8571428571428571
2.5,2,segmentation,44,7,0.7917601060708263,0.7685923023710913,0.8571428571428571,0.8571428571428571
2.5,3,segmentation,44,7,0.7927243341009672,0.7412518661237238,0.8571428571428571,0.8571428571428571
2.5,4,segmentation,44,7,0.8118562704631394,0.7916788961145796,0.8571428571428571,0.8571428571428571
2.5,5,segmentation,44,7,0.7326991064924594,0.7235566038236573,0.8571428571428571,0.8571428571428571
2.5,6,segmentation,44,7,0.7872654159464536,0.7314683986901299,0.8571428571428571,0.8585714285714285
2.5,7,segmentation,44,7,0.8120451915704504,0.7646865413369446,0.8571428571428571,0.8571428571428571
2.5,8,segmentation,44,7,0.8509039700424281,0.7858230300699814,0.8571428571428571,0.8571428571428571
2.5,9,segmentation,44,7,0.8133901140559736,0.7749471478652027,0.8571428571428571,0.8571428571428571
2.5,10,segmentation,44,7,0.8116386162869834,0.7413489290558546,0.8571428571428571,0.8571428571428571
2.5,11,segmentation,44,7,0.8033559740413795,0.7551383300918401,0.8571428571428571,0.8571428571428571
2.5,12,segmentation,44,7,0.7930013798499234,0.7398958987275924,0.8571428571428571,0.8571428571428571
2.5,13,segmentation,44,7,0.8392352040239404,0.7668791298778501,0.8571428571428571,0.8571428571428571
2.5,14,segmentation,44,7,0.7927207617070448,0.7361890629827431,0.8571428571428571,0.8571428571428571
2.5,15,segmentation,44,7,0.7996293296268157,0.7558297231174594,0.8571428571428571,0.8571428571428571
2.5,16,segmentation,44,7,0.7480940889942848,0.7594164279249436,0.8571428571428571,0.8571428571428571
2.5,17,segmentation,44,7,0.7741739226214245,0.7487536583483703,0.8571428571428571,0.8571428571428571
2.5,18,segmentation,44,7,0.783222832355677,0.7202147420901884,0.8571428571428571,0.8571428571428571
2.5,19,segmentation,44,7,0.8445547895847413,0.7887724511897528,0.8571428571428571,0.8571428571428571
2.5,20,segmentation,44,7,0.8149696598414456,0.7835291822813343,0.8571428571428571,0.8571428571428571
2.5,21,segmentation,44,7,0.8285255480701607,0.7975462948278808,0.8571428571428571,0.8571428571428571
2.5,22,segmentation,44,7,0.882859810590903,0.800711856169716,0.8571428571428571,0.8571428571428571
2.5,23,segmentation,44,7,0.8470455431595868,0.7956699180758774,0.8571428571428571,0.8571428571428571
2.5,24,segmentation,44,7,0.7670938878172638,0.7018899354693614,0.8571428571428571,0.8571428571428571
2.5,25,segmentation,44,7,0.8338175755861561,0.767862341343119,0.8571428571428571,0.8571428571428571
2.5,26,segmentation,44,7,0.7339023903875932,0.7013957988124914,0.8571428571428571,0.8571428571428571
2.5,27,segmentation,44,7,0.8033984597952271,0.745868535896671,0.8571428571428571,0.8571428571428571
2.5,28,segmentation,44,7,0.7396674782567496,0.7259878372407929,0.8571428571428571,0.8571428571428571
2.5,29,segmentation,44,7,0.798204000106174,0.7692157759314114,0.8571428571428571,0.8571428571428571
2.5,30,segmentation,44,7,0.730967566371293,0.7297132649913406,0.8571428571428571,0.8571428571428571
2.5,1,shuttle,34,7,0.3365825036698628,0.3389100253125368,0.9081609195402299,0.9122758620689655
2.5,2,shuttle,34,7,0.3606002531432474,0.36085158200515605,0.9171264367816092,0.9198620689655173
2.5,3,shuttle,34,7,0.3593342847898932,0.35980683668245206,0.9145977011494253,0.9169655172413793
2.5,4,shuttle,34,7,0.34729725589652766,0.35002883473854185,0.9144137931034483,0.9173103448275862
2.5,5,shuttle,34,7,0.33656768827455075,0.3385165123783744,0.9089885057471264,0.9131724137931034
2.5,6,shuttle,34,7,0.3389102218393139,0.3413432101389538,0.911448275862069,0.9142068965517242
2.5,7,shuttle,34,7,0.3512205161846717,0.35165724696983275,0.9148275862068965,0.9175862068965517
2.5,8,shuttle,34,7,0.33508742645508577,0.33735797176836596,0.9094712643678161,0.9126896551724137
2.5,9,shuttle,34,7,0.34318305188375947,0.3448715811702242,0.9057931034482759,0.9090344827586206
2.5,10,shuttle,34,7,0.33492643255379423,0.33786489727534913,0.9071724137931034,0.9110344827586206
2.5,11,shuttle,34,7,0.35658798726172325,0.3575425262150844,0.9165517241379311,0.9192413793103448
2.5,12,shuttle,34,7,0.3445868526447108,0.34612443468749804,0.9074712643678161,0.9104137931034483
2.5,13,shuttle,34,7,0.35160548973739275,0.3536013058437935,0.9122298850574713,0.9149655172413793
2.5,14,shuttle,34,7,0.32794702063517944,0.330072003007934,0.9035402298850574,0.9083448275862069
2.5,15,shuttle,34,7,0.36107195549672605,0.3611332609578927,0.917632183908046,0.9198620689655173
2.5,16,shuttle,34,7,0.37451823148689506,0.3747442030694925,0.9234712643678161,0.9275172413793104
2.5,17,shuttle,34,7,0.3640659476718068,0.3636016638963286,0.9199540229885057,0.9227586206896552
2.5,18,shuttle,34,7,0.34092825537736743,0.3430063173616597,0.9077471264367816,0.9110344827586206
2.5,19,shuttle,34,7,0.3670391860785957,0.36706378628349207,0.922896551724138,0.9252413793103448
2.5,20,shuttle,34,7,0.3472947997819131,0.3500993602011636,0.9090114942528735,0.912
2.5,21,shuttle,34,7,0.34889502734754324,0.34993659667623145,0.9146206896551724,0.9172413793103448
2.5,22,shuttle,34,7,0.3547447360711841,0.3558353176484337,0.9128505747126436,0.9157931034482759
2.5,23,shuttle,34,7,0.36151814521649556,0.36106432141630634,0.9184137931034483,0.9212413793103448
2.5,24,shuttle,34,7,0.3506686167777774,0.35134480535210394,0.913264367816092,0.9164827586206896
2.5,25,shuttle,34,7,0.36894613122003195,0.3691431818308809,0.9217011494252874,0.9247586206896552
2.5,26,shuttle,34,7,0.3567891154020132,0.35759915114953955,0.9151034482758621,0.9175862068965517
2.5,27,shuttle,34,7,0.3506946932583767,0.35266291388697457,0.9100689655172414,0.9124137931034483
2.5,28,shuttle,34,7,0.3530715893837337,0.35464949900264736,0.913448275862069,0.9161379310344827
2.5,29,shuttle,34,7,0.36479703550111375,0.3649989890899058,0.9204367816091954,0.9226896551724137
2.5,30,shuttle,34,7,0.36262690534843384,0.3622659984633422,0.9196781609195402,0.9222758620689655
2.5,1,spect,47,2,0.797979797979798,0.5205678643860253,0.8,0.6417112299465241
2.5,2,spect,47,2,0.797979797979798,0.5168693009118541,0.8,0.6363636363636364
2.5,3,spect,47,2,0.8100965342617503,0.5058617737913581,0.8125,0.6203208556149733
2.5,4,spect,47,2,0.797979797979798,0.5205678643860253,0.8,0.6417112299465241
2.5,5,spect,47,2,0.8100965342617503,0.5205678643860253,0.8125,0.6417112299465241
2.5,6,spect,47,2,0.797979797979798,0.5131861912846633,0.8,0.6310160427807486
2.5,7,spect,47,2,0.8100965342617503,0.5205678643860253,0.8125,0.6417112299465241
2.5,8,spect,47,2,0.784776072163317,0.5168693009118541,0.7875,0.6363636363636364
2.5,9,spect,47,2,0.797979797979798,0.5205678643860253,0.8,0.6417112299465241
2.5,10,spect,47,2,0.797979797979798,0.5205678643860253,0.8,0.6417112299465241
2.5,11,spect,47,2,0.7968253968253969,0.5131861912846633,0.8,0.6310160427807486
2.5,12,spect,47,2,0.797979797979798,0.5242830712303422,0.8,0.6470588235294118
2.5,13,spect,47,2,0.797979797979798,0.5131861912846633,0.8,0.6310160427807486
2.5,14,spect,47,2,0.797979797979798,0.5205678643860253,0.8,0.6417112299465241
2.5,15,spect,47,2,0.797979797979798,0.5205678643860253,0.8,0.6417112299465241
2.5,16,spect,47,2,0.797979797979798,0.5168693009118541,0.8,0.6363636363636364
2.5,17,spect,47,2,0.797979797979798,0.5095173860911271,0.8,0.6256684491978609
2.5,18,spect,47,2,0.797979797979798,0.5168693009118541,0.8,0.6363636363636364
2.5,19,spect,47,2,0.8232323232323233,0.5317683881064162,0.825,0.6577540106951871
2.5,20,spect,47,2,0.797979797979798,0.5131861912846633,0.8,0.6310160427807486
2.5,21,spect,47,2,0.7968253968253969,0.5095173860911271,0.8,0.6256684491978609
2.5,22,spect,47,2,0.8232323232323233,0.5280161534578496,0.825,0.6524064171122995
2.5,23,spect,47,2,0.797979797979798,0.5168693009118541,0.8,0.6363636363636364
2.5,24,spect,47,2,0.8100965342617503,0.5205678643860253,0.8125,0.6417112299465241
2.5,25,spect,47,2,0.8232323232323233,0.5098674067221708,0.825,0.6363636363636364
2.5,26,spect,47,2,0.797979797979798,0.5205678643860253,0.8,0.6417112299465241
2.5,27,spect,47,2,0.797979797979798,0.5356401384083045,0.8,0.6737967914438503
2.5,28,spect,47,2,0.7968253968253969,0.5131861912846633,0.8,0.6310160427807486
2.5,29,spect,47,2,0.797979797979798,0.5205678643860253,0.8,0.6417112299465241
2.5,30,spect,47,2,0.797979797979798,0.5205678643860253,0.8,0.6417112299465241
2.5,1,vehicle,43,4,0.6663436984878657,0.6415938276136901,0.8614173228346457,0.8530805687203792
2.5,1,vehicle,43,4,0.672767741783498,0.6136096313730601,0.8740157480314961,0.8815165876777251
2.5,1,vehicle,43,4,0.6747125368603037,0.6449247035391878,0.8706624605678234,0.8726415094339622
2.5,1,vehicle,43,4,0.6619644208429804,0.6760477314161374,0.8722397476340694,0.8632075471698113
2.5,2,vehicle,43,4,0.6778074627962292,0.6045277148038178,0.8866141732283465,0.8720379146919431
2.5,2,vehicle,43,4,0.6874960773347467,0.6433320289540764,0.8976377952755905,0.9004739336492891
2.5,2,vehicle,43,4,0.6807066510556332,0.6308001544556759,0.8927444794952681,0.8679245283018868
2.5,2,vehicle,43,4,0.6856176856381674,0.6909339694631359,0.8911671924290221,0.9056603773584906
2.5,3,vehicle,43,4,0.6752580543719784,0.6926340327227867,0.9086614173228347,0.909952606635071
2.5,3,vehicle,43,4,0.6880152129840141,0.6313941124873564,0.9196850393700787,0.919431279620853
2.5,3,vehicle,43,4,0.687311564613532,0.6240105421686747,0.9148264984227129,0.8962264150943396
2.5,3,vehicle,43,4,0.6768266057300147,0.6413405876159427,0.9069400630914827,0.9150943396226415
2.5,4,vehicle,43,4,0.6892610883016622,0.6580180710030505,0.9212598425196851,0.9146919431279621
2.5,4,vehicle,43,4,0.6985498714056059,0.6253829449283994,0.9338582677165355,0.919431279620853
2.5,4,vehicle,43,4,0.6732600686728474,0.657379007056347,0.916403785488959,0.9150943396226415
2.5,4,vehicle,43,4,0.6488044354943177,0.646035354929347,0.919558359621451,0.910377358490566
2.5,5,vehicle,43,4,0.6601870938358316,0.6577117135839299,0.8818897637795275,0.8767772511848341
2.5,5,vehicle,43,4,0.6598469592657225,0.6350186489846663,0.889763779527559,0.8909952606635071
2.5,5,vehicle,43,4,0.658100413423458,0.6193669334486985,0.8832807570977917,0.8490566037735849
2.5,5,vehicle,43,4,0.6691061521885433,0.6577041317024361,0.8753943217665615,0.8867924528301887
2.5,6,vehicle,43,4,0.6767001180268624,0.6525652173913044,0.8740157480314961,0.8625592417061612
2.5,6,vehicle,43,4,0.6867983118180248,0.6508862195248521,0.8929133858267716,0.8815165876777251
2.5,6,vehicle,43,4,0.6802147852147853,0.6643648998262739,0.8753943217665615,0.8773584905660378
