lambda,run,dataset,nin,nout,ftrain,ftest,atrain,atest
9.5,16,thyroid,46,3,0.3202463433410316,0.3207456519650235,0.9747222222222223,0.9777777777777777
9.5,17,thyroid,46,3,0.3202463433410316,0.3207456519650235,0.9747222222222223,0.9777777777777777
9.5,18,thyroid,46,3,0.3202463433410316,0.3207456519650235,0.9747222222222223,0.9777777777777777
9.5,19,thyroid,46,3,0.3202463433410316,0.3207456519650235,0.9747222222222223,0.9777777777777777
9.5,20,thyroid,46,3,0.3202463433410316,0.3207456519650235,0.9747222222222223,0.9777777777777777
9.5,21,thyroid,46,3,0.3202463433410316,0.3207456519650235,0.9747222222222223,0.9777777777777777
9.5,22,thyroid,46,3,0.3202463433410316,0.3207456519650235,0.9747222222222223,0.9777777777777777
9.5,23,thyroid,46,3,0.3202463433410316,0.3207456519650235,0.9747222222222223,0.9777777777777777
9.5,24,thyroid,46,3,0.3202463433410316,0.3207456519650235,0.9747222222222223,0.9777777777777777
9.5,25,thyroid,46,3,0.3202463433410316,0.3207456519650235,0.9747222222222223,0.9777777777777777
9.5,26,thyroid,46,3,0.3202463433410316,0.3207456519650235,0.9747222222222223,0.9777777777777777
9.5,27,thyroid,46,3,0.3202463433410316,0.3207456519650235,0.9747222222222223,0.9777777777777777
9.5,28,thyroid,46,3,0.3202463433410316,0.3207456519650235,0.9747222222222223,0.9777777777777777
9.5,29,thyroid,46,3,0.3202463433410316,0.3207456519650235,0.9747222222222223,0.9777777777777777
9.5,30,thyroid,46,3,0.3202463433410316,0.3207456519650235,0.9747222222222223,0.9777777777777777
10.0,1,cancer,34,2,0.9260185091580815,0.9429861288091164,0.9342857142857143,0.9482758620689655
10.0,2,cancer,34,2,0.9327385037748799,0.9495139997098505,0.94,0.9540229885057471
10.0,3,cancer,34,2,0.9293863027768607,0.9429861288091164,0.9371428571428572,0.9482758620689655
10.0,4,cancer,34,2,0.9360753945061367,0.9495139997098505,0.9428571428571428,0.9540229885057471
10.0,5,cancer,34,2,0.9260185091580815,0.9364035087719298,0.9342857142857143,0.9425287356321839
10.0,6,cancer,34,2,0.9226348364279399,0.9429861288091164,0.9314285714285714,0.9482758620689655
10.0,7,cancer,34,2,0.9260185091580815,0.9495139997098505,0.9342857142857143,0.9540229885057471
10.0,8,cancer,34,2,0.9260185091580815,0.9429861288091164,0.9342857142857143,0.9482758620689655
10.0,9,cancer,34,2,0.9260185091580815,0.9429861288091164,0.9342857142857143,0.9482758620689655
10.0,10,cancer,34,2,0.9226348364279399,0.9429861288091164,0.9314285714285714,0.9482758620689655
10.0,11,cancer,34,2,0.9293863027768607,0.9429861288091164,0.9371428571428572,0.9482758620689655
10.0,12,cancer,34,2,0.9393972532830285,0.9429861288091164,0.9457142857142857,0.9482758620689655
10.0,13,cancer,34,2,0.9293863027768607,0.9495139997098505,0.9371428571428572,0.9540229885057471
10.0,14,cancer,34,2,0.9393972532830285,0.9429861288091164,0.9457142857142857,0.9482758620689655
10.0,15,cancer,34,2,0.9260185091580815,0.9429861288091164,0.9342857142857143,0.9482758620689655
10.0,16,cancer,34,2,0.9260185091580815,0.9429861288091164,0.9342857142857143,0.9482758620689655
10.0,17,cancer,34,2,0.9260185091580815,0.9429861288091164,0.9342857142857143,0.9482758620689655
10.0,18,cancer,34,2,0.9260185091580815,0.9429861288091164,0.9342857142857143,0.9482758620689655
10.0,19,cancer,34,2,0.9393972532830285,0.9559891598915989,0.9457142857142857,0.9597701149425287
10.0,20,cancer,34,2,0.9393972532830285,0.9559891598915989,0.9457142857142857,0.9597701149425287
10.0,21,cancer,34,2,0.9360753945061367,0.9559891598915989,0.9428571428571428,0.9597701149425287
10.0,22,cancer,34,2,0.9360753945061367,0.9429861288091164,0.9428571428571428,0.9482758620689655
10.0,23,cancer,34,2,0.9226348364279399,0.9495139997098505,0.9314285714285714,0.9540229885057471
10.0,24,cancer,34,2,0.9226348364279399,0.9429861288091164,0.9314285714285714,0.9482758620689655
10.0,25,cancer,34,2,0.9260185091580815,0.9429861288091164,0.9342857142857143,0.9482758620689655
10.0,26,cancer,34,2,0.9260185091580815,0.9429861288091164,0.9342857142857143,0.9482758620689655
10.0,27,cancer,34,2,0.9260185091580815,0.9429861288091164,0.9342857142857143,0.9482758620689655
10.0,28,cancer,34,2,0.9293863027768607,0.9429861288091164,0.9371428571428572,0.9482758620689655
10.0,29,cancer,34,2,0.9293863027768607,0.9429861288091164,0.9371428571428572,0.9482758620689655
10.0,30,cancer,34,2,0.9327385037748799,0.9559891598915989,0.94,0.9597701149425287
10.0,1,card,74,2,0.8375159792774003,0.8662745495723896,0.8376811594202899,0.8662790697674418
10.0,2,card,74,2,0.8462941636334598,0.8604651162790697,0.8463768115942029,0.8604651162790697
10.0,3,card,74,2,0.8433189800174931,0.8720757268424612,0.8434782608695652,0.872093023255814
10.0,4,card,74,2,0.8431818181818181,0.8604462474645029,0.8434782608695652,0.8604651162790697
10.0,5,card,74,2,0.8431818181818181,0.8837052062204191,0.8434782608695652,0.8837209302325582
10.0,6,card,74,2,0.8430972914701522,0.8720757268424612,0.8434782608695652,0.872093023255814
10.0,7,card,74,2,0.8433189800174931,0.8488167680865449,0.8434782608695652,0.8488372093023255
10.0,8,card,74,2,0.8403866050924874,0.8662745495723896,0.8405797101449275,0.8662790697674418
10.0,9,card,74,2,0.8259685230024213,0.8546462495352061,0.8260869565217391,0.8546511627906976
10.0,10,card,74,2,0.8346436829934833,0.8604651162790697,0.8347826086956521,0.8604651162790697
10.0,11,card,74,2,0.8376143087681549,0.8604651162790697,0.8376811594202899,0.8604651162790697
10.0,12,card,74,2,0.8346436829934833,0.8604651162790697,0.8347826086956521,0.8604651162790697
10.0,13,card,74,2,0.831814819795589,0.8427628237684104,0.8318840579710145,0.8430232558139535
10.0,14,card,74,2,0.8403866050924874,0.8546462495352061,0.8405797101449275,0.8546511627906976
10.0,15,card,74,2,0.8461234210504169,0.8720757268424612,0.8463768115942029,0.872093023255814
10.0,16,card,74,2,0.8375706214689266,0.8662745495723896,0.8376811594202899,0.8662790697674418
10.0,17,card,74,2,0.8375159792774003,0.8604462474645029,0.8376811594202899,0.8604651162790697
10.0,18,card,74,2,0.8375159792774003,0.8720757268424612,0.8376811594202899,0.872093023255814
10.0,19,card,74,2,0.8375159792774003,0.8604462474645029,0.8376811594202899,0.8604651162790697
10.0,20,card,74,2,0.8375159792774003,0.8604651162790697,0.8376811594202899,0.8604651162790697
10.0,21,card,74,2,0.8315656565656566,0.8604462474645029,0.8318840579710145,0.8604651162790697
10.0,22,card,74,2,0.8346436829934833,0.8604651162790697,0.8347826086956521,0.8604651162790697
10.0,23,card,74,2,0.8373737373737373,0.8546069315300084,0.8376811594202899,0.8546511627906976
10.0,24,card,74,2,0.8403866050924874,0.8778698224852071,0.8405797101449275,0.877906976744186
10.0,25,card,74,2,0.848989898989899,0.8720757268424612,0.8492753623188406,0.872093023255814
10.0,26,card,74,2,0.8346937231529661,0.8604462474645029,0.8347826086956521,0.8604651162790697
10.0,27,card,74,2,0.8375706214689266,0.8430179494980226,0.8376811594202899,0.8430232558139535
10.0,28,card,74,2,0.8345100943372409,0.8488372093023255,0.8347826086956521,0.8488372093023255
10.0,29,card,74,2,0.8375706214689266,0.8546462495352061,0.8376811594202899,0.8546511627906976
10.0,30,card,74,2,0.8346937231529661,0.8662745495723896,0.8347826086956521,0.8662790697674418
10.0,1,gene,145,3,0.8972823336080676,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,2,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,3,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,4,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,5,gene,145,3,0.8978017391508183,0.8602302720326654,0.9584382871536524,0.9558638083228247
10.0,6,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,7,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,8,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,9,gene,145,3,0.8972823336080676,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,10,gene,145,3,0.8972823336080676,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,11,gene,145,3,0.8965549425408668,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,12,gene,145,3,0.8978547392654953,0.8590582906512596,0.9584382871536524,0.9558638083228247
10.0,13,gene,145,3,0.8965135112041057,0.8602302720326654,0.9590680100755667,0.957124842370744
10.0,14,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,15,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,16,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,17,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,18,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,19,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,20,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,21,gene,145,3,0.8972823336080676,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,22,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,23,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,24,gene,145,3,0.89898629760938,0.857593463634004,0.9584382871536524,0.9558638083228247
10.0,25,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,26,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,27,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,28,gene,145,3,0.8979579338904661,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,29,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,30,gene,145,3,0.8971258953898477,0.8590801068738476,0.9584382871536524,0.9558638083228247
10.0,1,glass,34,6,0.14415584415584415,0.13610389610389612,0.6635514018691588,0.7358490566037735
10.0,2,glass,34,6,0.15060343362230155,0.12467532467532468,0.6635514018691588,0.7358490566037735
10.0,3,glass,34,6,0.14635854341736695,0.12352941176470589,0.6635514018691588,0.7358490566037735
10.0,4,glass,34,6,0.14867921307557716,0.12352941176470589,0.6635514018691588,0.7358490566037735
10.0,5,glass,34,6,0.17128295107991812,0.156,0.6635514018691588,0.7358490566037735
10.0,6,glass,34,6,0.14867921307557716,0.12352941176470589,0.6635514018691588,0.7358490566037735
10.0,7,glass,34,6,0.14524291497975708,0.12467532467532468,0.6635514018691588,0.7358490566037735
10.0,8,glass,34,6,0.14867921307557716,0.12467532467532468,0.6635514018691588,0.7358490566037735
10.0,9,glass,34,6,0.14765042856527547,0.13610389610389612,0.6635514018691588,0.7358490566037735
10.0,10,glass,34,6,0.1467554511032772,0.12467532467532468,0.6635514018691588,0.7358490566037735
10.0,11,glass,34,6,0.14556394827806937,0.13529411764705884,0.6635514018691588,0.7358490566037735
10.0,12,glass,34,6,0.14745877953425124,0.14814814814814814,0.6635514018691588,0.7358490566037735
10.0,13,glass,34,6,0.15324542312123926,0.137037037037037,0.6635514018691588,0.7358490566037735
